specimen_number,long_n25k,lat_n25k,replicate,elev_m_n
AHUC100004,-120.03158276086,37.4742761470842,rep1,575.46
AHUC100005,-119.907691244576,37.5271197274891,rep1,912.72
AHUC100006,-120.442966658715,38.0119964100707,rep1,542.08
AHUC100007,-119.331118737549,36.6213933385136,rep1,124.75
AHUC100008,-123.121966670708,39.0237265763218,rep1,223.06
AHUC100009,-123.533173332842,39.5139529599248,rep1,685.06
AHUC100010,-119.445809261947,36.6949232063769,rep1,113.4
CAS-BOT-BC95004,-121.205316938923,36.0679462201099,rep1,633.78
CDA40358,-119.444455595196,36.85831992839,rep1,326.84
CHSC14017,-122.13761065706,39.0729218361872,rep1,39.26
CHSC23125,-122.996480166057,37.9091725587067,rep1,0
CHSC24140,-122.981444884223,38.9526784559709,rep1,689.64
CHSC24930,-123.957376361495,41.8083677748078,rep1,435.54
CHSC26054,-117.001389,34.0387898420531,rep1,1136.93
CHSC26430,-123.891512830566,41.7435422936396,rep1,675.65
CHSC27517,-122.778268015745,38.9658608649872,rep1,1054.21
CHSC27541,-122.782207554717,38.968070884294,rep1,1037.16
CHSC27746,-120.384295118827,37.7818275676616,rep1,267.23
CHSC27799,-122.795667947163,38.940615566297,rep1,609.95
CHSC31076,-122.544289872361,38.3350475357891,rep1,377.85
CHSC31077,-121.508198926441,39.4441254634887,rep1,103.38
CHSC31306,-123.55317197827,39.8675102505919,rep1,787.51
CHSC32094,-121.336202019586,39.35094126844,rep1,355.52
CHSC35982,-121.702309164842,39.8036671875802,rep1,395.38
CHSC36121,-122.517915844451,38.970313629619,rep1,387.57
CHSC38460,-121.562159549302,39.896389281631,rep1,884.06
CHSC40119,-123.250228373279,39.0062169470617,rep1,375.92
CHSC4019,-121.719268948003,39.7314109835295,rep1,255.35
CHSC4065,-122.204416838847,40.2615925315566,rep1,106.41
CHSC43315,-121.724461156209,39.380783710306,rep1,26.61
CHSC47108,-120.191533027206,36.1595225263421,rep1,144.41
CHSC52401,-122.770278,38.836538253464,rep1,802.02
CHSC55499,-121.988476425257,40.5209003911612,rep1,538.97
CHSC55712,-122.726799473434,39.5142037561382,rep1,1705.88
CHSC56643,-122.667776271727,40.0161196175447,rep1,790.06
CHSC57470,-123.303410042472,38.4637995957751,rep1,-1000000
CHSC59547,-122.705109914064,38.8440749403312,rep1,864.75
CHSC59744,-120.471964625862,37.7729923489356,rep1,315.88
CHSC61985,-118.99820644165,34.2055387395871,rep1,32.09
CHSC62467,-121.365360519226,39.5666243387755,rep1,547.97
CHSC700,-121.445202176667,39.0445381160055,rep1,26.27
CHSC70018,-119.327890788332,36.892157304478,rep1,882.36
CHSC70378,-120.982590298791,37.0081433872856,rep1,165.08
CHSC71117,-122.843973892539,39.2255801154928,rep1,1167.94
CHSC77587,-122.597419837882,39.7855435436301,rep1,405.11
CHSC81274,-123.773813417027,39.314387213088,rep1,134.96
CHSC88986,-121.765787108602,40.0659982529174,rep1,445.28
CHSC90100,-122.741485667828,38.961920134423,rep1,603.22
CHSC90532,-122.573761996516,39.3272641792612,rep1,613.02
CHSC9270,-121.922795431428,39.8056653524508,rep1,52.22
CSUSB91437,-117.203577890797,34.2456103143809,rep1,1644.05
CSUSB91439,-116.773107829339,32.9325276967675,rep1,229.74
CSUSB91441,-117.415794721815,33.846075181933,rep1,440.75
CSUSB91442,-117.425961436689,34.1195393217463,rep1,427.8
CSUSB91443,-117.542502058529,33.8436543503474,rep1,290.31
CSUSB91444,-117.107076797764,33.782656055005,rep1,751.9
DAV300326,-122.527715737465,39.05589240343,rep1,435.02
DAV300327,-120.764574503858,38.3544758849969,rep1,392.94
DAV300330,-118.097272609994,34.3101538114683,rep1,1022.44
DAV300331,-117.487615609214,33.8576194204924,rep1,400.11
DAV300333,-119.28917283658,36.892430463599,rep1,290.82
DAV300334,-120.158597715666,35.6388764825204,rep1,632.19
DAV300336,-121.113629286309,38.8956231533639,rep1,276.1
DAV300337,-120.450693570493,38.4885366735291,rep1,1239.91
DAV300338,-117.758548712681,34.0758811087926,rep1,280.37
DAV300341,-119.207628495634,36.5492695732128,rep1,136.12
DAV300342,-122.783613482649,39.1676022716115,rep1,1232.38
DAV300343,-121.930181523125,39.1324038730543,rep1,15.43
DAV300344,-119.859199177053,35.2099089982874,rep1,586.19
DAV300345,-123.064749,38.2729877574759,rep1,0
DAV300346,-119.666922966885,34.4437637892911,rep1,136.73
DAV300349,-121.755700599332,37.5115859070645,rep1,790.78
DAV300351,-122.02458408803,38.3722492742954,rep1,80.73
DAV300352,-122.554723391823,39.2003199449466,rep1,789.84
DAV300353,-122.27696303055,38.5348504035884,rep1,373.17
DAV300354,-122.359820751711,38.603773090535,rep1,178.87
DAV300357,-123.138904082784,39.0650303951274,rep1,193.48
DAV300358,-122.662360036946,38.7380731162139,rep1,466.69
DAV300359,-122.625263454321,38.7374589885569,rep1,350.19
DAV300360,-122.739125870134,38.8738035529715,rep1,896.67
DAV300361,-122.577852189852,38.9034823975106,rep1,428.4
DAV300363,-122.428868817498,38.375175503543,rep1,494.75
DAV300366,-120.214408405441,37.7126958825626,rep1,458.24
DAV300369,-122.151661926495,38.5085230331927,rep1,293.12
DAV300371,-116.431134620732,34.1222458399792,rep1,998.44
DAV300373,-123.087589289944,40.7227069021797,rep1,969.59
DAV300376,-121.911117769545,38.2973346668689,rep1,18.41
DAV300378,-122.812028152662,38.8611966817571,rep1,905.1
DAV300380,-122.576811184686,38.7631416709609,rep1,343.9
DAV300383,-122.424145911838,38.4880965057371,rep1,52.54
DAV300385,-122.802145177814,38.9408969630307,rep1,579.81
DAV300386,-122.291677418209,38.2789648908325,rep1,2.62
DAV300387,-122.707168126146,38.5733291220943,rep1,364.31
DAV300388,-122.702540983331,38.6462735091358,rep1,120.16
DAV300390,-123.480743232385,38.7435258157861,rep1,203.2
DAV300391,-121.087490293345,39.0597228637247,rep1,414.32
DAV300392,-117.68615,34.2130845668127,rep1,1468.2
DAV300393,-117.481578717762,34.2549877356619,rep1,1073.34
DAV300394,-118.359572188167,34.7035627995479,rep1,813.78
DAV300395,-117.305808514201,34.1755311399622,rep1,431.1
DAV300396,-122.240383110326,38.3515928741406,rep1,273.98
DAV300398,-120.398285591581,38.3225805659011,rep1,1056.32
DAV300399,-122.517768407243,38.4568225989783,rep1,644.53
GH93110,-116.967239200084,34.5103510305639,rep1,868.74
GMDRC3694,-115.660020995448,34.8131258945295,rep1,1267.52
GMDRC4298,-115.668066978451,34.6868284281538,rep1,736.55
GMDRC7692,-115.833370274228,34.8620834680957,rep1,588.24
GMDRC7800,-115.642383583808,34.7683595130952,rep1,1208.64
GMDRC9674,-115.592000061404,34.8923827288967,rep1,1147.16
GMDRC9754,-115.497961086519,34.7075442375539,rep1,732.27
GMDRC995,-115.694451477604,34.8267549839706,rep1,1435.84
HREC492,-123.054204937025,39.0749943524485,rep1,807.03
HREC495,-123.024299891202,39.0203852528001,rep1,849.82
HSC201461,-123.684032022,40.9504318140263,rep1,566.49
HSC201463,-120.556082821706,38.2369510519573,rep1,646.77
HSC201464,-119.704448690955,36.9156120249651,rep1,127.12
HSC201465,-123.484647977457,40.5637992653028,rep1,862.3
HSC201466,-119.620253007697,34.6017730091137,rep1,813.81
HSC201467,-120.69419733666,35.47572679281,rep1,375.87
HSC201469,-123.695320249928,40.922084500366,rep1,440.97
HSC201470,-123.491852183888,40.7727601796142,rep1,1124.77
HSC201472,-123.653737415194,39.5352977301297,rep1,364.77
HSC201473,-122.380310705637,39.1045741806401,rep1,257.15
HSC201475,-122.954644157432,39.1775312576213,rep1,407.65
HSC201476,-117.387138605161,33.6666073978766,rep1,399.27
HSC201477,-123.467376325042,40.8766109441106,rep1,832.48
HSC201478,-123.524196824205,40.9667459701066,rep1,1256.5
HSC201479,-123.780165424645,39.5324339837144,rep1,0
HSC201481,-122.971403744487,38.4626761590108,rep1,283.29
HSC201482,-123.181722211668,38.9032727200466,rep1,398.6
HSC201484,-123.769674392242,40.8909192991624,rep1,872.46
HSC201485,-124.196253066052,41.0549108935987,rep1,0
HSC201486,-124.07385384623,40.8939326445313,rep1,17.45
HSC201487,-124.048335793042,41.3302061790024,rep1,146.36
HSC201488,-123.248591160336,38.9750889991796,rep1,520.44
HSC201489,-123.986800655213,41.1868648903459,rep1,218.33
HSC201492,-123.60512801548,40.6302385265041,rep1,981.8
HSC201493,-123.688520241706,40.9470821636106,rep1,693.89
HSC201494,-123.808275231045,40.5608385237311,rep1,1001.47
HSC201495,-123.790130328361,40.6146482335475,rep1,652.27
