specimen_number,long_n2k,lat_n2k,replicate,elev_m_n
HSC201509,-123.740874390718,40.8725491891739,rep1,1370.35
HSC201510,-122.953123477542,39.1032229466338,rep1,477.24
HSC201512,-122.53125084936,39.0900880219551,rep1,425.01
HSC201514,-122.973235451138,39.106209812627,rep1,425.21
HSC201515,-123.494158105051,40.7792465395202,rep1,998.34
HSC201516,-123.545257998243,40.8841018363065,rep1,209.89
HSC201517,-120.309743294385,38.7037928227597,rep1,1671.77
HSC201518,-122.726561523476,39.1851042459033,rep1,721.13
HSC201521,-123.678633877183,40.4411446790425,rep1,747.77
HSC201523,-122.612028608682,38.6870232107474,rep1,546.4
HSC201525,-122.72265756219,38.8541727670288,rep1,870.41
HSC201526,-123.225621126518,39.8116066996114,rep1,416.56
HSC201529,-122.415753267121,38.8588167642921,rep1,668.42
HSC201530,-123.879405793272,41.1475078695121,rep1,847.44
HSC201531,-123.51711762594,40.8245318513234,rep1,744.03
HSC201532,-123.456895021861,40.8692770326769,rep1,489.95
HSC201533,-120.621783309568,35.1762004863369,rep1,34.91
HSC201535,-123.175231254412,39.6096929970791,rep1,763.4
HSC201537,-123.623327964201,40.5174184324445,rep1,817.89
HSC201539,-123.695635178815,38.986236186923,rep1,16.01
HSC201540,-123.213156203324,38.8850918830189,rep1,408.83
HSC79847,-117.841265444595,34.2637650533108,rep1,684.89
IRVC100599,-116.590450577115,34.0301630039247,rep1,707.79
IRVC100600,-116.442400222745,34.1286926597774,rep1,1039.83
IRVC15781,-116.45110868099,34.1486136468752,rep1,1276
JEPS104716,-121.487167,37.6635116780121,rep1,274.92
JEPS110841,-122.308334956398,38.381085813653,rep1,21.06
JEPS110843,-122.402725462043,38.5200904954298,rep1,194.39
JEPS110844,-122.373691175021,38.6112997120793,rep1,214.12
JEPS110845,-122.403761992242,38.5905189661733,rep1,242.08
JEPS110846,-122.40467563679,38.620446886458,rep1,214.98
JEPS110847,-122.315532832359,38.3690705507573,rep1,22.49
JEPS110848,-122.545187627503,38.5024604400507,rep1,603.65
JEPS110862,-122.437101542461,38.4535168035539,rep1,67.5
JEPS111846,-122.204770028619,37.981535629394,rep1,261.85
JEPS1487,-122.638414434959,37.9173843487084,rep1,354.76
JEPS1490,-118.485230453329,35.6290945899344,rep1,817.61
JEPS1494,-121.91660783376,37.2025731568136,rep1,263.65
JEPS1495,-116.507504817517,33.5531293596251,rep1,1599.29
JEPS1497,-118.02292336801,34.1960807672037,rep1,663.06
JEPS1518,-117.978125251905,34.1800455988542,rep1,529.57
JEPS1796,-119.609973913077,36.9586644648277,rep1,183.93
JEPS1797,-122.000124333344,38.4298612338433,rep1,67.85
JEPS1803,-115.691981465404,34.7688258082326,rep1,1277.53
JEPS1805,-118.169658938783,34.2105861499246,rep1,407.61
JEPS18372,-117.261551917244,32.8558512974329,rep1,0
JEPS1879,-123.951661502088,41.8347225381165,rep1,292.87
JEPS1889,-116.76425625504,33.2000615996203,rep1,1027.51
JEPS1913,-119.610343760744,36.5590821340547,rep1,99.47
JEPS21155,-120.900305436618,38.4430045306997,rep1,209.18
JEPS25353,-121.674325792527,37.8739104673904,rep1,33.47
JEPS2989,-122.01261542601,39.006633899798,rep1,22.38
JEPS30298,-119.498157955342,37.1303091654034,rep1,405.14
JEPS3117,-120.367800345776,38.0820445052506,rep1,892.61
JEPS3134,-118.852241936055,36.4718617249304,rep1,401.96
JEPS3135,-116.713592289716,33.7337100398896,rep1,1686.73
JEPS3136,-122.021233619206,38.9990058900213,rep1,29.24
JEPS35787,-122.478707508411,38.2903320834385,rep1,24
JEPS45200,-120.473491524183,37.6621460846189,rep1,65.68
JEPS83176,-121.546830315082,36.3617312245036,rep1,741.6
JEPS85033,-122.235587208442,38.3861348675235,rep1,304.47
JEPS94183,-122.460979288877,39.3754703610236,rep1,539.3
JROH5546,-122.226462592041,37.3945340190136,rep1,155.91
LOB115754,-116.684006133829,33.8987320609283,rep1,369.76
LOB115763,-117.430001923628,33.6142168245797,rep1,598.05
LOB115764,-117.458010136512,33.6005639920114,rep1,449.75
LOB115765,-117.476060990612,33.5795718516326,rep1,745.98
OBI106017,-117.318209340271,33.9666275650561,rep1,427.51
OBI106019,-120.663332605343,35.205993580932,rep1,189.09
OBI106022,-120.021339606739,35.3585397376037,rep1,613.51
OBI106023,-119.786402695576,35.0519001724443,rep1,1294.38
OBI106025,-120.343309956802,35.4538397246293,rep1,483.78
OBI106026,-120.390141351313,35.1222868743045,rep1,252.09
OBI106031,-120.408815143613,34.7720592081883,rep1,156.48
OBI106032,-120.635627030689,35.385077289271,rep1,336.04
OBI106034,-122.691989702713,38.048724732053,rep1,72.25
OBI106036,-123.7406748446,38.9547067485974,rep1,10.14
OBI106039,-120.562387970989,35.4091646909908,rep1,353.32
OBI106041,-121.071529467179,35.6831627393846,rep1,894.91
OBI106042,-120.489635969964,35.2466322610575,rep1,249.94
OBI106043,-120.947052837734,35.7952582985202,rep1,395.07
OBI106044,-119.800424897299,34.5041419253001,rep1,511.79
OBI106047,-120.467012089092,35.2047550346527,rep1,168.47
OBI106053,-120.913017941245,35.5495211285124,rep1,381.26
OBI106058,-116.53607580809,32.5937450126076,rep1,712.47
OBI106060,-119.585456891156,34.490765944914,rep1,578.93
OBI106061,-120.493922292642,35.4379067373638,rep1,433.34
OBI106063,-120.331382827243,35.4688328135513,rep1,438.31
PGM1097,-121.04479451122,36.1234739724763,rep1,146.83
POM126452,-116.610769314992,32.837400189642,rep1,1176.91
POM126470,-117.326435899529,33.9376940301511,rep1,416.02
POM128992,-117.051926631216,34.0074605676256,rep1,751.47
POM13005,-116.720210340398,33.7145050261062,rep1,1454.13
POM155815,-117.247569132049,33.3058803609382,rep1,165.15
POM202997,-120.601105901896,35.3795516107499,rep1,322.65
POM210106,-116.539806405241,33.0673622614405,rep1,965.19
POM226856,-122.191356192942,37.4078453255088,rep1,75.01
POM229166,-117.355693906446,34.4564418440062,rep1,994.13
POM258226,-116.925277634962,33.7959514490263,rep1,529.23
POM263485,-122.460409299452,38.5676318389997,rep1,499.92
POM289745,-122.17267728388,37.4291242499379,rep1,27.81
POM289748,-119.793854831311,37.2614892322135,rep1,469.94
POM289751,-117.146845629551,33.4671671384897,rep1,384.07
POM293455,-117.289019726876,34.2321350848033,rep1,1526.85
POM296771,-117.705842818962,34.1493469127098,rep1,575.44
POM305712,-116.687283877311,33.2418913215157,rep1,864.64
POM307904,-119.277050585017,35.5081572029394,rep1,107.18
POM346565,-122.765322852404,39.0095267746153,rep1,403.74
POM347129,-117.458863347431,34.231785892817,rep1,1062.13
POM3534,-117.716984374773,34.0980061649032,rep1,361.92
POM3611,-117.706780942474,34.0947162966007,rep1,358.38
POM46977,-116.755284437124,33.1924262478732,rep1,1171.09
POM47079,-116.751915021694,32.7068619508346,rep1,811.41
POM48180,-116.58873605205,32.8861069795311,rep1,1222.19
POM49021,-117.186865566856,34.2332834343926,rep1,1722.25
POM65315,-122.474477870399,37.7132969942161,rep1,41.56
POM6554,-117.434058482059,34.3751070682869,rep1,1225.73
POM65806,-121.942807219785,36.5102450250975,rep1,0
POM7063,-117.8135,34.0914354967879,rep1,288.52
POM73427,-116.601042205821,33.0781763407153,rep1,1291.17
POM97174,-118.266953829274,35.1091974371202,rep1,1182.9
POM97180,-116.430434587049,32.889873061299,rep1,1762.28
POM97226,-116.633598553902,33.2464548274927,rep1,964.52
RSA0035444,-116.868694602047,33.3528392258127,rep1,1649.24
RSA0037197,-116.604933869543,33.5061598743915,rep1,1213.04
RSA0043192,-118.201296362148,34.2521600846816,rep1,957.32
RSA0057838,-117.664580216548,34.2274162955398,rep1,1189.61
RSA0059611,-116.502898787991,33.6574846074278,rep1,917.84
RSA0060576,-116.735865890737,33.6959569409527,rep1,1336.7
RSA0070947,-118.255181836128,34.3127902690457,rep1,630.06
RSA101759,-118.730033283058,36.1490239111697,rep1,768.18
RSA113487,-121.503032505361,36.2774645959743,rep1,982.06
RSA114997,-123.798106108438,40.9319320900461,rep1,794.34
RSA120045,-122.184461562778,37.3308841488175,rep1,585.29
RSA12318,-117.164357388095,33.2792338151759,rep1,177.1
RSA124603,-120.130412580781,36.6691231866126,rep1,57.14
RSA12926,-117.471119087225,33.607818207461,rep1,796.65
RSA15266,-122.236381249621,37.4035218013682,rep1,103.96
RSA156323,-118.043792609965,34.1698515994647,rep1,272.86
RSA15640,-120.682669548316,36.4425238616565,rep1,623.11
RSA180273,-117.281159684839,33.4996489823835,rep1,499.32
RSA182182,-117.674918675163,34.1806419209482,rep1,790.55
RSA191096,-118.020783612527,34.2012032419347,rep1,597.5
RSA191996,-117.365082151584,33.507119573252,rep1,591.05
RSA191997,-117.357579254204,33.4972205277503,rep1,615.12
RSA195363,-122.411546926615,38.7090198649249,rep1,254.92
RSA222969,-117.533129670828,34.176730016363,rep1,778.92
RSA225716,-117.925022398674,34.1623717861096,rep1,247.7
RSA226234,-117.833042725288,34.1650661546356,rep1,611.52
RSA233474,-117.697231207448,34.1576726811254,rep1,694.73
RSA247113,-118.008460232149,34.2083740510229,rep1,989.08
RSA250674,-117.723812986405,34.1412020695692,rep1,623.32
RSA252917,-117.764932738838,34.4505529780756,rep1,1291.71
RSA274234,-117.775945216275,36.055296728342,rep1,1221.24
RSA276027,-117.783856620321,34.174866209789,rep1,739.32
RSA29514,-119.43027030856,34.9956793795637,rep1,705.71
RSA29712,-117.678751042405,34.2055459076528,rep1,1076.44
RSA305715,-118.424384535402,33.3733629382805,rep1,504.93
RSA309677,-117.352043466025,34.27753307634,rep1,1142.84
RSA3166,-117.726841309881,33.777035220945,rep1,269.49
RSA31814,-119.296991586538,34.3874428155432,rep1,154.38
RSA329566,-116.971365506566,33.5788927723927,rep1,589.01
RSA333764,-117.266772987475,34.3148870618091,rep1,1006.62
RSA336454,-117.150263137859,34.1987552089813,rep1,1539.06
RSA346564,-117.445542378317,34.2090555605623,rep1,766.81
RSA346567,-117.749936966626,34.1694153622114,rep1,855.9
RSA359870,-117.359080404556,33.8103399443955,rep1,591.45
RSA381419,-119.266911573584,36.9194462809316,rep1,446.31
RSA40756,-122.559848008065,39.6051873170787,rep1,269.31
RSA421268,-117.813554506099,34.151262660565,rep1,629.74
RSA421285,-118.79650653484,35.6239943793632,rep1,760.43
RSA421297,-118.027768868271,34.2155650950546,rep1,1012.44
RSA421299,-118.486653053188,34.7179608950235,rep1,1133.47
RSA421307,-118.551899307246,34.3071384901674,rep1,564.39
RSA421308,-118.2976854237,34.0197734334964,rep1,50.37
RSA421311,-117.73143284068,34.1263106040966,rep1,415.76
RSA421316,-118.23798380606,34.1614482184299,rep1,208.95
RSA421327,-118.4390186317,34.1360856009204,rep1,301.79
RSA421331,-117.375795069826,33.7220712728207,rep1,454.12
RSA421360,-117.42912019339,34.3249339702883,rep1,1196.12
RSA421361,-117.423553259186,34.3265064121634,rep1,1148.4
RSA421366,-117.314299074604,34.2434592863437,rep1,1457.32
RSA421368,-116.879606595361,33.4377463126657,rep1,579.86
RSA421370,-116.608975018796,33.2137138200447,rep1,1123.09
RSA421373,-119.227020200294,34.4889555114053,rep1,848.88
RSA421376,-122.599784813579,37.9217402269748,rep1,713.65
RSA421377,-118.170487599899,34.2903103709626,rep1,1061.14
RSA421482,-117.130063519306,34.1892846146932,rep1,1380.16
RSA421484,-118.207027769612,34.4469018438454,rep1,787.65
RSA421485,-117.221699006387,34.2487378567178,rep1,1593.61
RSA421496,-117.6072787813,34.3358587446335,rep1,1901.79
RSA421498,-116.46790952405,32.8670807129106,rep1,1708.53
RSA43793,-116.914691561974,33.3275872915585,rep1,1371.9
RSA44096,-119.339996631103,34.5171764244805,rep1,908.91
RSA483609,-116.700814179898,33.6351424668487,rep1,1740.21
RSA489150,-116.419112069653,34.1437838786316,rep1,1156.75
RSA51250,-122.3908,37.7170167193077,rep1,39.82
RSA518016,-117.653075867041,34.4921464158535,rep1,1046.43
RSA522735,-117.004850799641,33.5161158318139,rep1,520.78
RSA523514,-116.9537,33.5479190836861,rep1,697.29
RSA524475,-116.953124407115,33.4963125962244,rep1,465.76
RSA554391,-117.209506959689,34.3030273332943,rep1,1443.59
RSA575409,-117.499032222405,34.2020005354354,rep1,1492.94
RSA584043,-117.719261333603,34.2100484556609,rep1,1100.76
RSA587321,-116.98180977436,33.3820942359616,rep1,926.29
RSA588054,-118.02394554148199,34.4644359130202,rep1,1020.92
RSA588711,-117.44519035263,33.6491596198789,rep1,973.51
RSA588783,-117.439590290473,33.649924873895,rep1,862.56
RSA589117,-117.837476855769,34.4326482606361,rep1,1200.61
RSA59320,-119.433046488012,34.9854779588438,rep1,810.05
RSA597259,-117.476553685679,34.1940909839453,rep1,1194.47
RSA597821,-118.07010656083,34.4897566816482,rep1,1196.31
RSA598950,-117.837698278039,34.1570558093193,rep1,358.45
RSA603648,-121.94085237445,36.5059403047123,rep1,0
RSA605958,-120.302707364339,35.7368830295834,rep1,453.11
RSA606291,-117.043882975958,33.6242300471202,rep1,617.25
RSA607025,-117.846289767433,34.28134121498,rep1,940.41
RSA607224,-117.988228684304,34.2985789965034,rep1,1536.8
RSA608053,-121.541396892341,36.9048802207227,rep1,172.47
RSA608634,-117.767413693875,34.0616422862357,rep1,257.04
RSA613142,-117.067168798691,33.4389057120141,rep1,431.12
RSA615,-117.694715267043,33.8955956099803,rep1,180.48
RSA645309,-117.423826724207,33.605949593834,rep1,690.96
RSA646981,-118.238271535414,34.2160089825941,rep1,420.09
RSA652199,-117.691258585395,34.1713340336959,rep1,849.25
RSA652200,-118.061641205548,34.2283205002817,rep1,1682.31
RSA656407,-117.452831079307,34.2137286362954,rep1,893.39
RSA660848,-118.11868502091,34.2842931517661,rep1,1822.81
RSA662611,-117.759466807629,34.1718919912014,rep1,793.5
RSA66658,-117.659442233111,34.1700607966562,rep1,1025.09
RSA668058,-116.863573862267,33.3134191350602,rep1,1603.1
RSA673728,-116.713510674005,33.682475590695,rep1,1658.78
RSA69060,-116.854340499109,33.2818119828867,rep1,779.83
RSA69363,-116.879282732292,33.3379711183823,rep1,1524.56
RSA699273,-117.580308749747,33.7876023211377,rep1,1063.4
RSA721505,-117.672516156581,34.2042379649862,rep1,1045.54
RSA730888,-118.256844220989,35.4148212720915,rep1,1443.05
RSA747646,-119.379527732962,34.9475195900101,rep1,1103.45
RSA749469,-117.64823881395,33.734010747351,rep1,390.14
RSA75867,-118.095695686474,34.2110503134748,rep1,1101.7
RSA75874,-116.928090689603,33.5998811244821,rep1,808.07
RSA75876,-123.118287729332,38.9733505002791,rep1,165.97
RSA75877,-122.557286950075,37.8366332922877,rep1,0
RSA75880,-116.76472539515,33.2352737753692,rep1,837.05
RSA75881,-117.121611939292,34.1996415222523,rep1,1567.05
RSA75883,-118.016638928599,34.3288641986405,rep1,1589.83
RSA75884,-118.511530997041,34.3281908974786,rep1,479.28
RSA771945,-117.818582060502,34.4665944208897,rep1,1149.52
RSA783108,-117.28513515264,33.974346109419,rep1,834.54
RSA783266,-116.632768130362,33.5877854037052,rep1,1572.91
RSA783331,-117.631336951823,34.1963203296489,rep1,1355.06
RSA785870,-117.798468267739,34.0763515648982,rep1,351.03
RSA785871,-117.235847080792,34.3025931331928,rep1,1444.09
RSA79215,-117.731325966023,34.1243674987131,rep1,411.86
RSA79378,-123.518345306532,40.4530334752645,rep1,932.73
RSA798418,-121.294891242989,36.0802328125489,rep1,428.27
RSA81004,-116.433065290591,34.1786189081918,rep1,1150.83
SBBG110918,-121.134635005768,35.8855360851342,rep1,403.5
SBBG113301,-121.270412501893,36.0754225372563,rep1,430.69
SBBG114359,-118.85803336151,34.6988401767836,rep1,961.46
SBBG114372,-119.416852846184,34.8812476265322,rep1,1039.46
SBBG122441,-119.232532508123,34.4102907940844,rep1,538.13
SBBG122442,-118.774835540724,34.5171097745581,rep1,549.55
SBBG122480,-118.846741151697,34.4514218056472,rep1,725.02
SBBG124298,-118.89521408188,34.7271417688798,rep1,1222.59
SBBG125441,-118.033903479858,34.2868339889419,rep1,1395.15
SBBG127047,-118.073361088494,34.2775178121003,rep1,1700.69
SBBG133171,-119.800462554313,34.4232361991628,rep1,25.82
SBBG15862,-118.223402088027,34.1255103724821,rep1,177.47
SBBG164498,-121.554115707074,36.3145896195568,rep1,1279.91
SBBG164500,-120.32226866865,34.6725611907824,rep1,243.14
SBBG164505,-119.453167819866,34.9660199073878,rep1,863.79
SBBG164507,-118.532230654406,35.1923180164646,rep1,1042.21
SBBG164508,-118.585280990426,35.4021725733064,rep1,1473.07
SBBG164509,-120.612263475717,35.3392713006169,rep1,682.09
SBBG164510,-119.541416290771,37.3329308936134,rep1,1121.57
SBBG164512,-120.827959241748,36.5663908038104,rep1,378.98
SBBG164515,-120.475165050472,35.0193703585465,rep1,97.74
SBBG164516,-119.979476213338,35.3103463473032,rep1,595.31
SBBG164517,-120.145297157961,35.5874189488013,rep1,564.69
SBBG164522,-120.146269691845,34.7625490418868,rep1,400.86
SBBG164525,-120.226328893886,34.4894230501985,rep1,42.5
SBBG164526,-119.667965577175,34.463434702225,rep1,613.95
SBBG164527,-120.198778276398,34.9404517657709,rep1,481.2
SBBG164529,-118.894696551598,34.578341243425,rep1,988.74
SBBG17321,-119.576472532888,34.4801823781754,rep1,851.78
SBBG23031,-119.982839536139,34.7565271035551,rep1,1153.36
SBBG27701,-117.184518690037,34.2507088419366,rep1,1559.29
SBBG48273,-119.704835094011,34.4284308716954,rep1,40.04
SBBG64777,-119.250155450484,34.476061327387,rep1,578.68
SBBG64792,-119.965971806658,34.7413107287581,rep1,974.76
SBBG64807,-119.793488808762,34.5238867799119,rep1,881.02
SBBG82088,-119.91968225614,35.4170733230103,rep1,996.77
SBBG82157,-120.033493444243,34.7868670446299,rep1,993.18
SBBG82159,-119.37856639588,34.3931510229048,rep1,376.32
SBBG82202,-119.953025948666,34.725572718352,rep1,1272.03
SBBG82204,-119.636551467736,34.7686416203664,rep1,1616.75
SBBG82469,-120.297069110322,34.652210485789,rep1,232.42
SD00008033,-116.09462873039,32.6437888330305,rep1,1068.9
SD00008034,-116.090952317081,32.6196300698472,rep1,-1000000
SD00010429,-123.096233697504,38.4006655271959,rep1,5.61
SD00010457,-116.802713617348,32.8848415870331,rep1,291.18
SD00010459,-116.483776022046,32.9208058128945,rep1,1599.31
SD00010464,-116.602900061724,33.2299761028361,rep1,990.2
SD00010465,-116.512378972895,33.0951762604387,rep1,746.79
SD00010467,-116.498783262895,33.1991729239965,rep1,1288.74
SD00010469,-116.83375799923,32.995877536042,rep1,468.78
SD00010470,-116.676392812291,33.3573356684116,rep1,1210.89
SD00010471,-116.706248658229,33.3330416013867,rep1,925.37
SD00010472,-116.906556801562,33.3152040488018,rep1,1144.19
SD00010486,-119.585878590209,37.3100954286172,rep1,1103.29
