ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH
SD00010650,2005,32.964,-117.0705,211,17.7,23.9,12.7,11.1,331,16,83.8,1462.5,8,4599,894,759,360,13,359,346,0,-3.6,44,-9999,1373,1052,59
SD00010651,2005,32.8627,-116.5106,1162,13.2,22,6.8,15.2,652,44,35.6,502.6,43,3120,2129,375,292,115,313,198,7,-16,42.6,-9999,1316,903,54
SD00010510,2000,33.68333,-116.71667,1616,13.7,22.4,7.2,15.2,580,70,40.9,322.8,40,3287,2013,443,304,102,322,221,6,-15.4,41.8,19.5,1268,852,57
SD00010447,2005,33.3205,-116.7428,1250,14.6,23.4,8,15.4,508,52,48.4,451.8,30,3575,1779,541,318,87,329,242,3,-13.1,43.6,16.2,1350,973,55
SD00010647,2006,32.8242,-116.6039,1098,14.8,23.5,8.4,15.1,576,38,43.1,611.4,27,3637,1719,550,316,92,326,234,3,-12.7,44.8,-9999,1421,1010,53
SD00010645,2002,33.1061,-116.9814,340,17.5,24.3,12.1,12.2,381,21,72,1168.8,9,4510,996,767,353,27,353,326,0,-5.8,45.6,16,1452,1100,55
SD00010648,2005,33.1233,-116.5725,1210,15,23.9,8.1,15.8,581,60,43.1,400.3,30,3720,1713,620,320,84,330,246,3,-12.8,43.9,-9999,1393,973,55
COLL*SD185718,2002,33.22,-116.6,1135,14.7,23.3,8.1,15.2,486,60,50.7,389.3,30,3580,1769,537,316,90,328,238,3,-13.5,43.3,-9999,1373,998,54
SD00010509,1995,34.37667,-117.05833,1738,12.3,22.1,4.5,17.7,336,33,66.5,665,77,2925,2451,386,270,124,305,181,10,-19.1,41.5,-9999,1260,998,55
SD00010646,2008,32.69457,-116.56417,995,14.9,23.4,8.5,14.9,445,38,56,613.1,25,3660,1680,541,308,100,321,221,2,-13.1,45.1,-9999,1482,1108,49
SD00010644,2007,33.0274,-116.6713,1040,15.4,24,9,15,585,51,43.4,467,23,3829,1578,618,335,65,339,274,2,-9.9,44.4,-9999,1367,950,57
SD00010643,2007,32.9913,-116.6662,884,15.7,24.2,9.3,14.9,513,42,50.1,580.7,21,3928,1505,655,334,67,339,272,2,-10,44.9,-9999,1410,1008,55
SD00010642,2007,33.08972,-116.89472,239,17.4,24.4,12,12.4,376,22,73,1090.2,10,4502,1017,779,348,39,348,309,0,-7,46.3,-9999,1528,1168,51
SD00010641,2007,33.10972,-117.00722,478,17.5,24.3,12,12.3,411,22,66.8,1095.9,10,4504,1005,773,355,23,354,331,0,-5.3,45.3,16.4,1425,1068,56
SD00010640,2007,33.016,-116.612,1372,13.7,22.5,7,15.6,758,66,31.3,341.3,40,3284,2017,440,317,88,326,239,7,-13.2,42.2,19.1,1240,812,60
SD00010639,2007,32.67444,-116.74806,656,16.7,24.5,10.6,13.9,433,30,61.7,821.7,14,4254,1231,735,336,59,340,280,1,-10.1,45.9,-9999,1505,1113,51
SD00010446,2005,33.19458,-116.50812,1223,15.6,24.6,8.3,16.3,387,55,66,447.6,27,3913,1609,714,337,58,341,283,2,-10.2,43.1,-9999,1328,999,60
SD00010627,2002,32.95028,-116.60639,1868,12.1,20.9,5.3,15.6,936,76,23.6,275.6,65,2782,2458,294,299,103,316,213,19,-15.6,39.9,17.7,1122,695,63
SD00010638,2007,32.67636,-116.51032,963,14.9,23.3,8.5,14.8,435,38,57.2,611.5,25,3641,1680,524,304,107,318,212,2,-13.1,45.3,-9999,1513,1143,48
SD00010626,2007,33.01095,-117.01225,289,17.5,24.1,12.3,11.8,356,18,77.3,1307.6,9,4526,966,754,355,24,354,331,0,-5.3,45.2,-9999,1436,1094,56
SD00010456,2007,33.34201,-116.64702,1168,14.6,23.5,7.8,15.7,472,64,52.2,368.7,32,3587,1793,562,312,94,326,232,3,-14.1,43.7,-9999,1378,1011,54
SD00010637,2009,33.3472,-116.89388,1600,14.4,23.7,7.6,16.1,634,58,38.5,407.7,36,3531,1880,574,328,74,334,260,5,-11.3,41.7,17.3,1191,802,64
SD00010508,2008,34.31417,-117.43861,1107,15.2,23.8,8,15.8,580,34,43.4,709.2,27,3752,1660,611,330,68,337,268,3,-10.9,42.7,-9999,1280,909,59
SD00010636,2008,33.0093,-117.249,2,16.7,21.5,12.9,8.6,242,11,110.5,1880.3,8,4220,996,488,365,0,363,363,0,-0.5,39.2,-9999,1051,809,71
COLL*SD199224,2007,32.99873,-116.5696,1409,13.3,22.3,6.4,15.8,752,66,31,336.2,46,3170,2130,413,301,103,317,214,9,-15.4,42.1,-9999,1262,832,58
SD00010455,2007,33.06759,-116.54417,845,15.9,24.8,9,15.7,428,45,60.7,547.6,22,4026,1494,733,319,85,329,244,2,-12.7,46.1,-9999,1545,1176,49
SD00010634,2008,32.5375,-117.10194,27,17.4,22.1,13.4,8.6,250,12,109.6,1833.2,6,4456,861,588,365,0,363,363,0,2,39.7,-9999,1051,801,73
SD00010635,2008,32.69463,-116.50762,942,14.8,23.2,8.5,14.8,427,38,58,611.1,25,3615,1701,516,303,108,318,210,2,-13.3,45.2,-9999,1505,1139,48
SD00010633,2008,32.99836,-117.04968,336,17.7,24.1,12.6,11.5,355,17,78,1411.7,8,4598,915,776,358,16,357,341,0,-4.3,44.6,16.8,1405,1066,58
SD00010454,2009,33.36972,-116.78611,961,15.5,24.2,8.8,15.5,454,44,56.1,548.6,25,3868,1587,659,320,85,330,246,2,-12.8,44.8,-9999,1442,1081,52
SD00010632,2008,33.41306,-117.21389,139,17.9,23.9,13.6,10.3,399,16,70,1520.8,6,4649,837,756,365,1,365,364,0,0.3,44.9,-9999,1328,999,61
SD00010630,2008,32.987,-116.7093,750,16.5,24.6,10.4,14.2,476,34,55.8,715.1,15,4198,1290,730,344,49,346,297,1,-7.9,45.7,-9999,1454,1062,54
SD00010631,2008,33.0344,-116.6609,1240,14.8,23.5,8.2,15.2,670,62,37,380.2,28,3631,1732,554,333,68,338,270,3,-10.3,43.4,17.1,1299,873,59
SD00010628,2010,33.39034,-116.91667,1060,16,25.1,9.3,15.7,416,42,62.6,602.4,22,4062,1484,759,333,69,338,269,2,-10.6,44.7,-9999,1406,1060,56
SD00010629,2010,32.95557,-116.79091,670,17.3,24.6,11.5,13.1,441,28,61.9,886.3,11,4439,1084,785,350,36,351,315,1,-6.3,46,16.7,1495,1105,53
SD00010453,2010,33.28965,-116.58698,1435,13.9,22.8,7.2,15.6,545,75,43.9,304.1,38,3357,1970,478,315,89,328,239,5,-13.7,41.4,-9999,1238,856,60
SD00010590,2007,32.90152,-116.47683,1577,12.7,21.6,5.8,15.8,692,64,32.8,335.1,55,2973,2293,353,286,117,310,193,11,-16.8,41.8,-9999,1273,854,56
SD00010623,2008,33.02106,-117.0006,339,17.4,24.1,12.2,11.9,369,19,74.4,1264.9,9,4492,991,746,354,27,353,327,0,-5.5,45.5,-9999,1446,1099,55
SD00010588,2008,33.35487,-116.60481,1473,13.8,22.7,7,15.7,512,70,46.4,321.3,41,3309,2014,462,309,96,324,229,5,-14.6,41.8,-9999,1258,875,58
SD00010589,2008,32.9416,-117.0873,123,17.6,23.6,12.8,10.8,314,15,87.9,1529.9,8,4554,904,723,361,10,360,349,0,-3.2,43.5,-9999,1336,1026,61
SD00010587,1997,33.35028,-117.03278,162,18,24.9,13.1,11.9,379,19,73.9,1323.6,7,4703,876,844,360,15,359,345,0,-3.3,46.8,-9999,1458,1115,56
SD00010482,1997,34.70639,-118.48083,1195,15.4,25.3,7.6,17.7,511,26,49.8,967,32,3875,1700,758,342,47,344,296,4,-9.2,43.1,-9999,1157,841,67
SD00010622,2009,33.22695,-116.82572,849,15.9,24.3,9.4,14.9,606,45,42.8,537.8,20,4004,1460,688,335,64,340,276,2,-10,44.5,-9999,1406,990,55
SD00010621,2009,33.1071,-116.5978,1350,14.4,23.2,7.6,15.6,693,66,35.1,352.2,34,3488,1861,520,324,79,332,252,5,-12.2,42.7,-9999,1279,859,59
SD00010620,2009,32.8536,-116.4803,1554,12.2,21.1,5.6,15.5,684,60,32.5,348.3,59,2824,2403,300,278,124,306,182,12,-17.5,41.4,18.8,1258,847,55
SD00010452,2008,33.3736,-116.784,915,15.6,24.4,8.9,15.5,435,43,59,569.5,24,3923,1551,682,319,85,330,245,2,-12.9,45.2,-9999,1468,1112,51
SD00010450,2008,32.96111,-117.25556,33,16.7,21.3,13,8.3,252,12,106.2,1813.1,8,4216,986,475,365,0,363,363,0,-0.1,38.7,-9999,1025,775,72
SD00010451,2009,33.2878,-116.6319,969,14.8,23.6,8.1,15.5,456,64,54.5,366.1,29,3648,1733,571,304,100,320,220,3,-15.3,44.5,-9999,1450,1082,50
SD00010625,2010,32.7324,-116.4779,975,14.4,22.9,8,14.9,465,39,52.5,595,29,3475,1811,471,296,115,314,199,3,-14.3,44.7,-9999,1478,1098,48
SD00010624,2009,33.19901,-116.75103,1079,15.1,23.8,8.4,15.4,663,54,37.8,437.6,27,3732,1674,604,329,73,335,262,3,-11.2,43.7,16.2,1349,929,57
SD00010586,2012,32.5365,-117.10306,85,17.5,22.1,13.5,8.5,273,13,100.5,1638.6,6,4481,843,595,365,0,363,363,0,2,39.8,-9999,1060,787,72
SD00010449,2010,33.08049,-116.52357,770,16.3,25.1,9.3,15.8,374,43,70.2,586.9,21,4143,1422,782,322,81,331,250,1,-12.3,46.6,-9999,1581,1235,48
SD00010443,2010,33.2163,-116.58797,1053,14.9,23.5,8.4,15.2,471,58,52.9,403.1,27,3670,1703,569,318,88,330,242,2,-13.2,43.7,-9999,1397,1026,54
SD00010662,2006,34.16111,-116.51083,1220,15.8,25.9,7.5,18.4,220,20,117.5,1288.9,31,4015,1643,839,316,83,324,241,2,-13.9,43.6,-9999,1394,1174,55
SD00010444,2010,33.34685,-116.79642,1629,13.8,22.6,7.3,15.4,675,57,35.3,398,38,3324,1982,455,326,74,335,261,6,-11.8,41.2,18.1,1172,788,64
SD00010585,2010,33.36112,-116.67281,1168,14.8,23.7,8,15.8,454,58,54.6,411,31,3644,1760,588,319,86,330,244,3,-13,43.8,-9999,1362,1010,55
SD00010584,2010,33.36474,-116.67411,1182,14.8,23.8,7.9,15.8,453,57,54.7,414.4,31,3646,1760,590,320,85,331,247,3,-12.7,43.8,-9999,1353,1000,56
SD00010583,2009,33.3447,-116.868,1528,14.4,23.7,7.5,16.1,657,59,37.2,400.4,36,3521,1891,573,326,76,333,257,6,-11.7,41.6,18.4,1187,793,64
SD00010441,2010,33.3711,-116.68994,1326,14.5,23.4,7.8,15.6,472,58,52,403.9,33,3545,1823,545,323,81,333,251,3,-12.3,43,-9999,1298,941,58
SD00010440,2010,33.39556,-116.70111,1225,14.7,23.5,7.9,15.6,439,54,56.3,439.3,31,3606,1777,566,323,82,333,251,3,-12.4,43.4,-9999,1324,977,57
SD00010439,2010,33.38696,-116.68639,1269,14.6,23.5,7.8,15.7,455,56,54.1,419.3,32,3585,1798,564,322,82,333,251,3,-12.4,43.2,-9999,1314,961,58
SD00010438,2010,33.37634,-116.71033,1216,14.8,23.6,8.1,15.5,439,52,56.4,453.1,30,3637,1749,573,323,82,333,251,3,-12.3,43.5,-9999,1336,991,57
SD00010437,2010,33.36631,-116.67929,1206,14.8,23.7,7.9,15.8,456,57,54.4,417.4,31,3636,1764,584,321,84,332,248,3,-12.6,43.6,-9999,1344,991,56
SD00010582,2012,32.66724,-116.4419,970,14.7,23.1,8.3,14.8,433,38,56.9,609.3,26,3569,1730,496,299,112,315,203,2,-13.4,45.2,-9999,1514,1144,47
SD00010445,2011,33.37167,-116.72833,1048,15.2,24,8.5,15.5,420,46,60.1,520.7,26,3783,1645,627,318,88,329,241,2,-13.2,44.6,-9999,1428,1082,53
SD00010591,2009,32.8237,-117.0219,162,18,24.1,12.9,11.2,316,15,88.5,1651,7,4687,852,804,361,10,360,350,0,-3.2,44.1,15.4,1364,1051,60
SD00010592,2008,32.53722,-117.105,70,17.4,22,13.5,8.5,267,13,102.8,1686.7,6,4469,849,589,365,0,363,363,0,2,39.7,-9999,1054,789,73
SD00010544,2013,33.06329,-117.1004,130,17.8,24,12.7,11.2,321,17,86.4,1397.3,8,4607,897,769,359,14,358,344,0,-3.9,44.1,-9999,1383,1066,59
SD00010529,2014,33.44083,-117.40063,725,17.1,24.3,12.8,11.5,472,25,57.4,956.2,9,4365,1057,685,365,0,365,365,0,1.7,42.5,-9999,1077,765,73
SD00010481,2009,38.65556,-120.67528,607,15,24.7,6.9,17.8,965,71,25.9,348.2,36,3706,1796,677,319,81,326,246,8,-13.4,44.6,-9999,1282,839,56
SD00010480,2012,38.54139,-120.84472,270,15.9,25.2,7.7,17.5,745,48,34.8,523,27,4011,1547,769,337,55,338,283,4,-10.8,43.4,-9999,1306,913,57
SD00010478,2008,35.30722,-119.98611,591,15.3,24.1,8,16.1,233,15,108.3,1655.3,27,3792,1642,642,308,95,320,225,1,-14.8,44.8,-9999,1441,1207,50
SD00010477,2013,33.73696,-117.42017,377,18.5,26.2,12.6,13.6,288,15,99.1,1697.8,8,4887,873,1023,359,17,358,341,0,-3.8,47.8,-9999,1552,1275,53
SD00010579,2015,33.36227,-117.31402,105,17.6,23.1,13.3,9.8,353,13,78.2,1750.7,7,4538,873,680,364,4,362,358,0,-1.3,43,-9999,1292,971,62
SD00010475,2013,33.59833,-117.14194,390,18.2,26.2,11.6,14.6,305,20,92.2,1337,10,4768,973,997,347,39,347,309,0,-7.7,48.1,-9999,1597,1301,50
SD00010476,2014,34.46542,-117.82326,1126,15.4,25.4,6.8,18.6,225,24,113,1061.2,35,3885,1736,782,306,93,322,229,2,-15.5,44.6,-9999,1429,1205,53
SD00010661,2013,34.83282,-115.64653,1160,17.1,28.5,7.1,21.3,188,56,144.2,509.8,30,4497,1497,1173,333,63,332,269,1,-11.1,44,-9999,1360,1172,60
SD00010436,2011,33.39447,-116.68579,1275,14.6,23.5,7.8,15.7,453,56,54.3,419.5,32,3574,1807,560,322,82,332,250,3,-12.5,43.2,-9999,1310,958,58
SD00010474,2013,38.56861,-120.84611,262,15.9,25.3,7.7,17.5,761,49,34.1,515.8,27,4024,1541,776,337,55,338,283,4,-10.8,43.3,-9999,1306,912,57
SD00010619,2010,32.72604,-116.94038,125,17.9,23.9,12.9,10.9,311,15,89.7,1580.3,7,4655,856,777,362,10,360,350,0,-3,43.8,-9999,1355,1044,60
SD00010515,2015,32.85686,-116.42813,1831,11.6,20.3,4.9,15.5,712,73,30.4,279,71,2643,2577,250,267,130,301,171,17,-18.6,40.8,19.4,1236,819,55
SD00010528,1990,33.00366,-117.27198,15,16.7,21.2,13,8.2,247,12,108,1795.1,8,4189,1000,461,365,0,363,363,0,-0.1,38.5,-9999,1015,769,73
SD00010527,2008,33.00921,-117.24916,6,16.7,21.5,12.9,8.6,243,11,110,1873.6,8,4221,995,488,365,0,363,363,0,-0.5,39.2,-9999,1052,809,71
SD00010526,2017,32.68267,-116.69306,700,16.4,24.6,10.1,14.6,428,30,61.6,824.1,16,4158,1323,725,328,69,334,265,1,-11.6,46.1,-9999,1511,1127,51
SD00010524,1994,32.80635,-116.54912,1151,14,22.7,7.6,15.1,590,43,40.6,533.7,34,3350,1933,443,301,108,318,210,4,-14.5,43.6,-9999,1381,974,52
SD00010525,1994,32.76818,-116.54245,1185,14.1,22.7,7.7,15,573,44,42,514,33,3388,1897,453,302,108,318,210,4,-14,43.8,-9999,1399,991,52
SD00010523,1993,33.1151,-116.58333,1606,13.7,22.6,6.9,15.7,761,72,31.2,313.2,41,3299,2018,453,322,80,331,251,7,-12.6,41.5,19.1,1202,786,62
SD00010522,1993,33.13311,-116.58407,1603,13.6,22.4,6.8,15.6,732,72,32.2,311,42,3249,2050,430,321,81,330,249,7,-12.8,41.4,-9999,1191,781,63
SD00010521,2017,33.38229,-117.28723,245,17.7,23.5,13.4,10.1,384,15,72.1,1542.8,7,4574,868,712,365,2,364,362,0,-0.5,43.8,-9999,1303,976,62
SD00010520,2011,32.8447,-116.4486,1785,11.5,20.3,4.8,15.5,717,70,30,289.8,73,2609,2611,242,265,131,299,168,18,-18.9,40.7,19.5,1227,813,55
SD00010519,2010,32.72141,-116.93084,203,17.9,23.9,12.8,11.1,330,17,84.5,1442.3,7,4647,866,778,361,11,360,349,0,-3.3,43.9,-9999,1365,1037,60
SD00010518,2012,33.105,-116.86028,280,17.5,24.6,12,12.6,367,21,75.1,1171.5,10,4537,1004,803,346,43,346,303,0,-7.6,46.5,-9999,1562,1208,50
SD00010517,2010,33.20222,-116.81806,860,15.9,24.2,9.5,14.8,596,45,43.4,540.8,20,3994,1460,680,336,62,340,278,2,-9.7,44.4,-9999,1399,984,56
SD00010516,2010,32.722,-116.4687,1005,14.3,22.8,8,14.9,462,40,52.6,574.1,29,3454,1825,463,296,116,314,198,3,-14.2,44.7,-9999,1475,1095,48
SD00010435,2014,33.21246,-116.46545,1021,16.9,26.2,9.2,17,321,50,83.9,529.5,20,4381,1360,956,346,46,347,301,1,-8.4,44.8,-9999,1425,1124,59
SD00010434,2009,33.3111,-116.6421,1094,14.7,23.5,8,15.5,467,65,52.9,363.1,30,3607,1767,559,307,98,323,225,3,-14.8,44,-9999,1414,1044,52
SD00010433,2012,33.12596,-116.5638,980,15.7,24.7,8.7,15.9,477,52,53.9,472.9,25,3963,1555,719,319,84,329,245,2,-12.9,45.3,-9999,1500,1112,51
SD00010432,2015,33.22449,-116.47383,1109,16.5,25.9,8.8,17,325,51,81.6,511.3,23,4242,1443,891,341,54,344,289,1,-9.5,44.5,-9999,1411,1111,58
SD00010431,2009,33.2131,-116.583,1097,14.8,23.4,8.3,15.1,465,58,53.3,401.4,28,3637,1726,555,319,87,330,243,2,-13.1,43.4,-9999,1381,1013,54
SD00010513,2008,33.12421,-117.0055,217,17.6,24.1,12.5,11.6,357,19,77.4,1271.7,8,4550,945,759,355,24,354,330,0,-5.4,45.1,-9999,1438,1096,56
SD00010512,2009,33.14194,-116.6025,1549,13.7,22.5,6.9,15.6,697,70,33.9,320.1,41,3269,2035,438,320,83,330,247,7,-12.8,41.6,-9999,1202,794,62
SD00010514,1994,33.12723,-116.51955,764,16.8,25.8,9.5,16.2,350,43,76.6,600.6,19,4319,1348,890,324,76,332,256,1,-12,47.1,-9999,1625,1292,47
SFV112659,1995,34.3,-118.15,915,16.2,25,9.6,15.4,647,28,40.5,901.6,20,4105,1425,757,346,45,347,302,2,-7.4,44.1,-9999,1293,912,61
SFV112672,2002,34.22769444,-118.322,532,17.9,24.7,12.6,12.1,481,22,58.1,1113.8,8,4673,911,850,365,3,363,360,0,-0.8,45,15.5,1367,1008,60
SFV112679,2003,34.20333333,-118.2647222,823,17.3,24.4,11.8,12.6,574,28,47.6,860.8,10,4449,1051,772,365,2,363,362,1,-0.2,43.8,16.8,1274,905,65
SFV112654,2003,34.225,-118.321,564,17.9,24.7,12.5,12.2,493,23,56.5,1068.5,8,4646,927,839,365,3,363,360,0,-0.8,44.9,15.6,1356,995,61
SFV112664,2002,38.94,-122.91,460,14.9,24.1,7.4,16.7,887,39,28.1,610,32,3675,1743,615,326,78,329,251,6,-11.8,43.7,-9999,1274,904,56
SFV112665,1958,34.32,-118.51,450,17.9,25.1,12.3,12.8,453,15,61.5,1631.9,9,4653,948,863,363,9,361,352,0,-2,45.5,-9999,1393,1057,59
SFV112666,1962,34.25,-118.19,793,16.8,24.6,10.8,13.8,594,30,45.1,815.8,14,4282,1219,754,358,21,356,336,1,-3.8,43.7,-9999,1262,882,64
SFV112667,1961,34.09,-118.61,245,18.7,24.9,14.2,10.7,505,15,56.8,1613.8,5,4930,711,916,365,2,365,363,0,3.8,45.3,-9999,1333,992,64
SFV112660,1975,34.37,-118.44,564,17.3,25.3,11.2,14.1,474,23,57.6,1092.3,12,4450,1130,833,360,17,359,342,1,-3.5,45.5,-9999,1325,987,62
SFV112678,1998,34.26666667,-118.1416667,976,16,24.5,9.5,15,682,30,38,811.5,20,4015,1460,703,348,41,349,307,2,-6.9,43.2,-9999,1228,851,64
SFV112652,1965,38.63,-122.35,150,15.6,23.7,8.1,15.6,781,29,32.7,816,25,3867,1540,627,334,62,334,273,4,-11.2,43.6,-9999,1295,929,56
SFV112653,1974,38.61,-122.41,207,15.3,23.2,8,15.2,930,33,27.2,697.5,26,3761,1593,575,333,63,334,270,5,-11.2,43,-9999,1274,893,56
SFV112662,1995,34.89,-119.36,1400,13.8,23.1,5.9,17.2,290,19,82.1,1246.7,50,3338,2076,526,296,107,316,209,4,-16.2,44.7,-9999,1339,1077,54
SFV112663,1998,34.91,-119.4,1300,13.9,23.4,6,17.3,271,16,88.2,1430.1,49,3395,2044,555,295,107,316,209,4,-16.2,45.3,-9999,1363,1105,53
SFV112677,1999,35.91666667,-119.4083333,800,18.2,28.1,8.8,19.3,269,33,104.8,840.1,18,4814,1173,1216,335,57,333,276,1,-11.7,46,-9999,1541,1274,52
SFV112658,1974,34.32,-118.31,660,17.1,25,11.2,13.8,514,25,52.7,995.1,12,4385,1145,790,358,19,357,338,1,-3.8,44.9,-9999,1297,935,62
SFV112671,1958,34.32,-118.57,945,16.8,24.7,10.9,13.8,572,21,46.8,1172.8,14,4272,1216,741,364,5,362,357,1,-1.4,44.1,15.7,1202,866,68
SFV112668,1994,34.24,-118.02,950,15.9,24.7,9.3,15.4,878,39,29.5,628.7,21,4011,1491,720,349,39,350,311,3,-6.7,43,-9999,1230,829,64
SFV112669,1962,34.44,-118.37,610,16.9,25,10.5,14.5,453,21,59.3,1201.4,14,4322,1221,790,349,37,349,312,1,-7.1,45.9,-9999,1380,1034,57
SFV112661,1962,39.6,-121.5,-9999,16.3,26,8,18,1189,84,22.1,310.1,25,4147,1489,856,344,45,342,297,6,-10,43.8,-9999,1242,785,60
SFV112670,1978,34.22,-118.31,610,17.7,24.6,12.4,12.3,509,24,54.5,1014.6,9,4601,957,824,364,4,363,359,0,-0.8,44.6,15.9,1337,971,62
SFV112674,1961,39.4,-123.4,525,13,20.5,6.7,13.8,1346,73,17.1,282.6,40,3002,2112,289,314,94,320,226,14,-12.6,41,-9999,1140,690,57
SFV112655,1965,39.18,-121.63,20,16.8,26,7.8,18.2,567,33,47.2,787,25,4311,1392,926,344,45,338,294,3,-9.8,43.9,-9999,1314,974,58
SFV112656,1962,38.51,-121.26,38,16.6,24.9,8.1,16.8,527,33,50.3,752.5,23,4225,1367,820,350,33,346,313,2,-8,43.1,14.8,1280,946,60
SFV112675,1961,34.09,-118.61,245,18.7,24.9,14.2,10.7,505,15,56.8,1613.8,5,4930,711,916,365,2,365,363,0,3.8,45.3,-9999,1333,992,64
SFV112676,1962,34.26,-117.17,1585,12.1,21.3,4.7,16.6,739,50,29.9,429.1,71,2822,2469,324,278,119,310,191,19,-18.3,40,-9999,1176,798,59
SFV112657,1993,35.23,-119.9,585,15.4,24.4,8,16.3,211,13,120.5,1869.7,27,3824,1632,662,307,95,320,225,1,-14.9,44.9,-9999,1457,1248,49
SFV112651,1995,35.19,-119.91,800,15.5,24.5,8.3,16.2,345,20,73.9,1226.6,26,3852,1620,680,330,69,334,266,2,-11.1,43.8,16,1332,1037,57
SFV112673,2001,34.19525,-118.2065833,457,18.1,24.4,13.3,11.1,510,25,55.1,955.8,7,4732,833,836,365,2,365,363,0,0.7,44.6,-9999,1358,984,61
IRVC100601,2004,34.13917,-116.45278,1113,16.5,26.6,8.1,18.4,221,29,120.1,906.5,25,4265,1485,951,325,73,329,257,1,-12.3,44.4,-9999,1439,1219,55
IRVC100598,2004,34.14722,-116.45694,1256,16,26.1,7.7,18.3,237,28,109.6,916.5,29,4089,1590,869,323,75,328,253,1,-12.7,43.6,19.1,1383,1149,57
IRVC100600,2005,34.14472,-116.45222,1250,16.1,26.1,7.8,18.3,238,30,109.5,883.4,29,4104,1580,874,324,74,329,255,1,-12.6,43.6,19.1,1384,1149,57
RSA0093734,2010,34.91889,-118.64028,1613,13.3,23.2,5.5,17.7,413,26,56.5,879.1,58,3213,2210,504,309,97,324,227,7,-14.1,41.2,18.3,1166,870,63
RSA0073978,2010,32.726,-116.9404,125,17.9,23.9,12.9,10.9,311,15,89.7,1580.3,7,4655,856,777,362,10,360,350,0,-3,43.8,-9999,1355,1044,60
RSA0068234,2012,38.54139,-120.84472,270,15.9,25.2,7.7,17.5,745,48,34.8,523,27,4011,1547,769,337,55,338,283,4,-10.8,43.4,-9999,1306,913,57
RSA0073849,2015,35.57886,-118.23388,1028,15.9,26.6,6.8,19.9,277,22,93.5,1200.3,34,4060,1673,904,314,83,324,241,2,-14.7,44.3,-9999,1364,1109,56
RSA0036743,1998,34.17,-116.43,1250,16.1,26.1,7.8,18.3,232,33,112.5,788.1,29,4105,1578,874,324,74,328,254,1,-12.7,43.6,-9999,1382,1150,57
RSA0043195,2010,34.1619444,-116.9633333,1571,11.2,19.7,4.5,15.3,631,65,33.7,303.9,79,2520,2680,206,259,132,302,170,19,-20.3,39,-9999,1164,780,56
RSA0043194,1995,34.325,-117.4227778,1067,15.3,24,8,16,513,30,49.4,811.9,26,3819,1622,644,331,67,337,270,3,-10.8,42.9,-9999,1289,942,59
RSA0073853,2015,35.54837,-118.04398,1203,16.1,27,7,20,204,23,127.6,1186.9,33,4128,1651,954,328,72,331,259,1,-11.2,44.7,-9999,1358,1153,58
RSA0036099,1935,34.264,-117.3371,1270,14.3,23.1,7.1,16,753,49,32.3,473.6,36,3475,1884,523,320,83,331,248,6,-12.8,41.7,-9999,1249,854,60
RSA0067586,2014,35.64018,-118.18436,1222,15.3,26.2,6.3,20,312,21,81.2,1228.5,42,3871,1831,840,315,85,325,240,3,-13.7,43.7,-9999,1307,1050,59
RSA0043164,2012,34.08484,-116.97716,1616,12.4,21.1,5.6,15.5,622,68,36.1,310.3,59,2877,2357,314,282,117,311,194,11,-17.8,40.3,-9999,1203,802,57
RSA0043193,2010,34.16404,-116.94995,1553,10.9,19.5,4.1,15.4,632,65,33,300,89,2422,2789,186,247,138,297,160,23,-21.6,38.9,-9999,1167,784,55
RSA0094763,2015,34.1309667,-116.4915,1148,16.5,26.4,8.2,18.2,228,23,116.5,1127.9,25,4252,1489,942,326,72,330,257,1,-12.1,44.4,-9999,1438,1209,55
RSA0049807,2014,34.50565,-117.06247,1225,16,25.8,7.9,17.8,147,20,176.5,1307.9,28,4064,1578,836,329,70,334,264,1,-11.7,44.3,-9999,1399,1253,56
RSA0059611,1917,33.6698,-116.5157,762,17.9,27.6,9.7,17.9,276,44,101.2,630.5,17,4732,1212,1178,343,50,343,293,1,-8.8,46.2,-9999,1549,1278,54
RSA0060576,1984,33.6982,-116.7528,1219,15.3,24.1,8.8,15.3,498,60,50.8,397.9,25,3800,1629,632,324,79,334,254,2,-12.3,44,-9999,1370,979,55
RSA0003798,1906,34.473101,-117.124596,-9999,16.3,26.8,7.1,19.7,160,20,164.4,1338.3,31,4206,1570,962,308,85,320,234,1,-15.7,45.9,-9999,1493,1332,51
RSA0077591,2011,34.9021,-119.3897,1372,13.8,23.3,5.7,17.5,282,17,84.2,1351,53,3347,2093,542,293,109,314,206,4,-16.6,45.4,16.8,1359,1101,53
RSA0003800,1882,34.152867,-118.121454,-9999,18.4,24.4,13.4,11,482,25,58.9,983.8,6,4819,783,873,365,3,364,361,0,-0.5,44.9,-9999,1382,1010,60
RSA0022321,2011,34.14308,-116.50302,1338,15.6,25.6,7.5,18,247,22,103.8,1173.4,32,3952,1669,800,322,77,327,250,2,-12.9,42.9,-9999,1343,1112,58
RSA0093736,2010,34.91,-118.63167,1442,13.6,23.6,5.6,18,396,25,59.5,940.2,56,3288,2161,538,308,97,322,225,7,-14.2,41.9,-9999,1201,911,61
