ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH
SD00010499,1932,37.72644,-119.61164,-9999,8.5,18.2,1.2,17,948,75,19.5,242.2,189,1840,3553,95,194,160,276,116,120,-27.3,37.2,-9999,1031,637,52
SD00010500,1933,37.4634,-122.2613,-9999,14.6,19.3,9.7,9.6,571,21,43.1,922.2,18,3462,1543,270,349,40,347,307,2,-7.3,39.6,-9999,1169,821,60
SD00010553,1935,32.99264,-116.56513,-9999,12.2,21.5,4.9,16.6,723,76,30.7,283.2,64,2837,2441,328,276,124,306,182,15,-18.9,40.1,19.9,1232,787,56
SD00010601,1935,33.06883,-116.54613,-9999,14.6,23.5,7.4,16.2,467,55,52.6,428.9,33,3559,1825,559,298,110,318,208,3,-16.1,43.3,-9999,1465,1054,49
SD00010565,1960,32.91667,-116.56667,1250,12.8,22,5.8,16.2,620,60,36.8,367.5,52,3010,2270,371,277,125,306,181,9,-18.4,41.5,-9999,1315,882,53
SD00010461,1920,33.24254,-116.6653,-9999,14.1,23.2,7.1,16.1,450,57,53.6,404.3,35,3416,1923,497,274,123,306,182,4,-19.2,43.5,-9999,1483,1083,46
SD00010671,1918,34.2172,-118.1463,610,16.6,23.7,10.8,12.9,545,31,48.8,759.3,13,4195,1226,676,353,31,355,324,1,-6.5,42.5,-9999,1317,914,60
SD00010563,1963,32.8941,-116.43781,1800,11.4,20.5,4.3,16.2,667,76,32.1,268.7,78,2587,2655,248,264,132,302,170,19,-19.6,39.3,19.3,1208,784,56
SD00010472,1969,33.33027,-116.89894,1630,13.9,23.4,6.5,16.9,597,63,40,372.6,43,3355,2042,526,310,98,325,227,7,-14.4,40.8,19.8,1235,832,60
SD00010551,1969,32.98333,-116.6,1400,12.5,21.7,5.4,16.3,706,73,31.9,295.9,57,2926,2347,347,280,122,308,187,12,-18.3,40.6,-9999,1258,810,55
SD00010605,1967,32.98333,-116.60833,1524,12.3,21.4,5.1,16.3,751,76,29.7,281.2,61,2844,2418,323,284,119,310,191,14,-17.9,40,20,1212,766,58
SD00010673,1963,34.25,-117.3259,1524,12.5,22,5.2,16.9,819,66,27.5,333.6,61,2930,2367,359,289,115,315,200,17,-17.3,39.1,20.6,1173,768,59
SD00010566,1970,32.78736,-116.58513,970,13.8,22.5,7.2,15.3,486,44,49,507.3,36,3303,1983,439,285,122,310,189,4,-16.9,42.9,-9999,1425,1014,49
SD00010490,1941,33.3842,-118.3842,300,16.2,21.1,12.5,8.6,298,14,87.8,1473.5,9,4011,1130,409,365,0,365,365,0,1.9,39.5,-9999,1054,785,72
SD00010564,1971,32.9,-116.65,960,14.7,23.3,8,15.3,483,43,51.2,542,28,3605,1753,548,310,100,324,225,3,-14.4,43.5,-9999,1427,1014,52
SD00010558,1971,32.9,-116.65,960,14.7,23.3,8,15.3,483,43,51.2,542,28,3605,1753,548,310,100,324,225,3,-14.4,43.5,-9999,1427,1014,52
SD00010469,1971,33,-116.83333,390,16.5,23.5,11,12.5,366,25,72.3,954.8,13,4169,1229,651,332,68,337,269,1,-10.9,44.7,-9999,1540,1187,48
SD00010459,1971,32.91667,-116.46667,1590,12.2,21.5,5,16.5,628,71,35.4,302.2,64,2848,2433,330,269,129,304,174,13,-19.2,40.6,19.2,1285,856,54
SD00010672,1954,33.7503,-116.7152,1676,11.9,21.1,4.7,16.4,553,73,39.5,289.8,72,2733,2537,296,251,137,300,163,14,-21.5,39.5,-9999,1251,830,52
SD00010468,1935,32.71452,-116.83958,-9999,17.1,23.8,11.5,12.3,367,27,73.8,883.6,11,4365,1096,722,347,41,349,307,0,-8.7,44,-9999,1470,1111,53
SD00010549,1982,32.76409,-116.57253,1200,13.4,22.2,6.8,15.4,537,50,43.6,440.1,41,3174,2090,397,282,125,309,184,5,-17.1,42.3,17.9,1391,965,50
SD00010530,1979,32.77323,-116.43462,1340,12,20.9,5.5,15.4,523,58,42.1,362.3,60,2748,2465,280,249,146,294,148,10,-20.1,41.2,-9999,1348,929,49
SD00008034,1983,32.63057,-116.0937,1158,14.6,23.9,7.6,16.3,417,51,58.9,467.8,32,3580,1824,576,296,110,315,205,3,-15.6,43.2,-9999,1465,1082,50
SD00010470,1985,33.35759,-116.67206,1160,14,23.1,6.7,16.4,416,62,57.6,374.3,39,3388,1973,506,295,112,318,206,4,-16.6,42.3,18.6,1377,1008,52
SD00010617,1972,33.39303,-116.91633,1050,15.3,24.4,8.2,16.3,389,45,65.1,548.2,27,3816,1670,678,315,94,328,234,2,-13.9,43.4,-9999,1421,1065,53
SD00010471,1991,33.33144,-116.71249,930,14.4,23.4,7.3,16.1,408,55,59.8,427.6,33,3504,1860,536,282,120,311,190,3,-18.3,43.6,-9999,1483,1108,47
SD00010567,1971,33.45129,-117.39809,800,16.2,23.8,11.4,12.5,457,30,57.4,803.4,12,4071,1277,599,363,1,365,364,1,-2.4,41.5,-9999,1090,768,71
SD00010618,1992,33.49225,-117.38606,640,16.6,23.8,12,11.9,427,28,62.4,843.4,10,4196,1171,629,363,5,365,360,1,-2.4,42.2,-9999,1175,852,67
SD00010546,1995,33.45,-116.95,610,16.8,25.1,10.2,15,341,31,78.4,798.4,16,4297,1273,815,333,67,339,272,1,-11.3,45.6,17,1560,1233,49
SD00010539,2002,32.87278,-116.7475,818,16.1,23.7,9.9,13.8,444,37,58.7,640.5,17,4040,1367,652,335,65,340,275,1,-10.7,44.2,-9999,1466,1058,52
SD00010531,2003,32.995,-116.53667,1441,12.7,22,5.3,16.7,658,72,34.4,305.6,58,2974,2324,369,284,118,310,192,11,-18,40.3,18.8,1254,823,56
SD00008033,2001,32.63482,-116.09537,1046,14.9,24.2,7.8,16.4,373,48,66.7,502.1,30,3678,1755,617,299,107,316,209,2,-15.3,43.6,-9999,1490,1136,49
SD00010473,2004,33.3167,-116.7353,1376,13.3,22.3,6.2,16.1,476,57,49,387.6,45,3166,2123,410,291,113,315,202,5,-17.1,41.4,17.5,1314,923,54
SD00010537,2004,32.873,-116.6255,1100,14.1,22.9,7.3,15.7,535,44,45.1,521.8,35,3415,1916,493,300,110,318,209,4,-15.5,43.1,-9999,1400,980,52
SD00010593,2004,32.8447,-116.4489,1562,11.1,20.3,4.2,16.1,609,69,34.6,294.3,83,2489,2745,223,238,146,290,144,19,-21.9,39.9,-9999,1263,838,51
SD00010535,2004,32.90417,-116.4725,1661,11.7,21,4.6,16.4,656,73,33.1,286.6,73,2684,2577,282,261,134,300,166,16,-20,40,19.8,1249,817,54
SD00010457,2004,32.87806,-116.80056,305,17.1,24.1,11.3,12.8,364,27,74.4,899.8,11,4367,1117,746,343,49,346,297,0,-9.3,44.8,-9999,1524,1168,51
SD00010533,2004,33.1022,-116.6607,940,14.7,23.4,7.9,15.5,532,54,46.4,429.7,29,3599,1769,555,309,102,325,223,3,-14.5,43.4,-9999,1425,989,51
SD00010534,2003,32.63889,-116.34556,1123,13.1,21.7,6.9,14.8,415,49,55.7,440.7,41,3082,2138,356,261,141,298,157,4,-18,42.9,-9999,1460,1075,46
SD00010536,2004,33.07056,-116.60194,1290,13.4,22.5,6.3,16.1,656,71,35.8,315.5,43,3203,2097,425,304,104,320,216,7,-15.5,41.2,19.1,1277,838,57
SD00010532,2003,32.93194,-116.49333,1600,12,21.3,4.8,16.5,661,72,33.3,295.3,68,2770,2502,308,270,128,304,176,15,-19.2,39.9,19.9,1237,809,56
SD00010545,2003,32.66361,-116.22167,870,14.4,23.3,7.8,15.5,304,46,80.4,505.7,31,3508,1836,520,289,117,311,194,2,-16.1,43.6,-9999,1490,1192,47
SD00010655,2002,33.33556,-116.92194,1585,14.1,23.4,6.8,16.5,556,60,43.3,391.6,40,3418,1972,535,315,93,328,235,5,-13.6,41.1,18.1,1258,863,60
SD00010550,2004,32.94222,-116.57278,1387,12.3,21.5,5.1,16.4,682,69,32.7,310.4,62,2851,2419,329,272,127,304,177,13,-19.1,40.6,-9999,1263,822,54
SD00010548,2004,32.79583,-116.55,1236,13.1,21.9,6.5,15.4,564,52,40.9,420.2,44,3085,2166,373,278,128,307,179,7,-17.7,42,-9999,1370,939,51
SD00010660,2004,32.97222,-116.57167,451,14.8,24.3,7.6,16.7,348,51,71.3,478.4,31,3658,1780,619,279,122,307,185,2,-18.4,45,-9999,1551,1210,45
SD00010659,2005,33.0971,-116.6592,1060,14.3,23,7.4,15.6,562,60,43.3,382.2,32,3471,1863,507,309,101,325,224,4,-14.5,42.7,-9999,1374,935,53
SD00010658,2004,32.88917,-116.57667,329,15.8,24.9,8.9,16,273,16,94.5,1585.6,22,3978,1538,727,287,118,312,194,1,-17.1,47.1,-9999,1660,1386,42
SD00010657,2003,32.86417,-116.59389,329,16.2,25.1,9.4,15.7,239,13,109.3,1918.3,19,4094,1442,761,293,113,316,202,1,-16.3,47.4,-9999,1684,1445,41
SD00010656,2005,32.67861,-116.86,270,17.1,23.5,11.7,11.8,326,23,82.9,1038,10,4358,1072,694,350,35,351,316,0,-8,43.4,-9999,1427,1104,55
SD00010511,2005,32.76889,-116.81278,265,17.2,24,11.7,12.3,340,24,80,989.4,10,4419,1068,749,346,43,349,306,0,-8.6,44.4,-9999,1501,1163,52
SD00010654,2005,32.814,-116.672,894,15.2,23.5,8.7,14.8,456,39,55.2,597.3,23,3752,1622,581,317,91,328,237,2,-13.4,44.1,-9999,1462,1059,51
SD00010600,2005,32.71417,-116.58694,980,14.3,22.9,7.8,15.1,428,42,56.7,538.8,31,3454,1851,483,288,119,311,193,3,-16.6,43.6,-9999,1476,1085,47
SD00010599,2005,32.91444,-116.45778,1660,12.1,21.4,4.9,16.5,648,73,34.1,291.7,67,2804,2470,316,269,129,304,175,14,-19.1,40.3,19,1270,841,54
SD00010596,2006,32.97389,-116.87111,338,16.7,23.6,11.3,12.2,362,25,73.9,939.7,12,4245,1168,675,336,62,340,278,1,-10.4,44.8,-9999,1542,1193,49
SD00010597,2006,32.79139,-116.75167,415,16.7,23.8,11,12.8,377,29,70.9,811.6,12,4254,1187,700,340,56,344,288,1,-9.7,44.3,-9999,1505,1138,51
SD00010598,2006,32.96528,-116.87167,337,16.8,23.6,11.3,12.3,362,26,73.8,917.9,12,4256,1163,680,337,60,340,280,1,-10.2,44.7,-9999,1537,1187,49
SD00010448,1997,33.1403,-116.5297,831,15.7,24.9,8.1,16.8,334,47,76.8,530.9,26,3946,1594,734,304,101,321,220,2,-15.5,44.7,-9999,1582,1254,46
SD00010458,2006,33.2299,-116.6437,980,14,23.1,7,16,456,60,52.7,381.6,36,3390,1942,488,281,121,310,188,4,-18.3,43,-9999,1449,1051,48
SD00010595,2005,33.0571,-117.0807,105,17.2,23.6,11.8,11.8,303,20,89.7,1178.5,10,4405,1036,707,351,31,351,320,0,-7.6,43.4,-9999,1421,1116,56
SD00010653,2007,32.75472,-116.66222,635,15.4,23.6,9.1,14.5,393,33,64.7,723.9,21,3832,1545,595,309,97,323,226,1,-14.8,44.4,-9999,1517,1143,48
SD00010652,2006,32.918,-116.8808,460,16.8,23.7,11.2,12.5,382,28,70.3,851.9,12,4280,1154,695,342,50,345,294,1,-9.3,44.4,-9999,1494,1126,52
SD00010649,2006,33.3186,-116.8453,1693,13.3,22.7,6.1,16.6,674,67,34.6,337.3,48,3183,2157,450,310,96,326,230,9,-14.8,39.8,21,1169,760,62
SD00010650,2005,32.964,-117.0705,211,17,23.2,11.9,11.3,320,20,84.4,1177.4,10,4327,1057,650,352,29,352,323,0,-7.3,43,-9999,1387,1071,57
SD00010651,2005,32.8627,-116.5106,1162,12.4,21.3,5.7,15.7,595,51,37.6,418.9,55,2869,2366,319,266,134,302,168,10,-19.3,41.1,-9999,1313,887,52
SD00010510,2000,33.68333,-116.71667,1616,12.9,22,6,15.9,532,73,43.1,300.9,51,3049,2230,380,281,123,313,190,7,-18.6,40.3,20.8,1274,850,54
SD00010447,2005,33.3205,-116.7428,1250,13.8,22.8,6.7,16,471,56,50.6,408.3,39,3327,1995,467,295,112,317,206,4,-16.6,42.1,17.3,1359,967,53
SD00010647,2006,32.8242,-116.6039,1098,14,22.7,7.3,15.4,531,45,45.2,511.2,35,3376,1933,470,293,116,315,199,4,-16.2,43.2,-9999,1419,995,50
SD00010645,2002,33.1061,-116.9814,340,16.7,23.5,11.1,12.4,366,25,73,956.6,12,4234,1168,664,342,49,344,295,1,-9.5,44.3,17.1,1463,1112,52
SD00010648,2005,33.1233,-116.5725,1210,14.2,23.5,6.8,16.7,531,64,45.6,366,38,3465,1922,540,299,107,319,211,4,-16.2,42.3,-9999,1396,964,52
COLL*SD185718,2002,33.22,-116.6,1135,13.9,22.8,6.9,15.9,440,64,54.2,358,38,3329,1982,461,293,114,317,203,4,-16.9,41.7,-9999,1378,992,52
SD00010509,1995,34.37667,-117.05833,1738,11.6,21.8,3.6,18.2,292,37,74.1,587.3,92,2721,2654,330,248,139,298,159,11,-21.6,39.9,-9999,1257,995,53
SD00010646,2008,32.69457,-116.56417,995,14.1,22.7,7.6,15,409,43,58.9,532.7,32,3391,1898,458,284,122,310,187,3,-16.7,43.5,-9999,1475,1095,47
SD00010644,2007,33.0274,-116.6713,1040,14.6,23.3,7.8,15.5,545,58,45.2,402,29,3566,1787,538,316,92,328,236,3,-13.5,42.8,17.7,1373,940,54
SD00010643,2007,32.9913,-116.6662,884,14.9,23.6,8.2,15.4,476,47,52.3,504.5,27,3663,1713,571,316,94,328,235,2,-13.6,43.3,-9999,1414,1004,53
SD00010642,2007,33.08972,-116.89472,239,16.7,23.7,11.1,12.6,358,27,74.5,892,12,4224,1191,675,334,64,338,274,1,-10.7,44.9,-9999,1535,1184,49
SD00010641,2007,33.10972,-117.00722,478,16.7,23.6,11,12.6,395,26,67.5,893.2,12,4234,1180,669,345,43,346,303,1,-9,44.1,17.5,1438,1075,54
SD00010640,2007,33.016,-116.612,1372,12.9,22,5.8,16.3,701,74,32.7,295.8,51,3038,2241,376,295,111,315,204,10,-16.6,40.7,20.1,1246,800,57
SD00010639,2007,32.67444,-116.74806,656,15.9,23.7,9.7,14,405,35,63.9,674.1,18,3991,1410,639,320,82,330,247,1,-13.7,44.3,-9999,1505,1116,49
SD00010446,2005,33.19458,-116.50812,1223,14.8,24.3,7.1,17.2,348,58,71.2,421.9,34,3650,1809,629,321,84,331,248,2,-13.7,41.5,19.3,1335,1002,58
SD00010627,2002,32.95028,-116.60639,1868,11.3,20.5,4.1,16.4,866,86,24.6,237.6,82,2553,2698,243,275,123,306,183,27,-18.8,38.5,18.7,1128,681,60
SD00010638,2007,32.67636,-116.51032,963,14,22.5,7.8,14.7,397,42,60.6,536.7,32,3367,1904,440,278,129,306,177,3,-16.8,43.7,-9999,1504,1131,45
SD00010626,2007,33.01095,-117.01225,289,16.8,23.4,11.4,11.9,342,22,78.2,1061.1,11,4253,1135,649,345,44,346,302,0,-8.9,44,-9999,1446,1112,53
SD00010456,2007,33.34201,-116.64702,1168,13.9,23,6.6,16.4,429,67,55.6,341.2,40,3341,2005,486,289,116,315,198,4,-17.4,42.2,-9999,1384,1003,51
SD00010637,2009,33.3472,-116.89388,1600,13.7,23.2,6.3,16.8,599,63,39.5,365.6,46,3290,2093,503,308,100,324,225,7,-14.8,40.4,18.5,1209,810,61
SD00010508,2008,34.31417,-117.43861,1107,14.4,23.4,7.5,15.9,515,39,47.4,604.1,33,3507,1846,530,315,91,328,238,4,-14,41.1,-9999,1283,910,57
SD00010636,2008,33.0093,-117.249,2,16,20.8,12,8.8,237,14,109.5,1525,10,3956,1177,399,361,6,359,353,0,-4.1,38.4,-9999,1080,841,69
COLL*SD199224,2007,32.99873,-116.5696,1409,12.5,21.8,5.3,16.6,691,74,32.6,295.6,59,2928,2358,354,277,123,307,183,12,-18.7,40.6,-9999,1265,820,55
SD00010455,2007,33.06759,-116.54417,845,15.1,24.2,7.9,16.3,388,48,64.8,501.9,28,3758,1695,642,298,109,318,209,2,-16.1,44.3,-9999,1542,1171,47
SD00010634,2008,32.5375,-117.10194,27,16.7,21.4,12.7,8.6,237,14,112.6,1537,8,4199,1021,490,365,0,363,363,0,-1.7,38.8,-9999,1070,833,71
SD00010635,2008,32.69463,-116.50762,942,14,22.4,7.7,14.8,390,42,61.4,536.5,33,3342,1925,433,277,130,306,176,3,-17,43.6,-9999,1496,1128,46
SD00010633,2008,32.99836,-117.04968,336,17,23.4,11.7,11.7,342,21,78.8,1138.6,10,4326,1079,668,350,34,350,316,0,-8,43.4,17.7,1418,1083,55
SD00010454,2009,33.36972,-116.78611,961,14.7,23.6,7.5,16.1,423,48,58.4,493.6,31,3607,1792,579,298,109,319,210,3,-16.3,43.3,-9999,1449,1077,50
SD00010632,2008,33.41306,-117.21389,139,17.1,23.2,12.8,10.4,386,18,70.2,1269.9,8,4373,1008,644,360,12,361,348,0,-3.5,43.9,-9999,1346,1002,59
SD00010630,2008,32.987,-116.7093,750,15.7,23.8,9.3,14.5,444,39,58,605.1,19,3932,1477,636,328,75,335,260,1,-11.7,44.1,-9999,1460,1056,52
SD00010631,2008,33.0344,-116.6609,1240,14,22.9,7,15.8,624,70,38.5,327.5,36,3376,1944,477,314,95,327,232,5,-13.9,41.9,18,1307,867,57
SD00010628,2010,33.39034,-116.91667,1060,15.3,24.4,8.1,16.3,395,45,64,539.5,28,3801,1684,676,314,95,328,233,2,-14,43.4,-9999,1416,1056,53
SD00010629,2010,32.95557,-116.79091,670,16.5,23.8,10.6,13.3,416,33,63.7,727.4,14,4172,1266,684,337,61,341,281,1,-10.1,44.5,17.7,1501,1109,51
SD00010453,2010,33.28965,-116.58698,1435,13.1,22.5,6,16.5,489,79,47.3,284.8,49,3114,2191,410,293,112,317,206,6,-17,39.9,-9999,1247,855,57
SD00010590,2007,32.90152,-116.47683,1577,11.9,21.2,4.7,16.4,630,71,34.7,298.7,70,2731,2535,296,260,134,300,165,15,-20.1,40.3,-9999,1270,840,53
SD00010623,2008,33.02106,-117.0006,339,16.7,23.4,11.3,12.1,354,23,75.3,1023.7,12,4218,1163,643,343,48,345,297,1,-9.2,44.3,-9999,1456,1113,53
SD00010588,2008,33.35487,-116.60481,1473,13,22.3,5.8,16.5,466,75,49.3,299.2,52,3069,2234,397,286,117,314,196,7,-17.9,40.3,-9999,1265,871,56
SD00010589,2008,32.9416,-117.0873,123,16.9,22.9,11.9,10.9,304,19,88.3,1223.7,10,4283,1068,616,354,26,353,328,0,-6.9,42.5,-9999,1351,1049,58
SD00010587,1997,33.35028,-117.03278,162,17.2,24.2,12.2,12,363,22,75.1,1117.8,9,4425,1046,734,351,35,352,317,0,-7.1,45.6,-9999,1471,1125,53
SD00010482,1997,34.70639,-118.48083,1195,14.8,25,6.7,18.4,468,29,53.1,874,38,3689,1850,698,332,63,338,275,4,-11.9,41.6,-9999,1164,852,66
SD00010622,2009,33.22695,-116.82572,849,15.1,23.9,8.2,15.7,570,50,44.1,475.4,26,3742,1666,605,317,91,329,238,3,-13.6,43.1,-9999,1417,987,53
SD00010621,2009,33.1071,-116.5978,1350,13.6,22.7,6.3,16.4,637,72,36.9,314.9,43,3242,2079,446,303,104,321,216,7,-15.6,41.2,-9999,1286,851,57
SD00010620,2009,32.8536,-116.4803,1554,11.4,20.5,4.5,16,624,67,34.3,306,75,2581,2649,246,251,141,296,155,17,-20.7,39.9,19.8,1254,829,53
SD00010452,2008,33.3736,-116.784,915,14.9,23.8,7.7,16.1,405,46,61.4,512.4,30,3661,1755,601,297,109,319,210,3,-16.3,43.6,-9999,1474,1108,49
SD00010450,2008,32.96111,-117.25556,33,16,20.6,12.2,8.5,247,14,105.2,1458.1,10,3954,1166,386,362,3,360,357,0,-3.7,38,-9999,1055,807,70
SD00010451,2009,33.2878,-116.6319,969,14,23.1,6.9,16.2,412,68,58.3,340.5,37,3395,1945,493,280,121,309,188,3,-18.6,42.9,-9999,1452,1078,48
SD00010625,2010,32.7324,-116.4779,975,13.5,22.1,7.2,14.9,424,43,55.5,513.2,37,3208,2041,394,269,135,302,167,4,-17.9,43.1,-9999,1469,1085,46
SD00010624,2009,33.19901,-116.75103,1079,14.3,23.4,7.1,16.3,618,60,39.3,390.7,34,3475,1886,529,308,99,324,224,5,-14.8,42.2,17.3,1360,928,54
SD00010586,2012,32.5365,-117.10306,85,16.7,21.4,12.9,8.5,259,16,103.4,1368.5,8,4225,1001,496,365,0,363,363,0,-1.7,38.8,-9999,1079,820,70
SD00010449,2010,33.08049,-116.52357,770,15.5,24.5,8.1,16.3,338,45,75.4,541.7,26,3873,1618,687,301,105,319,214,2,-15.8,44.8,-9999,1578,1248,46
SD00010443,2010,33.2163,-116.58797,1053,14.1,23,7.1,15.9,426,62,56.6,371.1,35,3412,1914,491,296,112,318,206,3,-16.6,42.1,-9999,1401,1020,51
SD00010662,2006,34.16111,-116.51083,1220,15.1,25.6,6.8,18.8,181,22,138.9,1164.3,37,3791,1806,748,299,100,317,218,2,-17,42.1,-9999,1394,1213,53
SD00010444,2010,33.34685,-116.79642,1629,13.1,22.1,6,16.1,626,62,36.8,358.9,49,3082,2205,392,306,100,324,224,9,-15.3,39.9,19.2,1189,791,61
SD00010585,2010,33.36112,-116.67281,1168,14,23.2,6.7,16.5,415,61,57.9,377.6,39,3395,1970,510,297,111,319,208,4,-16.4,42.3,-9999,1370,1005,53
SD00010584,2010,33.36474,-116.67411,1182,14,23.2,6.7,16.5,415,61,57.9,380.6,39,3397,1970,512,299,109,320,211,4,-16.1,42.2,-9999,1361,997,53
SD00010583,2009,33.3447,-116.868,1528,13.6,23.2,6.3,16.9,617,64,38.3,360.1,46,3280,2105,502,306,101,324,223,8,-15.1,40.4,19.5,1205,800,61
SD00010441,2010,33.3711,-116.68994,1326,13.7,22.8,6.5,16.3,434,62,54.7,369.5,42,3300,2037,471,302,107,322,215,4,-15.8,41.5,-9999,1308,936,56
SD00010440,2010,33.39556,-116.70111,1225,13.9,22.9,6.7,16.3,404,57,59.2,400.9,40,3358,1988,489,302,107,322,215,4,-15.8,41.9,-9999,1333,974,55
SD00010439,2010,33.38696,-116.68639,1269,13.8,23,6.6,16.4,418,60,57,383.7,41,3339,2010,488,301,107,322,214,4,-15.9,41.7,-9999,1324,957,55
SD00010438,2010,33.37634,-116.71033,1216,14,23,6.8,16.2,405,56,59.3,413.2,38,3386,1960,496,302,107,322,215,4,-15.8,42,-9999,1345,989,54
SD00010437,2010,33.36631,-116.67929,1206,14,23.1,6.7,16.4,417,60,57.5,382.9,39,3387,1975,507,300,109,321,212,4,-16,42.1,-9999,1352,988,54
SD00010582,2012,32.66724,-116.4419,970,13.8,22.3,7.6,14.7,392,41,60.7,540.4,34,3291,1962,412,271,134,303,169,3,-17.2,43.6,-9999,1503,1135,45
SD00010445,2011,33.37167,-116.72833,1048,14.4,23.4,7.3,16.1,387,49,63.1,472.6,34,3524,1852,548,295,112,318,206,3,-16.6,43.1,17.4,1434,1079,50
SD00010591,2009,32.8237,-117.0219,162,17.2,23.3,12.1,11.3,304,18,89.6,1312.2,9,4420,1009,691,354,24,354,330,0,-6.9,42.9,16,1376,1073,58
SD00010592,2008,32.53722,-117.105,70,16.7,21.3,12.9,8.5,253,15,105.6,1409.8,8,4213,1008,491,365,0,363,363,0,-1.7,38.7,-9999,1073,820,71
SD00010544,2013,33.06329,-117.1004,130,17,23.3,11.8,11.4,312,21,86.5,1124.8,10,4334,1061,660,351,31,351,320,0,-7.6,43,-9999,1397,1087,56
SD00010529,2014,33.44083,-117.40063,725,16.3,23.7,11.7,12,461,29,57.1,814.3,11,4092,1244,592,364,1,365,364,1,-2.1,41.5,-9999,1107,779,70
SD00010481,2009,38.65556,-120.67528,607,14.2,24.2,5.9,18.3,879,58,27.6,414.7,45,3477,1978,596,302,100,317,217,11,-16.3,43.6,16.7,1289,868,53
SD00010480,2012,38.54139,-120.84472,270,15.2,24.7,6.7,18,669,37,37.7,665.4,34,3785,1711,676,325,75,329,255,5,-13.4,42.5,-9999,1314,937,55
SD00010478,2008,35.30722,-119.98611,591,14.8,23.9,7.6,16.3,208,16,119.1,1498.2,32,3642,1770,599,296,105,315,210,1,-16.8,44.1,-9999,1432,1224,49
SD00010477,2013,33.73696,-117.42017,377,17.7,25.5,11.6,13.9,276,17,100.2,1482.9,10,4602,1034,891,350,38,351,313,0,-7.5,46.3,-9999,1558,1293,51
SD00010579,2015,33.36227,-117.31402,105,16.8,22.4,12.5,9.9,345,15,77.7,1451.4,9,4264,1046,573,357,19,357,338,0,-5.1,42.1,-9999,1311,984,59
SD00010475,2013,33.59833,-117.14194,390,17.4,25.4,10.8,14.6,292,22,93.9,1146.3,13,4494,1138,877,334,61,339,278,1,-11.2,46.7,17.2,1602,1318,48
SD00010476,2014,34.46542,-117.82326,1126,14.7,25.2,6.1,19,201,26,122.7,969.3,43,3657,1911,695,287,110,314,204,2,-18.5,42.9,17.5,1429,1227,51
SD00010661,2013,34.83282,-115.64653,1160,16.6,28.3,7,21.3,165,58,161.8,489.5,33,4335,1590,1096,327,71,331,260,1,-13.1,43,-9999,1348,1182,60
SD00010436,2011,33.39447,-116.68579,1275,13.8,22.9,6.5,16.4,417,60,57.1,383.8,41,3329,2019,485,301,107,322,214,4,-15.9,41.7,-9999,1319,954,55
SD00010474,2013,38.56861,-120.84611,262,15.2,24.8,6.7,18.1,684,38,36.9,648.4,34,3796,1706,683,324,75,329,255,6,-13.5,42.4,-9999,1314,937,55
SD00010619,2010,32.72604,-116.94038,125,17.1,23.1,12.1,11,297,18,91.3,1249.4,9,4386,1015,664,355,24,355,330,0,-6.7,42.6,-9999,1365,1068,58
SD00010515,2015,32.85686,-116.42813,1831,10.8,20,3.9,16.1,647,79,32.1,252.3,91,2408,2828,200,239,145,291,146,23,-21.8,39.3,20.4,1230,801,52
SD00010528,1990,33.00366,-117.27198,15,15.9,20.5,12.1,8.4,243,14,106.8,1450.2,10,3925,1183,373,362,3,360,357,0,-3.8,37.8,-9999,1047,805,70
SD00010527,2008,33.00921,-117.24916,6,16,20.8,12,8.8,239,14,108.9,1518.7,10,3958,1175,399,361,6,359,353,0,-4.1,38.4,15.9,1081,841,69
SD00010526,2017,32.68267,-116.69306,700,15.6,23.8,9,14.8,399,35,64.1,677.4,21,3891,1518,628,310,92,324,232,1,-15.1,44.5,-9999,1509,1130,48
SD00010524,1994,32.80635,-116.54912,1151,13.1,21.9,6.5,15.4,542,49,42.7,448.6,44,3093,2158,375,276,129,307,177,6,-17.9,42.1,17.6,1377,954,50
SD00010525,1994,32.76818,-116.54245,1185,13.3,22,6.7,15.3,527,51,44.1,435,42,3128,2123,382,277,129,307,178,6,-17.5,42.3,-9999,1394,969,50
SD00010523,1993,33.1151,-116.58333,1606,12.9,22.1,5.6,16.5,699,79,32.8,280.9,52,3055,2239,387,301,104,320,215,10,-16,40.1,20.1,1211,780,60
SD00010522,1993,33.13311,-116.58407,1603,12.8,21.9,5.5,16.4,672,79,33.9,278.4,54,3006,2275,369,300,105,319,214,10,-16.2,39.9,-9999,1200,776,60
SD00010521,2017,33.38229,-117.28723,245,16.9,22.8,12.6,10.2,374,18,71.9,1289.1,9,4300,1041,603,359,15,359,343,0,-4.3,42.9,-9999,1322,984,59
SD00010520,2011,32.8447,-116.4486,1785,10.7,19.9,3.8,16.1,653,77,31.7,259.8,94,2375,2861,195,237,147,290,143,25,-22,39.2,20.5,1222,794,53
SD00010519,2010,32.72141,-116.93084,203,17.1,23.2,12.1,11.1,315,20,86.2,1143.5,9,4378,1025,665,354,26,354,328,0,-7,42.7,-9999,1375,1061,58
