specimen_number,Tmax01_100Y,Tmax02_100Y,Tmax03_100Y,Tmax04_100Y,Tmax05_100Y,Tmax06_100Y,Tmax07_100Y,Tmax08_100Y,Tmax09_100Y,Tmax10_100Y,Tmax11_100Y,Tmax12_100Y,Tmin01_100Y,Tmin02_100Y,Tmin03_100Y,Tmin04_100Y,Tmin05_100Y,Tmin06_100Y,Tmin07_100Y,Tmin08_100Y,Tmin09_100Y,Tmin10_100Y,Tmin11_100Y,Tmin12_100Y,Tave01_100Y,Tave02_100Y,Tave03_100Y,Tave04_100Y,Tave05_100Y,Tave06_100Y,Tave07_100Y,Tave08_100Y,Tave09_100Y,Tave10_100Y,Tave11_100Y,Tave12_100Y,PPT01_100Y,PPT02_100Y,PPT03_100Y,PPT04_100Y,PPT05_100Y,PPT06_100Y,PPT07_100Y,PPT08_100Y,PPT09_100Y,PPT10_100Y,PPT11_100Y,PPT12_100Y,DD_0_01_100Y,DD_0_02_100Y,DD_0_03_100Y,DD_0_04_100Y,DD_0_05_100Y,DD_0_06_100Y,DD_0_07_100Y,DD_0_08_100Y,DD_0_09_100Y,DD_0_10_100Y,DD_0_11_100Y,DD_0_12_100Y,DD5_01_100Y,DD5_02_100Y,DD5_03_100Y,DD5_04_100Y,DD5_05_100Y,DD5_06_100Y,DD5_07_100Y,DD5_08_100Y,DD5_09_100Y,DD5_10_100Y,DD5_11_100Y,DD5_12_100Y,DD_18_01_100Y,DD_18_02_100Y,DD_18_03_100Y,DD_18_04_100Y,DD_18_05_100Y,DD_18_06_100Y,DD_18_07_100Y,DD_18_08_100Y,DD_18_09_100Y,DD_18_10_100Y,DD_18_11_100Y,DD_18_12_100Y,DD18_01_100Y,DD18_02_100Y,DD18_03_100Y,DD18_04_100Y,DD18_05_100Y,DD18_06_100Y,DD18_07_100Y,DD18_08_100Y,DD18_09_100Y,DD18_10_100Y,DD18_11_100Y,DD18_12_100Y,NFFD01_100Y,NFFD02_100Y,NFFD03_100Y,NFFD04_100Y,NFFD05_100Y,NFFD06_100Y,NFFD07_100Y,NFFD08_100Y,NFFD09_100Y,NFFD10_100Y,NFFD11_100Y,NFFD12_100Y,PAS01_100Y,PAS02_100Y,PAS03_100Y,PAS04_100Y,PAS05_100Y,PAS06_100Y,PAS07_100Y,PAS08_100Y,PAS09_100Y,PAS10_100Y,PAS11_100Y,PAS12_100Y,Eref01_100Y,Eref02_100Y,Eref03_100Y,Eref04_100Y,Eref05_100Y,Eref06_100Y,Eref07_100Y,Eref08_100Y,Eref09_100Y,Eref10_100Y,Eref11_100Y,Eref12_100Y,CMD01_100Y,CMD02_100Y,CMD03_100Y,CMD04_100Y,CMD05_100Y,CMD06_100Y,CMD07_100Y,CMD08_100Y,CMD09_100Y,CMD10_100Y,CMD11_100Y,CMD12_100Y,RH01_100Y,RH02_100Y,RH03_100Y,RH04_100Y,RH05_100Y,RH06_100Y,RH07_100Y,RH08_100Y,RH09_100Y,RH10_100Y,RH11_100Y,RH12_100Y,Tmax_wt_100Y,Tmax_sp_100Y,Tmax_sm_100Y,Tmax_at_100Y,Tmin_wt_100Y,Tmin_sp_100Y,Tmin_sm_100Y,Tmin_at_100Y,Tave_wt_100Y,Tave_sp_100Y,Tave_sm_100Y,Tave_at_100Y,PPT_wt_100Y,PPT_sp_100Y,PPT_sm_100Y,PPT_at_100Y,DD_0_wt_100Y,DD_0_sp_100Y,DD_0_sm_100Y,DD_0_at_100Y,DD5_wt_100Y,DD5_sp_100Y,DD5_sm_100Y,DD5_at_100Y,DD_18_wt_100Y,DD_18_sp_100Y,DD_18_sm_100Y,DD_18_at_100Y,DD18_wt_100Y,DD18_sp_100Y,DD18_sm_100Y,DD18_at_100Y,NFFD_wt_100Y,NFFD_sp_100Y,NFFD_sm_100Y,NFFD_at_100Y,PAS_wt_100Y,PAS_sp_100Y,PAS_sm_100Y,PAS_at_100Y,Eref_wt_100Y,Eref_sp_100Y,Eref_sm_100Y,Eref_at_100Y,CMD_wt_100Y,CMD_sp_100Y,CMD_sm_100Y,CMD_at_100Y,RH_wt_100Y,RH_sp_100Y,RH_sm_100Y,RH_at_100Y,MAT_100Y,MWMT_100Y,MCMT_100Y,TD_100Y,MAP_100Y,MSP_100Y,AHM_100Y,SHM_100Y,DD_0_100Y,DD5_100Y,DD_18_100Y,DD18_100Y,NFFD_100Y,bFFP_100Y,eFFP_100Y,FFP_100Y,PAS_100Y,EMT_100Y,EXT_100Y,Eref_100Y,CMD_100Y,RH_100Y
RSA421311,17.92,18.766000000000002,20.057,22.137,24.125,28.144,32.22,32.365,30.608999999999998,26.331,22.319,18.57,4.61,5.295,5.965,7.475,9.375,11.519,14.487,15.061,13.613,10.605,7.565,5.128,11.267,12.03,13.008000000000001,14.805,16.752,19.826999999999998,23.347,23.714,22.11,18.468,14.945,11.848,101.54,113.1,95.8,39.55,12.36,3.19,1.06,2.95,9.07,16.86,44.88,77.36,4.01,2.92,1.71,0.18,0,0,0,0,0,0,0.37,3.09,191.42,191.9,241.44,289.97,365.06,444.24,567.79,579.03,512.26,416.62,291.44,207.4,214.62,171.3,166.11,116.63,75.28,25.09,3.44,3.31,14.79,47.47,113.56,196.68,4.18,4,7.5,14.93,29.53,80.01,167.2,178.49,136.23,53.4,17.5,5.86,26.36,25.05,28.58,28.89,30.61,30,31,31,30,30.89,28.96,27.65,0.44,0.14,0.02,0.01,0,0,0,0,0,0,0.02,0.08,55.57,66.05,97.32,122.77,149.27,173.2,197.92,181.49,142.5,102.41,67.2,52.56,12.35,15.31,34.51,84.7,136.83,170.03,197.05,178.6,133.34,85.49,32.27,15.8,58.6,58.38,56.92,56,56.34,52.61,51.13,52.18,52.41,54.4,55.79,58.32,18.411,22.11,30.91,26.422,5,7.604,13.685,10.599,11.707,14.853,22.293,18.507,292.23,147.74,6.94,70.88,10.11,2.14,0,0.42,590.23,896.45,1590.98,1220.38,583.18,357.98,31.85,175.82,13.9,51.91,425.71,207,79.03,88.12,92,89.79,0.8,0.03,0,0.02,174.11,369.36,552.6,311.99,43.46,256.04,545.68,251.1,58.43,56.43,51.91,54.25,16.841,24.053,10.341,13.713,517.58,28.4,62.249,1391.0720000000001,12.65,4298.5,1148.41,698.67,348.79,37.41,350.13,312.66,1.1,-7.7,43.9,1408.1,1096.28,55.23
RSA421312,11.862,13.385,15.672,18.398,22.601,27.825,32.275,32.211,29.04,23.355,17.081,12.567,1.58,2.571,4.214,6.636,10.209,14.164,18.498,18.048000000000002,14.865,10.166,4.925,2.102,6.722,7.983,9.936,12.517,16.405,20.993,25.388,25.128,21.953,16.762,11.002,7.336,91.2,101.79,72.51,36.02,11.8,2.18,1.67,2.86,10.79,13.62,45.35,73.13,13.68,8.72,4.45,0.78,0,0,0,0,0,0,1.89,10.6,88.48,104.41,163.1,226.04,354.46,479.01,630.6,622.58,507.54,364.83,184.42,98.11,353.49,276.97,253.16,175.58,82.62,16.37,1.3,1.67,15.59,75.94,213.69,328.19,0.03,0.13,1.5,6.78,30,104.46,229.61,222.02,132.1,33.68,2.23,0.17,19.28,19.89,25.81,28.28,30.86,30,31,31,30,30.87,25.81,20.85,2.49,1.28,0.29,0.09,0,0,0,0,0,0,0.32,1.08,40.25,50.19,78.16,101.53,134.88,161.35,182.44,168.88,128.39,87.99,52.53,38.3,6.28,10.01,29.02,67.3,123,159.19,180.83,166.09,117.58,74.32,21.99,9.29,66.06,64.79,63.44,63.22,62.53,60.39,61.18,60.16,59.31,60.47,61.73,65.7,12.597,18.89,30.765,23.161,2.075,7.017,16.9,9.983,7.341,12.953,23.837,16.573999999999998,266.09,120.39,6.66,69.72,33.11,5.26,0,2.01,290.74,743.65,1732.17,1056.74,958.89,511.37,19.28,305.16,0.31,38.34,556.1,168.02,59.94,84.82,92,86.54,4.94,0.45,0,0.34,128.82,314.49,512.69,268.92,25.58,219.32,506.11,213.89,65.49,63.09,60.61,60.5,15.176,25.794,5.926,19.875,462.8,29.23,64.892,1320.185,40.3,3823.53,1794.43,762.79,323.41,70.37,330.41,260.01,5.91,-13.2,43,1224.89,964.9,62.42
RSA421313,18.948,19.823,21.006,22.959,24.388,27.453,31.618,31.981,30.726,27.244,23.38,19.855,6.02,6.792,7.575,9.053,10.918,12.683,15.111,15.326,14.322,11.885,8.715,6.478,12.484,13.3,14.287,16.005,17.645,20.07,23.36,23.656,22.528,19.558,16.046,13.17,104.59,114.26,92.49,40.82,12.16,5.47,1.12,2.94,9.99,14.62,45.8,70.23,2.83,2.01,1.19,0.03,0,0,0,0,0,0,0.13,2.13,224.14,223.44,277.3,324.94,392.07,451.31,568.16,577.26,524.48,449.95,322.83,243.7,180.48,141,133.05,88.96,58.48,22.7,3.34,3.4,12.86,33.92,89.61,162.3,7.27,7.75,13.03,23.25,39.37,84.25,167.54,176.64,145.97,71.96,26.41,10.55,28.72,26.78,30.15,29.72,30.96,30,31,31,30,30.99,29.6,29.61,0.23,0.02,0,0,0,0,0,0,0,0,0,0.01,56.95,67.63,98.86,123.91,146.28,164.18,191.01,177.82,141.38,104.15,69.19,54.68,12.87,16.68,36.31,84.73,134.11,158.73,190.05,174.89,131.31,89.45,33.48,17.7,60,59.91,59.1,58.34,59.95,57.2,53.91,53.65,53.91,55.57,56.41,58.87,19.535,22.787,30.352,27.114,6.421,9.178,14.369,11.644,12.981,15.975999999999999,22.36,19.377,289.2,145.39,9.36,70.54,7.03,1.41,0,0.19,690.93,994.38,1596.72,1297.25,484.12,280.5,29.39,136.35,25.43,75.62,428.49,244.34,85.08,90.68,92,90.58,0.38,0,0,0,179.31,369.17,533.03,314.75,47.25,255.15,523.67,254.24,59.67,59.11,54.98,55.32,17.679,24.006,11.669,12.335,514.48,31.55,64.992,1233.273,8.75,4579.75,930.11,774.02,358.25,17.13,357.77,340.6,0.55,-4.2,44.1,1396.24,1080.31,57.19
RSA421315,19.129,19.641,20.324,22.043,23.161,25.444,28.448,28.949,28.215,25.764,22.707,19.954,7.054,7.932,8.737,10.261,12.088,13.965,16.036,16.313,15.352,12.972,9.528,7.426,13.091,13.79,14.538,16.162,17.632,19.697,22.246,22.625,21.784,19.37,16.126,13.685,83.86,91.81,69.44,27.01,6.51,0.87,0,1.97,6.26,8.28,34.09,56.26,2.4,1.75,1.09,0.02,0,0,0,0,0,0,0.1,1.85,240.05,234.64,283.06,329.02,391.48,440.34,533.87,545.74,502.52,444.11,323.59,257.34,163.86,129.46,126.51,85.49,58.44,25.75,5.74,5.57,16.32,35.76,87.81,149.22,8.93,9.22,13.43,23.39,37.89,77.14,135.25,146.7,128.39,66.66,25.62,12.35,29.93,27.5,30.77,29.96,31,30,31,31,30,31,29.87,30.49,0.07,0,0,0,0,0,0,0,0,0,0,0,56.43,65.32,92.73,114.64,132.51,143.33,161.21,151.2,123.08,94.78,65.95,54,15.18,18.6,39.2,87.95,126.13,142.37,161.21,149.36,116.95,86.53,36.49,19.83,62.56,63.73,64.29,64.12,66.5,65.88,63.94,63.45,62.6,62.22,60.33,61.37,19.572,21.848,27.615,25.564,7.462,10.364,15.436,12.618,13.518,16.111,21.52,19.093,231.92,102.86,2.74,48.49,6.01,1.3,0,0.17,731.6,1003.56,1519.91,1270.14,442.85,270.36,37.09,139.91,30.27,74.69,359.09,220.56,87.94,91.68,92,90.86,0.19,0,0,0,175.74,339.92,455.67,283.81,53.61,253.28,452.94,239.97,62.56,65.02,64.41,61.72,17.561,22.924,12.304,10.62,386.17,15.48,87.21,2738.955,7.59,4525.79,889.86,684.8,362.39,7.9,361,353.1,0.25,-1.9,41.9,1255.15,999.8,63.39
RSA421316,19.29,19.926,20.874,23.002,24.359,27.282,31.285,31.717,30.468,27.179,23.361,20.201,6.544,7.114,7.779,9.193,11.08,12.781,15.182,15.488,14.4,12.078,8.985,6.999,12.916,13.52,14.322000000000001,16.093,17.724,20.033,23.227,23.598,22.429,19.628,16.171,13.605,101.74,108.9,90.94,38.19,10.14,2.77,0.21,2.77,9.67,12.92,43.9,68.75,2.52,1.88,1.16,0.02,0,0,0,0,0,0,0.1,1.92,236.36,228.71,278,327.45,394.24,450.16,564.34,575.54,521.86,451.98,326.12,256.17,168.79,135.88,131.9,87.04,57.28,22.93,3.6,3.47,13.2,33.22,87.02,151.37,8.65,8.49,12.9,23.69,40.05,83.43,163.82,174.92,143.82,72.89,27.4,12.58,29.37,27.03,30.26,29.77,30.97,30,31,31,30,30.99,29.7,30.16,0.17,0.01,0,0,0,0,0,0,0,0,0,0,57.41,67.5,97.76,123.81,145.52,162.5,188.1,175.24,139.58,103.42,68.8,54.99,13.45,17.54,36.05,86.77,135.37,159.67,187.63,172.48,129.85,90.52,34.13,18.31,60.6,60.58,59.98,58.54,60.44,57.87,54.87,54.69,54.72,56.29,57.1,59.48,19.803,22.744,30.086,27.005,6.877,9.356,14.481,11.821,13.341,16.048,22.286,19.414,279.42,139.21,5.96,66.58,6.37,1.37,0,0.17,720.75,999.69,1590.06,1300,456.33,276.2,30.03,133.47,29.56,76.71,422.23,244.07,86.52,90.87,92,90.68,0.28,0,0,0,179.97,367.07,525.76,311.68,49.3,258.19,519.78,254.5,60.23,59.68,55.86,56.04,17.777,23.915,12.067,11.86,491.15,25.89,68.793,1614.551,8.01,4610.86,895.63,772.77,360.01,13.6,359.19,345.53,0.36,-3,44.1,1384.57,1081.77,57.99
RSA421317,18.703,19.08,19.571,20.294,21.048,22.312,24.261,24.809,24.667,23.506,21.866,19.393,7.737,8.540000000000001,9.322000000000001,10.808,12.58,14.471,16.399,16.813,15.845,13.579,10.246,8.119,13.22,13.815,14.449,15.555,16.816,18.395,20.328,20.81,20.255,18.539,16.057,13.764,78.22,85.99,62.97,22.7,6.49,1.65,0,1.93,4.5,8.85,31.96,57.99,2.3,1.71,1.13,0.03,0,0,0,0,0,0,0.11,1.79,241.31,233.12,278.17,311.28,366.88,401.23,475.06,489.79,457.01,418.82,320.17,257.51,160.47,128.79,128.62,98.28,72.98,40.68,14.13,13.05,26.54,45.79,88.92,147.16,8.61,8.43,11.46,17.1,26.64,53.96,86.61,100.01,93.59,49.62,23.04,11.6,30.43,27.77,30.92,29.99,31,30,31,31,30,31,29.98,30.83,0.06,0,0,0,0,0,0,0,0,0,0,0,54.05,62.07,86.98,101.03,113.22,114.24,122.08,114.81,97.99,81.69,61.95,51.46,14.78,17.81,37.54,78.53,106.73,112.78,122.08,113,93.61,72.74,34.3,18.07,65.77,67.09,68.1,70.53,73.85,75.9,76.25,75.89,73.45,69.93,64.53,64.93,19.05,20.298,23.797,23.343,8.127,10.909,15.893,13.222,13.594,15.606,19.842,18.287,222.3,92.14,3.28,45.16,5.81,1.34,0,0.19,731.4,956.26,1365.97,1196.06,436.76,299.93,67.94,161.16,28.58,55.31,240.53,166.25,88.98,91.87,92,90.97,0.17,0,0,0,167.56,301.23,351.16,241.53,50.66,222.8,347.86,200.65,65.93,70.85,75.99,69.32,16.828,21.06,12.441,8.624,362.82,14.11,90.212,2616.632,7.52,4250.12,965.49,490.69,363.76,3.24,362.38,359.1,0.19,-0.5,38.6,1061.44,821.97,70.52
RSA421318,18.952,19.425,20.044999999999998,21.384,22.259,24.249,26.988,27.474,26.863,24.903,22.377,19.713,7.332,8.239,9.08,10.565,12.394,14.242,16.285,16.599,15.651,13.312,9.869,7.702,13.143,13.823,14.559,15.975,17.325,19.247,21.641,22.033,21.257,19.103,16.122,13.712,81.62,88.89,66.1,25.76,6.46,0.93,0,1.96,6,8.87,33.88,55.74,2.36,1.72,1.09,0.02,0,0,0,0,0,0,0.09,1.82,240.72,235.05,282.92,323.71,382.4,426.64,515.28,527.44,486.78,435.97,323.15,257.41,162.51,128.41,125.97,89.19,63.64,30.36,7.68,7.41,19.32,38.71,87.79,148.5,8.9,9.13,13.16,21.35,33.52,68.62,119.13,130.71,115.98,60.95,25.08,12.24,30.11,27.66,30.85,29.99,31,30,31,31,30,31,29.92,30.65,0.07,0,0,0,0,0,0,0,0,0,0,0,55.52,63.94,90.34,109.28,124.02,132.13,147.41,138.13,113.4,89.65,64.3,53,15.06,18.4,38.77,83.77,117.65,131.12,147.41,136.3,107.41,80.71,35.24,19.34,63.78,65.23,66.07,66.8,69.81,69.89,68.45,68.05,66.95,65.38,62.15,62.79,19.361,21.224,26.238,24.712,7.751,10.682,15.714,12.941,13.55,15.951,20.977,18.83,226.34,98.33,2.77,48.78,5.91,1.3,0,0.18,732.77,988.94,1469.38,1245.79,439.86,278.81,45.46,145.8,29.96,68.1,318.4,202.04,88.39,91.8,92,90.92,0.17,0,0,0,172.45,323.63,417.74,267.26,52.8,240.19,414.83,223.36,63.95,67.54,68.78,64.82,17.328,22.325,12.358,9.967,376.18,15.25,88.633,2689.878,7.54,4437.44,909.54,618.74,363.03,5.76,361.7,355.98,0.2,-1.3,40.7,1181.05,931.18,66.27
RSA421322,18.624,19.004,19.436,19.312,19.993,21.346,23.053,23.615,23.566,22.599,21.723,19.28,7.955,8.749,9.539,11.001,12.737,14.623,16.51,16.937,16.001,13.812,10.507,8.346,13.289,13.874,14.486,15.157,16.362,17.980999999999998,19.78,20.282,19.784,18.208,16.114,13.816,76.4,82.84,58.19,21.84,5.57,2.1,0.14,2.43,5.44,8.49,33.4,57.17,2.22,1.69,1.11,0.06,0,0,0,0,0,0,0.08,1.75,242.58,234.23,278.67,299.51,353.3,388.87,458.09,473.39,443,408.61,321.41,258.37,158.55,127.32,127.48,107.4,82.1,46.68,18.12,16.63,30.68,50.41,87.67,145.8,8.63,8.4,11.22,13.82,21.61,47.27,73.68,87.42,83.71,43.49,22.88,11.52,30.52,27.82,30.93,29.99,31,30,31,31,30,31,30,30.87,0.06,0,0,0,0,0,0,0,0,0,0,0,53.47,61.47,85.7,93.46,103.3,104.48,109.66,103.41,89.58,76.2,60.99,50.84,14.76,18,38.67,71.85,97.7,102.39,109.2,100.93,84.13,67.72,32.9,17.83,66.67,67.91,69.08,73.94,77.34,79.25,80.03,79.69,77.01,73.1,65.76,65.91,18.966,19.577,22.667,22.629,8.342,11.097,16.026,13.441,13.656,15.331,19.346,18.036,216.53,85.6,4.94,47.29,5.67,1.38,0,0.19,734.64,931.61,1320.31,1173.09,432.02,317.04,81.43,168.76,28.46,46.59,208.37,150.05,89.22,91.92,92,91,0.16,0,0,0,165.8,282.43,317.59,226.73,50.59,208.22,312.52,184.75,66.81,73.46,79.65,71.89,16.598,20.518,12.525,7.993,354.27,15.88,91.056,2105.626,7.46,4160.03,998.88,433.52,364.09,1.8,362.7,360.9,0.17,0,37.7,992.54,756.08,72.99
RSA421324,18.674,19.547,20.783,22.97,24.774,28.336,31.954,32.019,30.714,26.672,23.02,19.466,5.186,6.048,6.945,8.507,10.44,12.382,14.674,15.052,13.685,11.097,7.946,5.542,11.927,12.798,13.867,15.736,17.608999999999998,20.358,23.308,23.537,22.198,18.881,15.485,12.508,94.05,99.95,83.15,33.67,8.35,2.49,0,2.02,7.42,13.61,41.54,68.96,3.42,2.3,1.39,0.04,0,0,0,0,0,0,0.28,2.61,209.05,210.73,265.44,317.16,390.83,460.09,566.7,573.42,514.87,429.2,306.61,225.14,195.77,153.06,143.59,94.86,59.36,20.43,3.47,3.59,14.29,41.79,101.43,179.28,5.67,6.03,10.86,21.14,39.22,90.16,166.05,173,138.28,59.68,21.28,7.84,27.45,26.07,29.64,29.53,30.92,30,31,31,30,30.93,29.23,28.4,0.26,0.03,0,0,0,0,0,0,0,0,0,0.02,57.35,67.84,99.28,125.52,150.81,172.06,195.35,179.05,143.18,103.23,69.24,54.8,13.84,17.9,39.12,92.34,142.42,169.65,195.35,177.24,135.75,89.55,35.21,17.73,58.32,58.57,57.89,56.77,57.69,54.38,52.12,52.87,52.33,54.83,55.16,57.18,19.227,22.842,30.769,26.805,5.583,8.629,14.034,10.907,12.401,15.736,22.399,18.858,263.04,125.19,4.3,62.62,8.22,1.6,0,0.34,644.38,973.46,1600.2,1250.79,528.51,297.82,27.46,157.52,19.37,71.24,429.27,219.28,81.84,89.94,92,90.13,0.46,0,0,0,180.05,375.55,546.46,315.57,49.47,273.88,542.24,260.51,58.03,57.51,53.1,54.18,17.354,23.913,11.088,12.833,454.97,20.05,72.369,2085.377,10.25,4469.3,1010.82,739.32,353.79,26.22,353.13,326.87,0.67,-6.3,43.6,1417.64,1126.1,55.75
RSA421327,18.455,19.187,20.256,22.133,23.974,26.548,30.8,31.548,30.04,27.113,22.895,19.389,7.292,7.627,8.215,9.577,11.409,12.914,15.057,15.741,14.414,12.503,9.512,7.888,12.881,13.403,14.24,15.85,17.696,19.736,22.928,23.649,22.225,19.81,16.206,13.633,112.76,115.25,88.37,31.6,10.29,2.56,0,2.64,6.7,13.42,44.09,75.5,2.51,1.95,1.19,0.03,0,0,0,0,0,0,0.06,1.9,234.92,225.46,275.19,320.14,393.36,441.34,554.93,577.04,515.61,457.38,327.07,256.85,169.81,138.48,134.02,92.01,57.5,25.55,4.11,3.36,14.05,31.25,86.14,150.44,8.38,7.86,12.19,21.24,39.4,77.69,154.7,176.4,138.68,76.22,27.58,12.6,30.04,27.35,30.49,29.85,30.98,30,31,31,30,31,29.84,30.68,0.18,0.01,0,0,0,0,0,0,0,0,0,0,53.7,63.91,93.52,117.26,141.44,156.36,184.6,173.16,137.02,102.29,66.39,51.51,10.73,15.45,33.95,86.1,131.23,153.78,184.6,170.46,130.33,88.85,32.4,15.61,65.1,64.02,62.9,61.88,62.39,60.15,55.6,55.71,55.76,57.55,59.83,64.31,19.004,22.125,29.631,26.686,7.592,9.735,14.571,12.145,13.302,15.931,22.1,19.412,303.57,130.13,5.23,64.21,6.41,1.41,0,0.17,716.71,988.69,1573.3,1300.05,459.08,283.58,33.06,131.55,28.71,72.99,408.85,242.45,88.13,91.28,92,90.84,0.32,0,0,0,169.04,352.29,514.16,305.66,41.79,251.28,508.84,251.58,64.49,62.41,57.15,57.76,17.686,23.846,12.064,11.784,503.08,22.18,67.427,1881.24,8.11,4579.32,906.93,753.13,362.17,7.89,361.41,353.57,0.39,-1.3,44.4,1341.04,1053.49,60.42
RSA421328,18.379,19.298000000000002,20.455000000000002,22.379,24.333,27.325,31.335,32.1,30.333,27.172,22.869,19.162,8.235,8.308,8.567,9.716,11.612,13.034,15.168,16.487,14.793,13.354,10.869,9.165,13.308,13.804,14.513,16.051,17.976,20.182,23.255,24.286,22.567,20.258,16.872,14.165,122.64,121.2,90.49,30.52,8.66,2.04,1.06,2.25,6.13,14.57,49.9,82.55,2.23,1.74,1.13,0.02,0,0,0,0,0,0,0.01,1.6,247.67,236.28,283.42,325.97,401.76,454.75,564.83,596.84,525.71,471.17,346.57,272.86,157.98,128.98,127.12,87.52,52.82,21.54,3.52,2.45,12.56,26.94,73.56,137.11,10.1,9.5,13.75,22.86,43.21,86.3,164.28,196.22,146.9,85.45,35.06,15.82,30.63,27.69,30.71,29.89,30.98,30,31,31,30,31,30,30.97,0.16,0,0,0,0,0,0,0,0,0,0,0,51.96,63.15,93.77,118.42,143.49,162.05,188.67,174.92,137.93,100.82,64.19,48.88,9.07,14.66,33.09,88.27,134.85,160.12,187.75,172.72,131.85,86.23,29.09,13.68,68.15,65.85,63.42,61.63,61.97,58.51,54.73,56.36,56.07,59.75,63.67,68.72,18.943,22.382,30.255,26.791,8.565,9.972,14.896,13.003,13.756,16.182,22.573,19.895,326.43,129.74,5.15,70.56,5.57,1.31,0,0.01,756.31,1011.3,1616.35,1343.42,424.44,267.5,27.51,112.98,35.29,79.87,446.79,267.49,89.28,91.5,92,91,0.28,0,0,0,163.95,355.68,525.68,302.9,37.41,256.21,520.59,247.17,67.54,62.4,56.56,59.86,18.102,24.401,12.547,11.858,531.8,19.83,64.738,2041.4470000000001,7.09,4727.72,832.12,829.63,363.66,4.88,363.71,358.82,0.34,0.8,44.9,1348.23,1061.38,61.56
RSA421329,17.932,18.549,19.374,19.682,20.591,22.707,25.172,25.839,24.975,23.347,21.955,18.936,8.108,8.577,9.179,10.36,12.165,13.71,15.492,16.394,15.218,13.457,10.565,8.762,12.995,13.566,14.288,15.017,16.401,18.186,20.359,21.112,20.117,18.424,16.279,13.861,93.89,98.85,80.27,28.49,7.32,2.07,1.07,2.4,7.2,12.61,41.42,61.66,2.42,1.82,1.16,0.09,0,0,0,0,0,0,0.05,1.69,235.36,226.45,273.65,295.88,354.15,394.81,475.81,498.79,453.07,415.02,327.28,261.06,166.02,134.72,132.49,110.15,81.3,43.65,14.03,11.53,27.7,47.44,83.98,144.25,7.76,7.19,10.32,13.1,22.21,50.33,87.21,107.21,90.77,47.67,25.5,12.2,30.57,27.8,30.89,29.98,31,30,31,31,30,31,30,30.96,0.1,0,0,0,0,0,0,0,0,0,0,0,51.19,60.17,86.76,98.68,111.64,121.84,135.81,126.39,103.09,81.64,62.23,49.52,11.3,14.93,31.24,70.77,104.22,119.76,134.78,123.88,95.86,69.02,30.5,16.28,69.11,68.75,68.13,71.02,73.88,72.48,70.99,71.68,70.79,70.09,65.28,68.07,18.465,19.887,24.575,23.442,8.487,10.585,15.195,13.105,13.471,15.231,19.884,18.278,254.4,116.1,5.48,61.19,5.99,1.44,0,0.14,722.42,923.7,1369.42,1195.39,445.32,323.97,69.12,159.11,27.03,45.54,244.69,163.95,89.35,91.82,92,91,0.22,0,0,0,160.96,297.13,383.97,246.92,42.51,206.23,378.42,195.38,68.63,70.99,71.73,68.73,16.714,21.27,12.398,8.862,437.17,20.06,73.911,1776.645,7.75,4211.33,997.2,481.39,364.1,1.39,363.67,362.27,0.3,-0.1,39.7,1089,822.54,70.02
RSA421331,18.464,19.352,20.64,24.241,27.076999999999998,31.664,35.904,35.972,33.45,28.593,22.905,19.265,3.937,4.64,5.631,7.101,9.082,11.303,14.326,15.064,13.245,9.894,6.491,4.486,11.203,11.99,13.138,15.674,18.083,21.483,25.106,25.518,23.354,19.255,14.7,11.878,70.66,72.58,49.11,19.47,6.93,1.04,0.72,2.86,7.04,9.91,23.39,47.18,4.01,2.91,1.64,0.04,0,0,0,0,0,0,0.39,3.04,191.35,192.54,247.2,316.13,405.14,493.78,622.04,634.53,549,440.32,285.71,209.47,216.23,172.14,162.35,96.08,51.64,13.12,1.4,1.38,9.74,37.29,118.82,195.88,4.39,4.11,8.3,21.72,47.5,115.24,221.08,233.92,166.67,68.4,16.12,6.21,25.02,24.09,28.23,28.72,30.54,30,31,31,30,30.76,27.94,26.59,0.27,0.03,0,0,0,0,0,0,0,0,0,0.02,58.84,69.74,101.7,136.88,171.7,200.46,228.37,209.12,161.31,115.26,71.39,56.14,18.17,22.67,56.47,117.54,164.76,199.39,227.57,206.23,154.27,105.4,48.98,22.53,55.25,55.1,54.61,50.07,48.83,44.7,43.33,44.83,45.58,47.59,51.52,54.78,19.026,23.99,34.508,28.318,4.346,7.275,13.569,9.878,11.68,15.627,24.033,19.099,190.54,75.4,4.76,40.22,9.98,1.89,0,0.44,592.71,968.35,1750.32,1275.01,584.74,309.96,15.92,165.8,14.54,77.46,570.24,251.23,75.59,87.4,92,88.65,0.47,0,0,0,184.7,410.39,637.87,348.04,63.37,338.77,633.19,308.65,55.07,51.14,44.3,48.24,17.61,25.794,10.478,15.323,310.85,18.69,106.068,2272.421,12.4,4586.99,1076,913.58,343.57,46.51,345.12,298.68,0.61,-9.3,46.8,1580.95,1343.98,49.64
