specimen_number,YoC,lat,long,elev_m,Tmax01_A,Tmax02_A,Tmax03_A,Tmax04_A,Tmax05_A,Tmax06_A,Tmax07_A,Tmax08_A,Tmax09_A,Tmax10_A,Tmax11_A,Tmax12_A,Tmin01_A,Tmin02_A,Tmin03_A,Tmin04_A,Tmin05_A,Tmin06_A,Tmin07_A,Tmin08_A,Tmin09_A,Tmin10_A,Tmin11_A,Tmin12_A,Tave01_A,Tave02_A,Tave03_A,Tave04_A,Tave05_A,Tave06_A,Tave07_A,Tave08_A,Tave09_A,Tave10_A,Tave11_A,Tave12_A,PPT01_A,PPT02_A,PPT03_A,PPT04_A,PPT05_A,PPT06_A,PPT07_A,PPT08_A,PPT09_A,PPT10_A,PPT11_A,PPT12_A,Tmax_wt_A,Tmax_sp_A,Tmax_sm_A,Tmax_at_A,Tmin_wt_A,Tmin_sp_A,Tmin_sm_A,Tmin_at_A,Tave_wt_A,Tave_sp_A,Tave_sm_A,Tave_at_A,PPT_wt_A,PPT_sp_A,PPT_sm_A,PPT_at_A,MAT_A,MWMT_A,MCMT_C,MAP_A,MSP_A
HSC201481,1962,38.536045,-123.061475,267.71,1.7319999999999993,-1.3399999999999999,-2.286999999999999,2.096,-0.9160000000000004,0.14199999999999946,-0.852999999999998,0.01699999999999946,-0.7519999999999989,-1.2149999999999999,0.7789999999999999,0.15700000000000003,-1.2750000000000001,0.030999999999999694,-0.7139999999999995,0.20199999999999996,-0.7919999999999998,-0.8129999999999988,-0.9410000000000007,0.08399999999999963,-0.4660000000000011,1.104,0.9459999999999997,1.1840000000000002,0.22699999999999942,-0.6489999999999991,-1.5540000000000003,1.0969999999999995,-0.7999999999999989,-0.3410000000000011,-0.9429999999999978,0.09600000000000009,-0.6609999999999978,-0.004999999999999005,0.8620000000000001,0.673,-229.2,205.86,13.379999999999995,-62.870000000000005,-23.060000000000002,-6.85,-1.3900000000000001,4.92,2.8499999999999996,220.66,-113.33000000000001,-71.87,-0.17800000000000082,-0.40700000000000003,-0.19399999999999906,-0.3260000000000005,-0.6520000000000001,-0.4640000000000004,-0.5619999999999994,0.4969999999999999,-0.41100000000000136,-0.3879999999999999,-0.4269999999999996,0.03500000000000014,-131.95000000000005,-72.54000000000002,-3.4000000000000004,110.18,-0.14800000000000146,-0.23899999999999721,0.7219999999999995,-61.00999999999999,-24.61
HSC201482,1983,38.920757,-123.092153,274,0.28800000000000026,-0.46300000000000097,-2.3279999999999994,-2.597999999999999,0.3210000000000015,0.022000000000002018,-1.1389999999999993,-0.02499999999999858,0.5359999999999978,0.9229999999999983,-2.2779999999999987,-0.918000000000001,0.843,2.4010000000000002,1.7690000000000001,-0.6749999999999998,0.26500000000000057,0.09500000000000064,0.03999999999999915,1.665000000000001,1.5869999999999997,1.3150000000000004,0.8559999999999999,2.935,0.5690000000000008,0.9139999999999997,-0.2289999999999992,-1.6390000000000011,0.2950000000000017,0.010999999999999233,-0.5489999999999995,0.7689999999999984,1.1110000000000007,1.120000000000001,-0.7139999999999986,1.061,68.1,169.11,337.84000000000003,86.16,-8.030000000000001,-4.12,1,12.51,-1.8800000000000008,-18.060000000000002,264.1,203.02,-0.2270000000000003,-1.5329999999999977,-0.33899999999999864,-0.2079999999999984,1.0620000000000003,0.4240000000000004,0.565999999999999,1.221000000000001,0.4189999999999987,-0.5600000000000005,0.10699999999999932,0.5030000000000001,249.71000000000004,415.94,9.45,244.25,0.2400000000000002,0.23499999999999943,1.1720000000000006,1109.9,-0.4299999999999997
HSC201483,1926,41.031631,-123.985754,115.53,0.38399999999999856,1.020999999999999,4.360999999999999,2.587999999999999,0.42600000000000193,2.339000000000002,-0.1999999999999993,0.18000000000000327,-0.46199999999999974,0.7010000000000005,1.5530000000000008,-0.33999999999999986,0.3719999999999999,2.3540000000000005,1.4070000000000005,3.104,1.0970000000000004,0.9820000000000011,0.20500000000000007,0.42600000000000016,-1.1560000000000006,1.3000000000000007,2.8549999999999995,0.17200000000000015,0.4220000000000006,1.6880000000000006,2.936,2.9000000000000004,0.8099999999999987,1.663000000000002,0.004999999999999005,0.25400000000000134,-0.7519999999999989,1.0519999999999996,2.2059999999999995,-0.13700000000000045,-58.599999999999994,70.25,-176.75,-40.95,5.930000000000007,-24.96,-1.7599999999999998,16.39,-6.520000000000003,74.44,323.51,-8.719999999999999,0.7970000000000006,2.4899999999999984,0.7719999999999985,0.5710000000000015,0.9079999999999999,1.9020000000000001,0.47000000000000064,0.9960000000000004,0.9010000000000007,2.1479999999999997,0.6769999999999996,0.8359999999999985,-123.74000000000001,-210.75,-10.219999999999999,391.47,1.0860000000000003,-0.08999999999999986,0.8559999999999999,172.3800000000001,-9.840000000000003
HSC201484,2007,40.83404,-123.71318,1410,0.801000000000001,-1.0999999999999996,2.673,0.16900000000000048,1.6459999999999972,0.1720000000000006,-0.11100000000000065,0.25,-0.8790000000000013,-2.4250000000000007,1.447000000000001,-2.5489999999999995,-0.8029999999999999,1.072,1.755,0.4850000000000001,1.2389999999999999,0.3179999999999996,2.119999999999999,1.3320000000000007,0.23900000000000077,-0.20500000000000007,1.315,-1.0539999999999998,-0.006000000000000227,-0.014000000000000234,2.271,0.31899999999999995,1.3970000000000002,0.1999999999999993,0.950999999999997,0.7870000000000026,-0.31899999999999906,-1.2599999999999998,1.335,-1.7510000000000001,-408.66,248.38,-242.93,-38.81999999999999,-89.41,-38.3,30.39,-18.78,-55.05,135.08,-299.38,-56.910000000000025,0.04800000000000004,1.5350000000000001,0.07600000000000051,-0.6230000000000011,0.5050000000000001,1.164,1.2520000000000007,0.4170000000000007,0.2789999999999999,1.293000000000001,0.6119999999999983,-0.05000000000000071,-123.72000000000003,-372.16999999999996,-26.730000000000004,-219.45000000000005,0.3119999999999994,0.5779999999999994,-0.837,-835.5,-172.22000000000003
HSC201485,1962,41.040735,-124.114973,72.1,0.09200000000000053,-1.0399999999999991,-2.021000000000001,0.8899999999999988,-1.5150000000000006,0.3290000000000006,-0.009000000000000341,-0.4309999999999974,0.3509999999999991,-0.7079999999999984,0.48499999999999943,0.9920000000000009,-2.154,0.11899999999999977,-0.11899999999999977,0.3699999999999992,-0.6499999999999995,-1.1579999999999995,-1.2149999999999999,0.4759999999999991,0.7560000000000002,0.8700000000000001,1.1000000000000005,0.9609999999999994,-1.0779999999999994,-0.46199999999999974,-1.0700000000000003,0.6820000000000004,-1.032,-0.45500000000000007,-0.5619999999999994,0.026999999999999247,0.5519999999999996,0.034000000000000696,0.7459999999999987,0.9740000000000002,-140.03,14.150000000000006,-7.180000000000007,-28.230000000000004,-35.099999999999994,-24.05,-3.6100000000000003,31.03,1.5599999999999987,136.25,14.439999999999998,-75.37,-0.5830000000000002,-0.8510000000000009,-0.0730000000000004,0.006000000000000227,-0.685,-0.10299999999999976,-0.5980000000000008,0.9409999999999998,-0.685999999999999,-0.4710000000000001,-0.33399999999999963,0.4740000000000002,-192.77999999999997,-71.49000000000001,2.3699999999999974,151.22000000000003,-0.13100000000000023,-0.2580000000000009,-0.49799999999999933,-118.03999999999996,-31.210000000000008
HSC201486,1962,41.040735,-124.114973,122,0.036999999999999034,-1.0250000000000004,-2.0060000000000002,0.8809999999999985,-1.495000000000001,0.33899999999999864,0.004999999999999005,-0.41499999999999915,0.36499999999999844,-0.6899999999999977,0.4770000000000003,0.9980000000000011,-2.142,0.14499999999999957,-0.0940000000000003,0.38699999999999957,-0.6310000000000002,-1.1579999999999995,-1.2240000000000002,0.47199999999999953,0.7560000000000002,0.8760000000000003,1.0149999999999997,0.9859999999999998,-1.0059999999999993,-0.43599999999999994,-1.0010000000000012,0.6330000000000009,-1.0670000000000002,-0.4109999999999996,-0.6050000000000004,-0.018000000000000682,0.6070000000000011,0.09600000000000009,0.7479999999999993,0.984,-147.75,15.620000000000005,-7.889999999999986,-30.689999999999998,-36.790000000000006,-24.75,-3.96,32.5,1.370000000000001,143.93,14.939999999999998,-79.37,-0.5340000000000007,-0.8059999999999992,-0.053999999999998494,0.054999999999999716,-0.7670000000000003,-0.08599999999999941,-0.6010000000000009,0.9489999999999998,-0.6480000000000006,-0.44700000000000095,-0.37299999999999933,0.4490000000000016,-203.12,-75.27999999999997,3.740000000000002,160.36,-0.15700000000000003,-0.30400000000000027,-0.45199999999999996,-122.65000000000009,-31.580000000000013
HSC201487,1974,41.275993,-124.005114,549,-0.005000000000000782,-1.2729999999999997,-0.7469999999999999,-1.0299999999999994,-0.20900000000000318,0.5539999999999985,-0.8130000000000024,0.04199999999999804,2.2220000000000013,2.128999999999998,0.5649999999999995,0.42499999999999893,-1.0250000000000001,-1.289,0.6179999999999999,-0.3650000000000002,-1.0859999999999994,-0.021000000000000796,-0.2370000000000001,0.06600000000000072,-0.7089999999999996,-1.2530000000000001,-0.32699999999999996,0.121,-0.5130000000000008,-1.2769999999999992,-0.06099999999999994,-0.7509999999999994,-0.6989999999999998,0.26500000000000057,-0.5239999999999974,0.010999999999999233,0.7580000000000027,0.4410000000000007,0.07099999999999973,0.27500000000000036,-26.20999999999998,2.3999999999999773,125.50999999999999,36.97,-91.07,-17.85,1.3599999999999994,-9.440000000000001,-53.03,-88.19,-181.54000000000002,23.910000000000025,-0.08199999999999896,-0.6250000000000018,-0.09799999999999898,1.6149999999999984,-0.06000000000000005,-0.2649999999999997,-0.09699999999999953,-0.8000000000000007,-0.07200000000000095,-0.49600000000000044,-0.051000000000000156,0.46199999999999974,135.93000000000006,71.38999999999999,-25.879999999999995,-322.75,-0.11800000000000033,-0.3260000000000005,-0.28800000000000026,-277.19000000000005,-169.91000000000003
HSC201488,1965,39.128423,-123.130606,335,-0.01699999999999946,1.1630000000000003,0.26000000000000156,-1.7109999999999985,-0.1269999999999989,-2.0779999999999994,-0.30100000000000193,-0.4680000000000035,-1.4690000000000012,3.2189999999999976,-1.0579999999999998,-1.6110000000000007,1.076,-1.77,-0.6659999999999999,1.0300000000000002,-1.468,-1.0679999999999996,-0.5310000000000006,0.5280000000000005,-2.040000000000001,0.6040000000000001,1.7720000000000002,-1.7590000000000001,0.5810000000000004,-0.2560000000000002,-0.20699999999999896,-0.33800000000000097,-0.7519999999999989,-1.5710000000000015,-0.4609999999999985,-0.02499999999999858,-1.7600000000000016,1.9669999999999987,0.40700000000000003,-1.6339999999999995,2.069999999999993,-146.6,-85.69,78.83,-26.64,-4.01,0.4,9.6,-14.43,-47.36,134.34,-52.110000000000014,0.14200000000000124,-0.5280000000000022,-0.9209999999999994,0.23300000000000054,0.5170000000000003,-0.3730000000000002,-0.35799999999999876,0.07900000000000063,0.3230000000000004,-0.49900000000000055,-0.6850000000000023,0.20800000000000018,70.98000000000002,-33.52000000000001,4.85,72.58000000000001,-0.3160000000000007,-0.5399999999999991,-0.8499999999999996,-153.61,-36.19
HSC201489,1975,41.101216,-124.161654,30,0.08999999999999986,-1.529,-2.112,-3.1519999999999992,0.08900000000000041,-0.3230000000000004,-1.0380000000000003,-1.0159999999999982,0.3630000000000031,-1.6080000000000005,-1.463000000000001,0.386000000000001,-1.1840000000000002,-0.7170000000000001,-0.8839999999999995,-2.331,-0.7809999999999997,-0.7460000000000004,0.05299999999999905,-0.6219999999999999,-0.1509999999999998,-0.12199999999999989,-1.7530000000000001,0.2860000000000005,-0.548,-1.1679999999999993,-1.4969999999999999,-2.6880000000000006,-0.34299999999999997,-0.5359999999999996,-0.5410000000000004,-0.8179999999999996,0.053000000000000824,-0.8130000000000006,-1.5559999999999992,0.2889999999999997,-47.81,99.43,113.81,10.170000000000002,-26.549999999999997,-15.280000000000001,-3.8499999999999996,8.06,-25.58,122.14,-52.22999999999999,-56.96000000000001,-0.3509999999999991,-1.7530000000000001,-0.8260000000000005,-0.9379999999999988,-0.5330000000000004,-1.362,-0.3999999999999986,-0.6400000000000006,-0.4450000000000003,-1.5149999999999988,-0.668000000000001,-0.7379999999999995,74.13999999999999,96.44,-11.04,45.26999999999998,-0.8399999999999999,-0.9700000000000006,0.010999999999999233,126.38000000000011,-63.24000000000001
HSC201492,2005,40.83404,-123.71318,1375,1.1610000000000005,1.959999999999999,2.0069999999999997,-1.3539999999999992,-0.7750000000000021,-2.641000000000002,1.8860000000000028,1.5519999999999996,-0.9450000000000003,-0.8399999999999999,-0.6549999999999994,0.6929999999999996,1.384,1.56,1.8450000000000002,0.27500000000000013,1.7330000000000005,-0.08099999999999952,2.328999999999999,2.0329999999999995,-0.4610000000000003,-0.20500000000000007,0.6079999999999997,2.134,1.318,1.7090000000000005,1.9750000000000005,-0.5940000000000003,0.4819999999999993,-1.4080000000000013,2.1529999999999987,1.7899999999999991,-0.7040000000000006,-0.5220000000000002,0.023000000000000576,1.3660000000000005,-235.70999999999998,-332.75,44.660000000000025,130.24,165.75,58.9,-5.49,-21.89,-65.58,-119.22999999999999,38.839999999999975,494.05,1.4030000000000005,-0.06899999999999906,0.2729999999999997,-0.7809999999999988,1.496,1.357,1.4580000000000002,0.014000000000000234,1.3969999999999998,0.5909999999999993,0.8120000000000012,-0.43400000000000105,-406.93000000000006,339.72,32.519999999999996,-146.01999999999998,0.6230000000000011,1.782,2.085,150.88999999999987,131.70999999999998
HSC201493,1983,40.89363,-123.772583,823,0.9700000000000006,-0.6460000000000008,-1.7170000000000005,-2.046000000000001,0.7289999999999992,-0.3819999999999979,-2.4269999999999996,-0.8560000000000016,-0.4710000000000001,0.375,-2.0519999999999996,-0.29800000000000004,1.362,1.9329999999999998,1.678,-1.255,0.02799999999999958,-0.42600000000000016,-0.37599999999999945,1.2899999999999991,0.9879999999999995,0.8310000000000004,0.8199999999999998,1.332,1.1689999999999996,0.6400000000000006,-0.020999999999999908,-1.7009999999999996,0.37400000000000055,-0.4490000000000016,-1.4499999999999993,0.16499999999999915,0.30799999999999983,0.6000000000000014,-0.6090000000000009,0.46499999999999986,66.52999999999997,309.22,301.54,70.72,-19.290000000000006,-20.93,21.84,143.31,-7.68,-66.38,360.35,299.42,-0.125,-1.0479999999999983,-1.25,-0.684000000000001,1.0050000000000001,0.15799999999999992,0.12899999999999956,0.843,0.4950000000000001,-0.44599999999999973,-0.509999999999998,0.136000000000001,643.9000000000001,352.97,144.18,286.21000000000004,-0.038000000000000256,-0.21199999999999974,1.5549999999999997,1458.54,117.15
HSC201494,1976,40.554285,-123.840366,811.07,0.597999999999999,-0.3620000000000001,-0.9620000000000015,-2.2829999999999995,1.4160000000000004,-0.718,-0.15499999999999758,-3.1259999999999977,-0.05000000000000071,1.7560000000000002,2.1709999999999994,1.6349999999999998,-0.8270000000000001,-1.298,-1.996,-1.307,-0.6129999999999995,-1.2680000000000007,0.5210000000000008,0.6640000000000015,0.7030000000000012,-0.4480000000000004,1.1190000000000007,-1.663,-0.0730000000000004,-0.8840000000000003,-1.4850000000000003,-1.846,0.3960000000000008,-0.9870000000000001,0.17800000000000082,-1.2779999999999987,0.28200000000000003,0.6549999999999994,1.6959999999999997,0.02800000000000047,-228,48.129999999999995,-116.63,-7.360000000000014,-65.74,-21.33,1.71,75.62,-28.630000000000003,-112.14,-181.96,-286.17,0.2889999999999997,-0.6770000000000014,-1.3320000000000007,1.3309999999999995,-0.5619999999999998,-1.302,-0.02800000000000047,0.5279999999999996,-0.1349999999999998,-0.9420000000000002,-0.7270000000000003,0.8800000000000008,-304.80999999999995,-190.7,55.95,-322.72,-0.31200000000000117,-0.10600000000000165,0.37099999999999955,-923.53,-39.34
HSC201495,1977,40.499985,-123.574869,915,1.0939999999999994,3.0090000000000003,-1.8200000000000003,2.167,-4.567,1.985000000000003,-0.4839999999999982,0.6020000000000003,-1.7190000000000012,-0.13100000000000023,-0.886000000000001,1.1229999999999993,-1.799,0.5569999999999999,-1.812,-0.052000000000000046,-1.541,2.0630000000000006,-0.46499999999999986,1.343,0.7560000000000002,0.3880000000000008,-0.2929999999999999,2.032,-0.30000000000000027,1.7399999999999993,-1.8150000000000004,1.011000000000001,-3.005000000000001,2.020999999999999,-0.5199999999999996,0.9759999999999991,-0.47900000000000276,0.125,-0.5839999999999996,1.5710000000000006,-241.39,-171.8,-64.81,-100.48,27.049999999999997,-21.13,-1.71,-0.22000000000000064,88.88,-39.08,16.080000000000013,104.13999999999999,2.077,-1.4079999999999995,0.6679999999999993,-0.940999999999999,-0.9309999999999999,-1.129,1.0190000000000001,0.3120000000000003,0.5720000000000001,-1.2690000000000001,0.786999999999999,-0.31299999999999883,-707.97,-138.29000000000002,-23.009999999999998,65.88,0.02800000000000047,0.5250000000000021,0.2610000000000001,-402.4000000000001,92.9
HSC201496,1975,40.516446,-123.618736,806.6,0.25099999999999945,-2.4979999999999993,-2.962999999999999,-4.055,0.6739999999999995,0.23000000000000043,-1.4130000000000003,-1.5210000000000008,2.097999999999999,-2.402000000000001,-1.6460000000000008,0.8859999999999992,-1.589,-1.067,-0.888,-2.7590000000000003,-0.9649999999999999,-0.6829999999999998,0.03700000000000081,-0.7680000000000007,0.3979999999999997,-0.3949999999999996,-1.919,0.432,-0.6220000000000008,-1.742,-1.9749999999999996,-3.359,-0.20000000000000107,-0.17499999999999893,-0.6890000000000001,-1.1509999999999998,1.25,-1.3519999999999985,-1.8370000000000006,0.6049999999999995,-102.91000000000003,186.85000000000002,234.34,1.6899999999999977,-44.95,-15.079999999999998,-0.22999999999999998,2.9800000000000004,-31.630000000000003,153.82,-75.37,-137.81,-0.6199999999999992,-2.1800000000000015,-0.8669999999999973,-0.6489999999999974,-1.007,-1.537,-0.5060000000000002,-0.6070000000000002,-0.8150000000000004,-1.811,-0.6359999999999992,-0.6809999999999992,56.16999999999996,191.01,-12.420000000000002,46.860000000000014,-0.9610000000000003,-1.161999999999999,-0.08300000000000018,171.68000000000006,-88.94
HSC201497,1971,40.986569,-123.794532,961.56,-0.29600000000000115,-0.40800000000000125,-2.109,-2.436,-1.779,-1.9289999999999985,-0.495000000000001,0.7199999999999989,-0.9149999999999991,-2.4929999999999986,-1.157,-2.8080000000000007,-0.6330000000000001,-1.251,-0.9359999999999999,-1.2639999999999998,-0.4350000000000005,-0.48499999999999943,-0.2740000000000009,1.3399999999999999,-1.138,-2.402,-1.153,-2.336,-0.5170000000000003,-0.8799999999999999,-1.569,-1.9049999999999994,-1.1080000000000005,-1.2109999999999985,-0.3810000000000002,1.0350000000000001,-1.0209999999999972,-2.399000000000001,-1.1079999999999997,-2.574,-10.839999999999975,-220.82,232.89999999999998,14.400000000000006,-62.599999999999994,21.200000000000003,0.7300000000000004,21.22,96.52,-97.72999999999999,93.339999999999975,39.660000000000025,-0.934000000000001,-2.1419999999999995,-0.5350000000000001,-1.5219999999999985,-0.8670000000000001,-0.8449999999999998,0.19500000000000028,-1.569,-0.8499999999999996,-1.4920000000000009,-0.21600000000000108,-1.5459999999999994,-12.410000000000082,183.80999999999995,42.239999999999995,91.08000000000004,-1.1549999999999994,0.661999999999999,-1.5199999999999996,124.11999999999989,76.23000000000002
HSC201498,1962,41.049553,-124.127482,8.13,0.031000000000000583,-0.9930000000000003,-1.92,0.8580000000000005,-1.5010000000000012,0.25800000000000267,0.03500000000000014,-0.41100000000000136,0.3930000000000007,-0.7339999999999982,0.43099999999999916,0.9559999999999995,-2.165,0.22599999999999998,-0.09999999999999964,0.42100000000000026,-0.5830000000000002,-1.1479999999999997,-1.279,0.4939999999999998,0.7839999999999989,0.8680000000000003,1.0730000000000004,0.9560000000000004,-1.0660000000000007,-0.4320000000000004,-1.0120000000000005,0.5919999999999987,-1.0350000000000001,-0.3979999999999997,-0.5700000000000003,-0.012000000000000455,0.5859999999999985,0.06700000000000017,0.7540000000000013,0.9550000000000001,-130.77,12.72999999999999,-7.27000000000001,-25.980000000000004,-33.63,-23.23,-3.12,29.47,1.2699999999999996,125.02,13.819999999999993,-70.35,-0.5359999999999996,-0.859,-0.03900000000000148,-0.0019999999999988916,-0.6840000000000002,-0.15199999999999925,-0.6790000000000003,0.9390000000000001,-0.6059999999999999,-0.4580000000000002,-0.35599999999999987,0.46799999999999997,-179.98000000000002,-66.94,2.1499999999999986,139.14,-0.11600000000000144,-0.2840000000000007,-0.4540000000000006,-113.15000000000009,-30.289999999999992
HSC201499,1962,41.040735,-124.114973,72.1,0.09200000000000053,-1.0399999999999991,-2.021000000000001,0.8899999999999988,-1.5150000000000006,0.3290000000000006,-0.009000000000000341,-0.4309999999999974,0.3509999999999991,-0.7079999999999984,0.48499999999999943,0.9920000000000009,-2.154,0.11899999999999977,-0.11899999999999977,0.3699999999999992,-0.6499999999999995,-1.1579999999999995,-1.2149999999999999,0.4759999999999991,0.7560000000000002,0.8700000000000001,1.1000000000000005,0.9609999999999994,-1.0779999999999994,-0.46199999999999974,-1.0700000000000003,0.6820000000000004,-1.032,-0.45500000000000007,-0.5619999999999994,0.026999999999999247,0.5519999999999996,0.034000000000000696,0.7459999999999987,0.9740000000000002,-140.03,14.150000000000006,-7.180000000000007,-28.230000000000004,-35.099999999999994,-24.05,-3.6100000000000003,31.03,1.5599999999999987,136.25,14.439999999999998,-75.37,-0.5830000000000002,-0.8510000000000009,-0.0730000000000004,0.006000000000000227,-0.685,-0.10299999999999976,-0.5980000000000008,0.9409999999999998,-0.685999999999999,-0.4710000000000001,-0.33399999999999963,0.4740000000000002,-192.77999999999997,-71.49000000000001,2.3699999999999974,151.22000000000003,-0.13100000000000023,-0.2580000000000009,-0.49799999999999933,-118.03999999999996,-31.210000000000008
HSC201502,1964,39.111008,-122.982799,427,-1.0039999999999996,2.9179999999999993,-0.5139999999999993,0.12299999999999756,-1.3229999999999968,-1.3270000000000017,0.0660000000000025,0.7260000000000062,-0.045999999999999375,2.567,-2.6370000000000005,-0.5670000000000002,-0.959,-2.935,-2.557,-2.1690000000000005,-1.7519999999999998,-0.6060000000000016,-0.6369999999999987,-0.6289999999999996,-1.3789999999999996,0.5020000000000007,-0.5190000000000001,2.1580000000000004,-1.032,-0.05799999999999983,-1.4879999999999995,-1.0719999999999992,-1.5909999999999993,-0.9629999999999974,-0.28699999999999903,0.05000000000000071,-0.7070000000000007,1.4890000000000008,-1.5790000000000006,0.8419999999999996,-47.19999999999999,-168.21,-55.44,-50.15,-6.289999999999999,2.0599999999999996,0.41000000000000003,-1.7599999999999998,-11.24,14.979999999999997,104.36,179.89,0.718,-0.5380000000000003,-0.14300000000000068,-0.07499999999999929,-1.34,-2.128,-0.657,-0.46499999999999986,-0.31099999999999994,-1.3819999999999997,-0.3999999999999986,-0.26900000000000013,-345.94000000000005,-111.81,0.5800000000000001,107.07,-0.4920000000000009,-0.5070000000000014,-0.3959999999999999,-39.639999999999986,-17.85
HSC201503,1974,40.474215,-123.655588,804.52,-0.5670000000000002,-1.029,-0.9130000000000003,-1.2330000000000005,-0.019000000000001904,1.5209999999999972,-1.1629999999999967,0.35800000000000054,3.1140000000000008,2.001999999999999,0.136000000000001,0.3680000000000003,-0.7010000000000001,-1.655,0.6930000000000001,-0.6000000000000001,-1.0210000000000004,0.5389999999999997,0.017000000000001236,0.11800000000000033,-0.33999999999999986,-0.35499999999999954,-0.8159999999999998,-0.333,-0.6799999999999997,-1.3950000000000005,-0.11000000000000032,-0.9599999999999991,-0.5690000000000008,1.0800000000000018,-0.5689999999999991,0.23999999999999844,1.3820000000000014,0.8260000000000005,-0.3379999999999992,0.019000000000000128,85.80000000000001,-35.870000000000005,128.69,18.409999999999997,-57.81999999999999,-5.600000000000001,7.779999999999999,4.59,-32.71,-42.45,-152.14,-26.149999999999977,-0.44599999999999973,-0.6899999999999995,0.3049999999999997,1.7800000000000011,0.010000000000000009,-0.3009999999999997,0.1960000000000015,-0.47299999999999986,-0.2190000000000003,-0.5440000000000005,0.2510000000000012,0.6580000000000013,138.83000000000004,90.26999999999998,6.780000000000001,-227.25,-0.06700000000000017,-0.2510000000000012,-0.15499999999999936,-107.44000000000005,-83.72999999999999
HSC201504,1986,41.054505,-124.150825,61,2.037000000000001,0.4529999999999994,2.216000000000001,-0.3360000000000003,0.07000000000000028,1.3810000000000002,0.01899999999999835,1.0299999999999976,-2.0420000000000016,0.3219999999999992,0.9380000000000006,1.2700000000000014,3.0189999999999992,2.6310000000000002,1.737,-0.33200000000000074,-0.05999999999999961,1.9129999999999985,-0.40700000000000003,1.0259999999999998,-0.25900000000000034,0.7540000000000004,0.6109999999999998,0.6309999999999993,2.4779999999999998,1.5889999999999986,1.9800000000000004,-0.2889999999999997,-0.04400000000000048,1.6489999999999991,-0.24099999999999966,0.9699999999999989,-1.1550000000000011,0.48300000000000054,0.7740000000000009,1.0030000000000001,-4.610000000000014,152.77,4.97999999999999,-44.33,38.489999999999995,-19.54,-1.37,-10.2,78.28,-32.260000000000005,-89.28,-89.56,0.8879999999999999,0.6550000000000011,0.809000000000001,-0.26200000000000045,1.6979999999999995,0.4109999999999996,0.843,0.3359999999999994,1.2919999999999998,0.5839999999999996,0.8279999999999994,0.036000000000001364,46,-1.759999999999991,-31.07,-43.26999999999998,0.7330000000000005,0.7199999999999989,1.835,-17.549999999999955,85.75999999999999
HSC201505,1987,40.785563,-123.550963,400,-0.3670000000000009,0.09600000000000009,-1.1989999999999998,4.012999999999998,1.7489999999999988,1.9909999999999997,-2.5869999999999997,1.4179999999999993,0.3059999999999974,3.343,0.2970000000000006,-1.7380000000000013,-0.593,-0.45399999999999996,-0.042999999999999705,1.2649999999999997,1.3390000000000004,1.1630000000000003,-0.8450000000000006,0.4939999999999998,0.009000000000000341,2.5220000000000002,0.6699999999999995,-0.31099999999999994,-0.5310000000000006,-0.17899999999999938,-0.6679999999999993,2.5869999999999997,1.5939999999999994,1.5229999999999997,-1.7630000000000017,0.9499999999999993,0.10999999999999943,2.8789999999999996,0.5350000000000001,-1.077,-25.870000000000005,-69.82,81.88999999999999,-67.56,-19.72,-13.43,1.38,-7.75,-20.3,-59.849999999999994,-93.44,201.82,0.16900000000000048,1.5210000000000008,0.23699999999999477,1.3520000000000003,-0.256,0.786,0.3049999999999997,1.0980000000000008,0.006000000000000227,1.202,0.2710000000000008,1.1720000000000006,-206.69000000000005,-5.329999999999984,-19.810000000000002,-173.60000000000002,0.484,0.36799999999999855,0.07899999999999974,-91.68000000000006,-58.8
HSC201506,1995,40.769603,-123.550418,455.61,-0.5540000000000003,3.180999999999999,-1.4350000000000005,-1.309000000000001,-1.0549999999999997,-1.1600000000000001,-1.4890000000000043,-0.2749999999999986,0.9260000000000019,1.501999999999999,2.369999999999999,1.2880000000000003,3.0540000000000003,2.569,0.36499999999999977,-0.7440000000000002,0.6139999999999999,-0.27200000000000024,0.8830000000000009,-0.22799999999999976,1.8259999999999987,-0.4189999999999996,2.796,2.8729999999999993,1.2519999999999998,2.875000000000001,-0.5800000000000001,-0.9830000000000005,-0.22100000000000009,-0.7160000000000011,-0.2530000000000001,-0.29499999999999815,1.3270000000000017,0.5399999999999991,2.585000000000001,2.0279999999999996,317.06,-149.26,221.32,86.43,10.049999999999997,25.58,5.42,-6.720000000000001,-15.66,-61.92,-137.62,201.43,0.3699999999999992,-1.2699999999999996,-0.9399999999999977,1.5670000000000002,1.6030000000000002,0.08000000000000007,0.16600000000000037,1.3360000000000003,0.9909999999999997,-0.5999999999999996,-0.39000000000000057,1.4539999999999988,98.33000000000004,317.83,24.229999999999997,-215.22000000000003,0.6850000000000005,-0.6050000000000004,1.8689999999999998,497.06999999999994,19.61
