id,accessURI,thumbnailAccessURI,goodQualityAccessURI,Owner,providerManagedID,associatedSpecimenReference
37998,https://bisque.cyverse.org/image_service/image/00-Xy8zsqN9TBuhw8WdELdhK8/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-Xy8zsqN9TBuhw8WdELdhK8/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-Xy8zsqN9TBuhw8WdELdhK8/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:db06611c-92f5-4978-8b85-44109f4109e0,http://cch2.org/portal/collections/individual/index.php?occid=37998
42672,https://bisque.cyverse.org/image_service/image/00-tw4wNsDNNZsEc6b35eroNY/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-tw4wNsDNNZsEc6b35eroNY/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-tw4wNsDNNZsEc6b35eroNY/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:187c9213-4e29-4e7c-9098-557a7e933cea,http://cch2.org/portal/collections/individual/index.php?occid=42672
44681,https://bisque.cyverse.org/image_service/image/00-BLdQsWLgdQPrSJNRLJyFCh/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-BLdQsWLgdQPrSJNRLJyFCh/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-BLdQsWLgdQPrSJNRLJyFCh/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:93332622-dbd0-45a4-91fe-2d30ddeb1e98,http://cch2.org/portal/collections/individual/index.php?occid=44681
52573,https://bisque.cyverse.org/image_service/image/00-KrL2hknTHkazYGv6cdk7vQ/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-KrL2hknTHkazYGv6cdk7vQ/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-KrL2hknTHkazYGv6cdk7vQ/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:eadb04c7-f724-42c0-a3b3-8369698dfc41,http://cch2.org/portal/collections/individual/index.php?occid=52573
58338,https://bisque.cyverse.org/image_service/image/00-zhFXxVaDPin9WjmKNpirG/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-zhFXxVaDPin9WjmKNpirG/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-zhFXxVaDPin9WjmKNpirG/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:d07ea537-3093-454e-a857-0653c1423106,http://cch2.org/portal/collections/individual/index.php?occid=58338
59062,https://bisque.cyverse.org/image_service/image/00-8CwYFqPc2NwfDx2aDkxEJP/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-8CwYFqPc2NwfDx2aDkxEJP/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-8CwYFqPc2NwfDx2aDkxEJP/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:01796d98-00b4-4fa9-aa1d-fac41b8286d6,http://cch2.org/portal/collections/individual/index.php?occid=59062
63687,https://bisque.cyverse.org/image_service/image/00-9LXXKX6jbWeXPgm4pKeiUi/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-9LXXKX6jbWeXPgm4pKeiUi/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-9LXXKX6jbWeXPgm4pKeiUi/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:17bfab8c-ecb9-49cb-91d3-23718d7e374f,http://cch2.org/portal/collections/individual/index.php?occid=63687
65199,https://bisque.cyverse.org/image_service/image/00-UPypogD3HjRhk8uG3SibuC/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-UPypogD3HjRhk8uG3SibuC/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-UPypogD3HjRhk8uG3SibuC/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:41699c6e-889e-4485-8376-0379d12101c2,http://cch2.org/portal/collections/individual/index.php?occid=65199
70368,https://bisque.cyverse.org/image_service/image/00-5TumKBn6R93XG9KQm2sieK/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-5TumKBn6R93XG9KQm2sieK/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-5TumKBn6R93XG9KQm2sieK/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:8f59ec1a-2a1b-4f6f-8228-8b246ab1cfdf,http://cch2.org/portal/collections/individual/index.php?occid=70368
70425,https://bisque.cyverse.org/image_service/image/00-DmeJnV3NDyk99SFu4MCRjM/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-DmeJnV3NDyk99SFu4MCRjM/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-DmeJnV3NDyk99SFu4MCRjM/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:7dbb5a0c-d4af-4777-a32b-2b8b31866a37,http://cch2.org/portal/collections/individual/index.php?occid=70425
76240,https://bisque.cyverse.org/image_service/image/00-6jgRXjYg3F6v6FVQm7EYjR/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-6jgRXjYg3F6v6FVQm7EYjR/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-6jgRXjYg3F6v6FVQm7EYjR/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:a484acc9-1429-40c8-a0fe-96d329b0ef81,http://cch2.org/portal/collections/individual/index.php?occid=76240
79215,https://bisque.cyverse.org/image_service/image/00-yYgsY7WVccaaEvb7XfC46h/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-yYgsY7WVccaaEvb7XfC46h/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-yYgsY7WVccaaEvb7XfC46h/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:1c819b87-1073-41ac-bffe-f01497d846a9,http://cch2.org/portal/collections/individual/index.php?occid=79215
84545,https://bisque.cyverse.org/image_service/image/00-SEPDfPp2s2F2DJGPGxJYqZ/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-SEPDfPp2s2F2DJGPGxJYqZ/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-SEPDfPp2s2F2DJGPGxJYqZ/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:c4c7e4c2-de3f-4026-9598-7ce8f001984e,http://cch2.org/portal/collections/individual/index.php?occid=84545
91202,https://bisque.cyverse.org/image_service/image/00-kQk4shAuRkGshDNYfXW8MD/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-kQk4shAuRkGshDNYfXW8MD/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-kQk4shAuRkGshDNYfXW8MD/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:a8ee0890-9749-4bf1-bc9f-41372c3ae742,http://cch2.org/portal/collections/individual/index.php?occid=91202
93167,https://bisque.cyverse.org/image_service/image/00-BRLtzmBSHLpqWm85YpCXBk/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-BRLtzmBSHLpqWm85YpCXBk/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-BRLtzmBSHLpqWm85YpCXBk/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:d7b0a197-8151-411a-b388-02cd8a846934,http://cch2.org/portal/collections/individual/index.php?occid=93167
99519,https://bisque.cyverse.org/image_service/image/00-hA4wmZEuMyHicWqzhwUUtU/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-hA4wmZEuMyHicWqzhwUUtU/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-hA4wmZEuMyHicWqzhwUUtU/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:d01d7ce2-462d-4f3c-91f6-e93d1cc1b711,http://cch2.org/portal/collections/individual/index.php?occid=99519
104876,https://bisque.cyverse.org/image_service/image/00-jud4UHTFQbQQswjWaF5pKA/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-jud4UHTFQbQQswjWaF5pKA/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-jud4UHTFQbQQswjWaF5pKA/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:a7fad9b5-420b-42c6-8247-684d49d58bae,http://cch2.org/portal/collections/individual/index.php?occid=104876
111939,https://bisque.cyverse.org/image_service/image/00-xpz4Bb8R6TroWnqtTrX5ci/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-xpz4Bb8R6TroWnqtTrX5ci/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-xpz4Bb8R6TroWnqtTrX5ci/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:23bea522-ddce-4950-a319-64af8b521c7a,http://cch2.org/portal/collections/individual/index.php?occid=111939
112404,https://bisque.cyverse.org/image_service/image/00-bP5LfomCPBrZJsdttqqQxm/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-bP5LfomCPBrZJsdttqqQxm/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-bP5LfomCPBrZJsdttqqQxm/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:a924e022-e3a6-4e43-8d79-ec0f17117a7f,http://cch2.org/portal/collections/individual/index.php?occid=112404
113691,https://bisque.cyverse.org/image_service/image/00-zHSMdK739pYWWR9QxhBtNa/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-zHSMdK739pYWWR9QxhBtNa/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-zHSMdK739pYWWR9QxhBtNa/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:5a7a76cd-d1db-4bb7-82c1-d5e583afb5a1,http://cch2.org/portal/collections/individual/index.php?occid=113691
114052,https://bisque.cyverse.org/image_service/image/00-g4ocvmmGx3WMAYCLzL4DoP/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-g4ocvmmGx3WMAYCLzL4DoP/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-g4ocvmmGx3WMAYCLzL4DoP/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:86259dbb-f171-48b0-8f97-b3282da7bcb1,http://cch2.org/portal/collections/individual/index.php?occid=114052
125161,https://bisque.cyverse.org/image_service/image/00-8jt6XsHHC3pZgPZH6sqsCM/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-8jt6XsHHC3pZgPZH6sqsCM/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-8jt6XsHHC3pZgPZH6sqsCM/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:9393bf24-899d-4fdf-a1c0-ae8421a2f9d4,http://cch2.org/portal/collections/individual/index.php?occid=125161
127054,https://bisque.cyverse.org/image_service/image/00-zchvzjHYLuu2ZgYeUYYBq8/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-zchvzjHYLuu2ZgYeUYYBq8/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-zchvzjHYLuu2ZgYeUYYBq8/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:fc92a2a8-24a7-40e2-bc6f-9ab7edde7b87,http://cch2.org/portal/collections/individual/index.php?occid=127054
127595,https://bisque.cyverse.org/image_service/image/00-9evaxvnBNaM9nkMDCNK5Yj/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-9evaxvnBNaM9nkMDCNK5Yj/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-9evaxvnBNaM9nkMDCNK5Yj/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:fbd167a8-a7bf-4f5d-b290-6657bfa3e3cf,http://cch2.org/portal/collections/individual/index.php?occid=127595
127641,https://bisque.cyverse.org/image_service/image/00-nUd7bUCqnTtdeEjfcZnxZe/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-nUd7bUCqnTtdeEjfcZnxZe/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-nUd7bUCqnTtdeEjfcZnxZe/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:2024a4f7-aa6a-4c3c-8371-9cf724726af5,http://cch2.org/portal/collections/individual/index.php?occid=127641
130538,https://bisque.cyverse.org/image_service/image/00-KNYjBwonVQKRZ5v6B5aCJf/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-KNYjBwonVQKRZ5v6B5aCJf/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-KNYjBwonVQKRZ5v6B5aCJf/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:05e90378-78d5-4335-8967-8f338811d560,http://cch2.org/portal/collections/individual/index.php?occid=130538
132327,https://bisque.cyverse.org/image_service/image/00-PUFQTSejfcDRDSj7YPXofK/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-PUFQTSejfcDRDSj7YPXofK/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-PUFQTSejfcDRDSj7YPXofK/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:e388b028-6bc0-4ff3-b3d2-929c4e9d1693,http://cch2.org/portal/collections/individual/index.php?occid=132327
133171,https://bisque.cyverse.org/image_service/image/00-WvvEBu4U5foD4bbeGTDfLG/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-WvvEBu4U5foD4bbeGTDfLG/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-WvvEBu4U5foD4bbeGTDfLG/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:c511461f-0bdb-4a2f-9a3f-5ec1ce112272,http://cch2.org/portal/collections/individual/index.php?occid=133171
133513,https://bisque.cyverse.org/image_service/image/00-fhGFSiccE4ahTWf989KRoQ/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-fhGFSiccE4ahTWf989KRoQ/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-fhGFSiccE4ahTWf989KRoQ/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:3022c452-0e36-4459-869f-3937e095d496,http://cch2.org/portal/collections/individual/index.php?occid=133513
141596,https://bisque.cyverse.org/image_service/image/00-Da8EDXQQiMJqrcDy9Wmb3G/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-Da8EDXQQiMJqrcDy9Wmb3G/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-Da8EDXQQiMJqrcDy9Wmb3G/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:28b7f0f7-ff08-473f-afb0-56e346b9b650,http://cch2.org/portal/collections/individual/index.php?occid=141596
149846,https://bisque.cyverse.org/image_service/image/00-yqyBYw5yzwd4tuBpa9Popn/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-yqyBYw5yzwd4tuBpa9Popn/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-yqyBYw5yzwd4tuBpa9Popn/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:363753c2-1bb2-4af3-86f7-e279d43c53e6,http://cch2.org/portal/collections/individual/index.php?occid=149846
156099,https://bisque.cyverse.org/image_service/image/00-ytF7sSBGXk2gLV7oEM7kZe/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-ytF7sSBGXk2gLV7oEM7kZe/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-ytF7sSBGXk2gLV7oEM7kZe/resize:1250/format:jpeg,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)",urn:uuid:8eb3b92c-2559-4b91-a917-61c209b7f33c,http://cch2.org/portal/collections/individual/index.php?occid=156099
196188,https://api.idigbio.org/v2/media/a3a86c7d669d96eabc46b6729889a1ab,https://api.idigbio.org/v2/media/a3a86c7d669d96eabc46b6729889a1ab?size=thumbnail,https://api.idigbio.org/v2/media/a3a86c7d669d96eabc46b6729889a1ab?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:e612db26-5086-413e-9124-b9b4fd1ff4e2,http://cch2.org/portal/collections/individual/index.php?occid=196188
196189,https://api.idigbio.org/v2/media/50b4f9ca91ea61a90fbfc76b40871fe3,https://api.idigbio.org/v2/media/50b4f9ca91ea61a90fbfc76b40871fe3?size=thumbnail,https://api.idigbio.org/v2/media/50b4f9ca91ea61a90fbfc76b40871fe3?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:c083e2a4-8e5e-4ec6-8d85-5cd6ec8be432,http://cch2.org/portal/collections/individual/index.php?occid=196189
196190,https://api.idigbio.org/v2/media/6d52371369756aa07e573c1e83fa26b7,https://api.idigbio.org/v2/media/6d52371369756aa07e573c1e83fa26b7?size=thumbnail,https://api.idigbio.org/v2/media/6d52371369756aa07e573c1e83fa26b7?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:92903ad7-2eaf-4705-a670-e329cac8e4f2,http://cch2.org/portal/collections/individual/index.php?occid=196190
196191,https://api.idigbio.org/v2/media/062c55c53e02244a15df0696ba9aebc4,https://api.idigbio.org/v2/media/062c55c53e02244a15df0696ba9aebc4?size=thumbnail,https://api.idigbio.org/v2/media/062c55c53e02244a15df0696ba9aebc4?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:cae1d6c6-d025-4e11-89af-2631dfa6191c,http://cch2.org/portal/collections/individual/index.php?occid=196191
196192,https://api.idigbio.org/v2/media/7a4d355f6fa3b33613a1fbe22a9ea24c,https://api.idigbio.org/v2/media/7a4d355f6fa3b33613a1fbe22a9ea24c?size=thumbnail,https://api.idigbio.org/v2/media/7a4d355f6fa3b33613a1fbe22a9ea24c?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:9b6e2a4d-a63a-4a2e-8996-7b3df14d5456,http://cch2.org/portal/collections/individual/index.php?occid=196192
196193,https://api.idigbio.org/v2/media/8f0b493fe32bac2505b296350052901a,https://api.idigbio.org/v2/media/8f0b493fe32bac2505b296350052901a?size=thumbnail,https://api.idigbio.org/v2/media/8f0b493fe32bac2505b296350052901a?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:8459240d-a94b-4db6-8eed-77ac72a727f9,http://cch2.org/portal/collections/individual/index.php?occid=196193
196194,https://api.idigbio.org/v2/media/bb0d6c8c1aa6eefa805fbc9cd71e75b3,https://api.idigbio.org/v2/media/bb0d6c8c1aa6eefa805fbc9cd71e75b3?size=thumbnail,https://api.idigbio.org/v2/media/bb0d6c8c1aa6eefa805fbc9cd71e75b3?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:3e6b3df0-f203-4d8e-90be-a3b2a0a94154,http://cch2.org/portal/collections/individual/index.php?occid=196194
196195,https://api.idigbio.org/v2/media/beab863b6820bd1508d39f36bff84641,https://api.idigbio.org/v2/media/beab863b6820bd1508d39f36bff84641?size=thumbnail,https://api.idigbio.org/v2/media/beab863b6820bd1508d39f36bff84641?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:430e52f0-1a31-4441-a3f3-5e608676a1d2,http://cch2.org/portal/collections/individual/index.php?occid=196195
196196,https://api.idigbio.org/v2/media/96c6c8492fc841219fc3a7d5a20a7140,https://api.idigbio.org/v2/media/96c6c8492fc841219fc3a7d5a20a7140?size=thumbnail,https://api.idigbio.org/v2/media/96c6c8492fc841219fc3a7d5a20a7140?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:c15de719-2db7-4bd6-9c75-3f1062cf39a2,http://cch2.org/portal/collections/individual/index.php?occid=196196
196197,https://api.idigbio.org/v2/media/95df05ed4d6bd0317a20521a64411636,https://api.idigbio.org/v2/media/95df05ed4d6bd0317a20521a64411636?size=thumbnail,https://api.idigbio.org/v2/media/95df05ed4d6bd0317a20521a64411636?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:23cf9d70-3ffe-4105-b68c-c55157327af2,http://cch2.org/portal/collections/individual/index.php?occid=196197
196198,https://api.idigbio.org/v2/media/7d9084cab86e37ca76fc0605a5cd9348,https://api.idigbio.org/v2/media/7d9084cab86e37ca76fc0605a5cd9348?size=thumbnail,https://api.idigbio.org/v2/media/7d9084cab86e37ca76fc0605a5cd9348?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:28c53fec-58e7-4402-b4ff-e3fb3d9c4736,http://cch2.org/portal/collections/individual/index.php?occid=196198
196199,https://api.idigbio.org/v2/media/d84c9286beafe9e360776e25a9c1803a,https://api.idigbio.org/v2/media/d84c9286beafe9e360776e25a9c1803a?size=thumbnail,https://api.idigbio.org/v2/media/d84c9286beafe9e360776e25a9c1803a?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:754e4e12-5066-48f1-a092-7b6bf0c8064a,http://cch2.org/portal/collections/individual/index.php?occid=196199
196200,https://api.idigbio.org/v2/media/44cff8a37067110a1586ca9ef66d87b2,https://api.idigbio.org/v2/media/44cff8a37067110a1586ca9ef66d87b2?size=thumbnail,https://api.idigbio.org/v2/media/44cff8a37067110a1586ca9ef66d87b2?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:4e143712-9da5-4410-bccf-621eed2bdf09,http://cch2.org/portal/collections/individual/index.php?occid=196200
196202,https://api.idigbio.org/v2/media/723dd608930e085e0b36a0476f78988d,https://api.idigbio.org/v2/media/723dd608930e085e0b36a0476f78988d?size=thumbnail,https://api.idigbio.org/v2/media/723dd608930e085e0b36a0476f78988d?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:0a83da0f-bbd1-4d72-b181-973946fc2105,http://cch2.org/portal/collections/individual/index.php?occid=196202
196203,https://api.idigbio.org/v2/media/4743da269ebf2e6fd3e6744708dc4270,https://api.idigbio.org/v2/media/4743da269ebf2e6fd3e6744708dc4270?size=thumbnail,https://api.idigbio.org/v2/media/4743da269ebf2e6fd3e6744708dc4270?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:34a3d566-bd87-4699-bcda-4d33fb8242cd,http://cch2.org/portal/collections/individual/index.php?occid=196203
196204,https://api.idigbio.org/v2/media/4baac69d0c0f499c6a6d958d0dc6e539,https://api.idigbio.org/v2/media/4baac69d0c0f499c6a6d958d0dc6e539?size=thumbnail,https://api.idigbio.org/v2/media/4baac69d0c0f499c6a6d958d0dc6e539?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:51f77f94-6295-42bd-b351-6a3d955bdf4f,http://cch2.org/portal/collections/individual/index.php?occid=196204
196205,https://api.idigbio.org/v2/media/8b9e1076bc3d9a77eb50227885446dd7,https://api.idigbio.org/v2/media/8b9e1076bc3d9a77eb50227885446dd7?size=thumbnail,https://api.idigbio.org/v2/media/8b9e1076bc3d9a77eb50227885446dd7?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:f795c70d-de56-4736-a596-7eb594489530,http://cch2.org/portal/collections/individual/index.php?occid=196205
196206,https://api.idigbio.org/v2/media/45c423af988c4eef555d09d540883bb3,https://api.idigbio.org/v2/media/45c423af988c4eef555d09d540883bb3?size=thumbnail,https://api.idigbio.org/v2/media/45c423af988c4eef555d09d540883bb3?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:3b3bbdf6-cc0e-4a73-8dc0-32a8d47f5ec3,http://cch2.org/portal/collections/individual/index.php?occid=196206
196207,https://api.idigbio.org/v2/media/b7dcf05113a65c22a0ea6cb94d027e95,https://api.idigbio.org/v2/media/b7dcf05113a65c22a0ea6cb94d027e95?size=thumbnail,https://api.idigbio.org/v2/media/b7dcf05113a65c22a0ea6cb94d027e95?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:eb337a07-d3d2-4f46-92e0-390fdbc85930,http://cch2.org/portal/collections/individual/index.php?occid=196207
196209,https://api.idigbio.org/v2/media/727e2695c2925898d74a701c8f5b4534,https://api.idigbio.org/v2/media/727e2695c2925898d74a701c8f5b4534?size=thumbnail,https://api.idigbio.org/v2/media/727e2695c2925898d74a701c8f5b4534?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:acda8864-f236-4fe8-90b8-eb6a9b726af7,http://cch2.org/portal/collections/individual/index.php?occid=196209
196210,https://api.idigbio.org/v2/media/24f8e51d871c771231933114ccf98e56,https://api.idigbio.org/v2/media/24f8e51d871c771231933114ccf98e56?size=thumbnail,https://api.idigbio.org/v2/media/24f8e51d871c771231933114ccf98e56?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:75075dbd-d9d3-46f0-934b-82c1500a541a,http://cch2.org/portal/collections/individual/index.php?occid=196210
196211,https://api.idigbio.org/v2/media/51fd928f55e1bac856a67f95d829416c,https://api.idigbio.org/v2/media/51fd928f55e1bac856a67f95d829416c?size=thumbnail,https://api.idigbio.org/v2/media/51fd928f55e1bac856a67f95d829416c?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:56e69c3f-1868-4982-adf0-cf2ad374dfe2,http://cch2.org/portal/collections/individual/index.php?occid=196211
196212,https://api.idigbio.org/v2/media/8d3097fd2468dc9f412c8cc192a3adf8,https://api.idigbio.org/v2/media/8d3097fd2468dc9f412c8cc192a3adf8?size=thumbnail,https://api.idigbio.org/v2/media/8d3097fd2468dc9f412c8cc192a3adf8?size=webview,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)",urn:uuid:6f940e3e-11c6-4699-877d-935fd1ebf906,http://cch2.org/portal/collections/individual/index.php?occid=196212
