specimen_number,mean_PI,mean_buds,mean_flowers,mean_spent,mean_immature,mean_mature,flowers_present,fruit_present
HSC201485,1.666666667,1,2,0,0,0,y,n
HSC201486,2.75,1,1,0,2,0,y,y
HSC201487,2.282894737,12.333333333333334,8,3,5,2,y,y
HSC201488,2.47826087,18,10,5,4,9,y,y
HSC201489,2.4476190475714286,0.5714285714285714,2,0.5714285714285714,1,0,y,y
HSC201492,2.5504761906,2.2,2.4,1.4,2.6,0.6,y,y
HSC201493,1.8814102565000002,5,5.5,0.5,1.5,0,y,y
HSC201494,2.061904762,2.6,3.6,1.2,1,0.2,y,y
HSC201495,NA,0,0.75,0,0,0,y,n
HSC201496,2.66726190475,4,4.25,3,4,0.75,y,y
HSC201497,2.884615385,15,13,27,12,11,y,y
HSC201498,1.5555555556666667,0.6666666666666666,1,0,0,0,y,n
HSC201499,2.789473684,3,6,3,6,1,y,y
HSC201502,2.337037037,1.3333333333333333,2.888888888888889,1,1,0.1111111111111111,y,y
HSC201503,2.226415094,22,13,4,12,2,y,y
HSC201504,1.5,1,1,0,0,0,y,n
HSC201505,2.216666666666667,1,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,y,y
HSC201506,1.6,2.25,1.5,0.5,0.25,0,y,y
HSC201507,1.888095238,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,0,y,y
HSC201509,2.526315789,6,3,5,4,1,y,y
HSC201510,2.995370370333333,2,2,0.6666666666666666,4,1,y,y
HSC201512,2.6597222225,9.5,11.5,15.5,16,1.5,y,y
HSC201513,3.114718615,5.5,5,2,9.5,5,y,y
HSC201514,3.909090909,0,2,11,8,12,y,y
HSC201515,1.65277777775,1.4166666666666667,0.9166666666666666,0.5,0,0,y,n
HSC201516,1.9365079365,2.25,2.5,1,0.75,0,y,y
HSC201517,2.970238095,2,2.5,2,4,5,y,y
HSC201518,2.488095238,28,22,9,15,10,y,y
