ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH
SBBG127800,2003,34.5767,-118.8861,885,14.7,23.8,7.4,16.3,501,20,49.3,1195.2,32,3606,1800,589,314,90,327,236,4,-14.5,44.5,-9999,1326,996,55
SBBG48273,1973,34.4293,-119.706,66,15.1,19,11.7,7.4,400,12,62.8,1649.6,11,3624,1344,234,356,19,356,337,1,-5.4,38.4,-9999,1134,816,63
SBBG64774,1928,34.4895,-120.225,133,14.4,18,11.3,6.7,413,15,59,1164.9,13,3343,1545,150,355,23,356,333,1,-5.6,37.5,-9999,1083,753,65
SBBG81949,1950,34.9712,-119.4556,837,14.4,23.1,7.6,15.6,197,14,124,1662.4,33,3488,1833,503,302,99,316,218,1,-15.7,42.8,-9999,1379,1183,51
SBBG82469,1955,34.6515,-120.3135,194,14.9,19.1,10.7,8.4,390,14,63.8,1363,14,3542,1448,246,340,54,341,286,1,-9.7,39.7,-9999,1274,937,55
UCSB12894,1962,33.5173,-117.5955,85,17.3,22.9,12.7,10.1,312,17,87.5,1322.2,8,4436,956,659,361,11,361,350,0,-3.5,43,-9999,1362,1052,59
UCSB48119,1982,33.531,-117.5892,110,17.3,23,12.6,10.3,321,18,85.1,1270,8,4435,966,667,360,14,360,346,0,-4.1,43.1,-9999,1373,1054,58
UCSB5334,1958,34.2302,-118.1816,659,16.5,23.9,10.7,13.1,535,30,49.6,795.1,13,4182,1243,678,354,29,355,326,1,-6.1,42.5,17.6,1306,913,60
UCSB5339,1935,34.1992,-117.7796,826,15.8,23.5,10,13.6,615,36,42,653.8,17,3952,1418,612,345,49,350,300,2,-8.5,42.3,-9999,1291,880,59
UC571709,1935,37.3424,-121.6406,1193,12.9,21.3,6.3,15,589,33,38.9,653,48,3003,2206,344,335,59,342,283,8,-10.9,37.7,17.7,946,646,72
UCD40102,1970,38.1995,-120.3288,717,14.5,24.4,6.2,18.2,822,53,29.8,464.2,43,3567,1942,653,294,108,315,207,9,-16.8,45.8,-9999,1335,932,51
UC1069198,1936,38.1934,-122.9514,40,12.3,14.6,8.4,6.1,818,33,27.2,435.2,24,2613,2168,45,338,56,337,280,4,-10.4,33.3,-9999,924,536,66
POM13005,1922,33.701,-116.7105,1450,13.3,22.3,6.4,15.9,503,68,46.4,328.8,46,3160,2135,416,278,125,311,187,6,-18.8,41.2,-9999,1328,904,52
RSA660848,1988,34.2833,-118.1205,1689,13.4,23.1,6,17.1,730,31,32.1,737.7,50,3225,2143,479,327,74,337,263,11,-11.8,39.2,15.1,1062,737,69
UCSB71124,NA,35.7269,-118.5458,1663,10.3,20.7,2.1,18.6,656,49,30.9,421,139,2352,3057,236,232,139,290,152,49,-24,38,-9999,1109,749,56
OBI42757,1969,33.9662,-117.3194,402,17.3,25,11.1,13.9,255,21,107.3,1179.9,12,4475,1101,831,346,43,347,304,0,-8.5,45.5,-9999,1503,1248,52
SD10392,1935,32.8442,-117.2525,172,16.6,21.2,12.8,8.3,294,17,90.6,1254.9,8,4167,1027,465,364,0,363,363,0,-2.3,38.6,-9999,1091,803,69
SD10785,1935,32.6589,-116.1008,871,15.7,25.2,8.5,16.7,299,43,85.9,581.3,25,3958,1582,735,311,95,323,228,1,-13.8,44.2,-9999,1525,1228,49
JEPS3134,1915,36.4771,-118.8566,395,16.6,27.1,7.7,19.4,551,41,48.2,666.9,27,4272,1519,987,327,73,332,259,3,-13,44.3,-9999,1403,1012,55
JEPS35787,1964,38.2871,-122.4932,32,14.6,20,8.2,11.8,685,25,35.9,807.2,24,3494,1610,349,333,66,333,267,4,-11.3,41.2,-9999,1255,894,55
RSA182182,1963,34.1678,-117.6861,774,15.9,23.6,10,13.6,588,34,44.1,693.7,17,3988,1394,627,342,55,346,291,2,-9.2,42.8,-9999,1337,923,57
JEPS60186,1969,33.5501,-116.9091,679,16.6,24.9,9.9,15,318,34,83.7,730.9,16,4239,1309,789,330,73,337,264,1,-11.7,45.4,-9999,1555,1245,49
HSC13584,1930,40.4433,-123.6821,757,11.6,19.5,5.1,14.4,1660,125,13,155.3,64,2581,2533,202,286,125,313,188,35,-17.1,39.3,-9999,1062,588,58
HSC27545,1973,40.8499,-123.4799,308,13.2,22.4,5,17.4,1114,83,20.9,271.3,56,3148,2181,434,289,120,308,188,20,-17.2,43.9,-9999,1264,836,51
HSC13594,1964,39.1379,-122.9099,407,13.7,22.7,6.1,16.6,812,39,29.1,588.8,45,3254,2044,443,283,117,298,181,11,-17.8,43.5,-9999,1338,957,48
HSC13595,1930,38.7003,-122.6051,428,14.9,23.6,7.4,16.2,1073,37,23.2,641.9,32,3640,1746,585,331,72,336,264,9,-11.4,42.5,-9999,1247,858,58
HSC34570,1975,38.8423,-122.7494,731,13.7,22.7,6.6,16.1,1402,51,16.9,445.9,43,3279,2034,468,323,82,335,253,17,-12.1,40.7,-9999,1110,700,62
RSA336454,1978,34.2042,-117.1435,1612,11.9,21.5,4.4,17.2,714,64,30.7,335,75,2747,2548,311,270,125,306,181,19,-19.6,38.7,-9999,1169,764,58
SBBG17321,1963,34.486,-119.5638,684,15.4,22.4,10.3,12.2,634,15,40,1464.9,17,3779,1436,463,347,44,349,305,2,-6.8,43.6,-9999,1324,956,57
POM289744,1936,38.5885,-122.4007,266,14.6,22.7,7.4,15.3,843,29,29.2,793.9,31,3551,1744,499,325,79,329,251,6,-12.7,42.2,-9999,1269,896,55
UCSB49250,1984,34.7219,-119.9544,1217,14.9,23.7,8.5,15.3,667,21,37.3,1148,29,3647,1734,577,342,52,348,295,4,-7.1,42.2,-9999,1179,848,65
UC702011,1943,33.7415,-117.4298,370,17.6,25.4,11.5,13.9,279,17,99.2,1456.1,11,4582,1045,881,349,40,350,311,0,-7.7,46.2,-9999,1556,1288,51
RSA51250,1950,37.7147,-122.3908,39,14,17,9.9,7.2,515,20,46.6,872.2,16,3217,1655,136,360,8,360,352,1,-4.8,35.5,-9999,936,628,71
UC480616,1928,36.8884,-121.6394,32,14.2,18.3,9.6,8.6,460,24,52.7,775.6,18,3325,1611,198,336,62,336,275,1,-10.4,38.7,-9999,1191,846,57
OBI31239,1979,35.1978,-120.6621,186,14,17.4,10.5,6.8,461,18,52.2,982.2,15,3239,1634,131,345,44,345,301,1,-8.3,37.2,-9999,1124,769,61
OBI31240,1979,35.1978,-120.6621,186,14,17.4,10.5,6.8,461,18,52.2,982.2,15,3239,1634,131,345,44,345,301,1,-8.3,37.2,-9999,1124,769,61
SFV16101,1995,34.2952,-118.166,1133,15.1,24.1,8.2,15.9,621,30,40.4,800.5,27,3730,1686,616,338,60,343,282,3,-10,41.6,15.8,1230,867,62
RSA226948,1971,34.2021,-117.4853,1376,13.7,22.6,6.8,15.8,924,57,25.7,398.3,40,3279,2024,445,316,93,329,237,10,-13.7,40.2,-9999,1204,793,60
RSA421377,1979,34.2909,-118.1705,1133,15.1,24,8.2,15.8,621,30,40.4,797.4,26,3734,1677,612,339,58,343,285,3,-9.7,41.6,15.7,1227,866,63
RSA598950,1970,34.1592,-117.8279,478,17,23.8,11.6,12.2,518,32,52.1,736.6,11,4337,1104,707,354,28,357,328,1,-6.2,42.9,-9999,1374,968,57
SEINET3156484,1950,34.3442,-118.5313,554,16.9,24.3,11,13.4,446,17,60.4,1457.6,12,4312,1164,736,357,23,357,334,1,-5.4,44.1,16.1,1358,1021,59
RSA222969,1971,34.1773,-117.5361,770,15.8,23.9,9.4,14.5,676,42,38.2,567.8,19,3954,1461,645,335,67,341,274,2,-10.7,43,-9999,1375,949,55
RSA608634,1931,34.0771,-117.7664,300,17.3,23.6,11.8,11.8,387,17,70.5,1407.5,10,4431,1027,726,352,30,352,322,0,-7,43.3,-9999,1443,1100,54
RSA721505,1995,34.2089,-117.6665,1216,13.7,22.5,7.1,15.4,728,44,32.6,513.1,38,3270,2009,431,310,99,326,227,7,-14.5,40.2,17.7,1217,816,59
RSA79215,1952,34.1292,-117.7423,487,16.9,23.7,11.3,12.3,452,23,59.4,1018.8,11,4285,1136,688,352,34,353,319,1,-7.1,43.3,-9999,1403,1030,55
CHSC31077,1980,39.5506,-121.3803,324,15.6,25.6,6.8,18.9,1074,67,23.8,383.7,33,3915,1676,779,327,71,332,261,9,-13.4,43.4,-9999,1280,843,56
CHSC32094,1973,39.3958,-121.3619,278,15.6,25.9,6.9,18.9,868,51,29.5,503.3,31,3928,1646,767,328,69,332,262,6,-13.4,41.6,-9999,1283,882,56
CHSC32915,1980,39.1,-122.4956,1039,14.2,24.2,6.2,18,891,39,27.1,615.3,45,3453,1994,590,325,78,334,256,12,-12.1,40.9,16,1148,806,62
CHSC40119,1985,38.9322,-123.3072,258,14.1,21.4,8,13.3,1153,46,20.9,468.4,29,3346,1812,379,322,87,326,239,7,-11.9,43.7,-9999,1238,800,54
CHSC43315,1977,39.2664,-121.8131,78,16.1,26,6.9,19,502,26,52,989.5,30,4097,1544,846,332,63,331,268,4,-12.7,43,16,1334,1029,55
CHSC56643,1977,39.8531,-122.5733,324,16.4,27.3,6.7,20.6,586,46,45,593.5,32,4204,1580,980,332,64,332,269,4,-13.6,43,-9999,1271,926,59
CHSC59547,1992,39.0364,-122.6922,615,14.4,23.8,6.6,17.2,757,28,32.2,836.6,39,3493,1908,569,312,93,320,227,8,-14.7,42.8,16.4,1243,897,56
CHSC700,1947,38.8917,-121.2919,51,16.1,25.5,7.1,18.4,525,29,49.8,881.1,29,4105,1520,832,338,53,337,283,3,-11.2,42.9,-9999,1317,992,57
CHSC9270,1971,39.8919,-121.9189,92,16.4,26.4,7,19.4,586,47,45,565.9,30,4188,1524,917,330,65,330,265,4,-12.9,43.8,-9999,1333,987,55
HSC66012,1980,39.1,-122.4956,1039,14.2,24.2,6.2,18,891,39,27.1,615.3,45,3453,1994,590,325,78,334,256,12,-12.1,40.9,16,1148,806,62
JEPS110841,1977,38.3801,-122.2904,150,14.8,21.4,7.9,13.5,655,22,37.9,967.6,26,3587,1612,433,337,59,338,279,4,-11,41.1,-9999,1239,893,57
JEPS21155,1936,38.4456,-120.8816,240,15.5,24.8,7,17.8,594,32,43,784.4,31,3885,1632,711,331,66,333,268,4,-12.5,43.2,-9999,1325,964,55
SD28536,1941,33.2115,-116.5124,1262,14.5,24.1,6.8,17.3,348,59,70.4,409.1,37,3555,1880,594,316,89,329,240,3,-14.3,41.2,19,1312,980,58
UC1039812,1956,37.1484,-119.5052,311,16,26.7,7,19.6,464,26,56,1013,32,4072,1630,886,307,95,320,225,3,-16,44.8,-9999,1466,1117,49
UC1069167,1934,39.2444,-121.846,140,16,26,7,19,505,25,51.5,1019.6,30,4072,1556,831,331,63,331,268,4,-12.9,42.8,-9999,1325,1018,56
UC1069169,1938,37.2384,-121.5034,704,14.5,22.8,7.2,15.6,513,22,47.7,1056.8,33,3515,1817,522,330,74,341,267,4,-12.3,40.9,16.3,1203,881,60
UC1069170,1935,34.4173,-117.3205,1000,15.2,25.5,6.8,18.7,207,23,122,1119.7,35,3820,1763,741,298,98,318,219,2,-17.3,43,18.5,1429,1223,51
UC1069171,1935,34.9798,-118.8973,321,18,28.2,8.7,19.5,196,15,142.6,1927.2,19,4761,1208,1191,347,40,344,304,1,-9.8,44.1,-9999,1444,1247,58
UC1069173,1935,34.7257,-118.5443,1207,14.5,24.9,6.2,18.8,476,31,51.3,800.5,44,3572,1961,668,323,76,331,256,6,-13.3,41.4,-9999,1174,856,64
UC1069174,1934,34.757,-119.4104,1136,13.7,23,5.9,17.1,278,19,85.3,1224.1,48,3318,2059,499,253,130,292,162,4,-22,47.9,16.7,1530,1259,42
UC1069177,1936,38.4456,-120.8816,240,15.5,24.8,7,17.8,594,32,43,784.4,31,3885,1632,711,331,66,333,268,4,-12.5,43.2,16.4,1325,964,55
UC1069178,1936,37.8076,-120.5144,348,16.1,25.6,7.9,17.6,537,28,48.6,908.6,25,4066,1516,792,337,60,336,276,3,-10.2,43.5,17.1,1337,977,56
UC1069179,1936,37.7178,-120.3792,252,16.4,26.3,7.7,18.6,433,20,60.9,1296.5,27,4186,1493,889,331,67,332,265,2,-12.1,44,-9999,1398,1062,54
UC1069180,1936,37.9372,-120.2759,784,14.2,24.1,6.3,17.8,812,49,29.8,491,42,3464,1968,582,301,101,316,214,9,-16.5,43.8,16.9,1278,868,54
UC1069182,1935,37.3962,-120.0587,457,15.8,26.2,7.2,19.1,502,28,51.4,944.7,31,4000,1644,832,321,79,326,247,3,-13.9,43.8,-9999,1371,1017,54
UC1069183,1935,34.9374,-119.6822,677,14.5,23.4,7.2,16.2,174,15,140.5,1561.4,35,3531,1841,547,287,111,311,201,1,-18.1,43.6,-9999,1442,1266,48
UC1069186,1937,35.3607,-120.3516,643,14.8,23,7.9,15.1,629,35,39.3,648.9,29,3599,1728,526,310,94,323,229,4,-14.6,43.5,-9999,1392,990,51
UC1069188,1936,35.1874,-120.691,124,14.1,17,10.8,6.2,442,18,54.5,970.9,14,3240,1619,117,348,38,348,310,1,-7.5,36.6,-9999,1097,750,62
UC1069190,1936,37.4107,-120.0769,404,15.8,26.3,7.1,19.2,488,26,52.9,993.9,31,4015,1639,841,321,78,327,248,3,-13.9,43.8,16.9,1376,1027,54
UC1069196,1938,37.0763,-121.5182,269,14.7,20.9,8.8,12.1,537,18,46,1141.1,22,3544,1602,387,336,63,340,277,2,-10.6,41.3,-9999,1258,909,56
UC1611538,1993,34.3594,-118.4386,1010,15.5,23.8,8.7,15.2,517,37,49.3,645.8,22,3842,1555,616,353,27,354,327,2,-6.5,43,16.9,1181,834,66
UC572488,1935,34.316,-117.1982,1359,13,22.6,5.6,16.9,370,43,62.2,523.3,54,3093,2230,412,284,120,313,193,6,-17.7,40.4,-9999,1282,969,55
UC1562894,1986,35.697,-118.0852,1592,13.1,24.6,3.8,20.8,267,22,86.4,1118.1,81,3218,2377,592,285,109,312,203,9,-18.1,40.8,17.2,1199,976,60
JEPS110848,1998,38.4957,-122.5283,345,14.5,21.6,8,13.6,1001,37,24.5,588.4,28,3491,1713,428,339,60,342,281,6,-9.6,41.2,-9999,1210,821,59
JEPS21152,1935,34.316,-117.1982,1359,13,22.6,5.6,16.9,370,43,62.2,523.3,54,3093,2230,412,284,120,313,193,6,-17.7,40.4,-9999,1282,969,55
JEPS8961,1954,32.5962,-116.545,881,14.6,23,8.4,14.5,364,36,67.6,629.2,26,3564,1742,502,290,118,311,193,2,-15.8,44.1,-9999,1533,1182,45
OBI13916,1954,32.5962,-116.545,881,14.6,23,8.4,14.5,364,36,67.6,629.2,26,3564,1742,502,290,118,311,193,2,-15.8,44.1,-9999,1533,1182,45
RSA75879,1925,32.7183,-116.4692,987,13.5,22.1,7.2,14.9,413,44,56.9,505.8,37,3204,2040,390,269,136,302,166,4,-17.8,43.1,-9999,1471,1091,46
SD10341,1935,33.0902,-116.7912,731,15.6,23.6,9.3,14.2,452,39,56.6,602.7,20,3893,1493,611,324,83,333,250,1,-12.3,43.8,17.3,1468,1056,51
SD10943,1935,32.5982,-116.6431,597,15.8,24,9.4,14.6,346,31,74.6,772.3,19,3953,1464,648,312,91,324,233,1,-14.6,44.7,-9999,1534,1197,48
SD11361,1935,33.136,-116.7912,668,15.7,24,9.1,14.8,461,39,55.7,618.3,20,3918,1504,643,320,87,330,243,2,-12.9,44.1,-9999,1487,1075,50
SD128338,1972,33.393,-116.9163,1061,15.3,24.4,8.1,16.3,391,45,64.6,543.6,28,3805,1677,674,315,94,328,234,2,-13.9,43.4,-9999,1417,1059,53
SD22175,1938,33.3256,-116.8909,1584,13.9,23.4,6.5,16.8,606,63,39.3,370.3,43,3355,2039,524,309,99,325,226,7,-14.6,40.8,20.7,1237,830,60
SD27516,1940,33.2881,-116.5942,1442,13.1,22.3,5.9,16.4,479,78,48.1,286.2,49,3092,2203,399,291,113,316,203,6,-17.3,40,20.2,1256,869,57
UC1069189,1935,34.287,-117.2157,1515,11.8,21.5,4.4,17.1,548,58,39.9,370.5,77,2743,2559,312,270,127,307,180,15,-19.5,38.6,18.9,1169,804,58
UC1069199,1935,34.6383,-118.4896,914,15.7,25.4,7.7,17.7,415,24,62.1,1063.2,28,3978,1625,792,340,55,344,289,3,-10.3,43.1,-9999,1248,937,63
UC1562706,1987,34.2291,-117.2331,1533,12.1,21.7,4.7,17.1,757,64,29.2,339.6,70,2824,2476,333,283,116,312,196,19,-18.1,38.5,20.2,1137,742,60
UC1562873,1987,34.2291,-117.2331,1533,12.1,21.7,4.7,17.1,757,64,29.2,339.6,70,2824,2476,333,283,116,312,196,19,-18.1,38.5,20.1,1137,742,60
UC1608275,1992,33.4811,-117.3898,607,16.6,23.8,12,11.8,430,28,62,849.1,10,4200,1168,627,363,4,365,361,1,-2.3,42,-9999,1164,837,68
UC310898,1925,32.7183,-116.4692,987,13.5,22.1,7.2,14.9,413,44,56.9,505.8,37,3204,2040,390,269,136,302,166,4,-17.8,43.1,-9999,1471,1091,46
UC572487,1935,34.316,-117.1982,1359,13,22.6,5.6,16.9,370,43,62.2,523.3,54,3093,2230,412,284,120,313,193,6,-17.7,40.4,17.4,1282,969,55
UC67160,1904,32.7539,-117.1864,78,17,21.5,13.1,8.4,257,15,105.1,1401.2,7,4301,948,522,365,0,364,364,0,0,38.7,16.1,1038,780,73
UC797643,1935,33.136,-116.791,668,15.7,24,9.1,14.8,461,39,55.7,618.2,20,3918,1504,643,320,87,330,243,2,-12.9,44.1,-9999,1487,1075,50
CHSC70378,1986,36.9408,-121.0272,197,16.1,25,7.6,17.4,208,14,125.7,1844.6,26,4095,1477,783,335,58,338,280,1,-12,42.9,-9999,1365,1160,56
JEPS110844,1996,38.6113,-122.3819,185,14.9,23.2,7.4,15.8,755,26,33,883.2,30,3650,1697,551,321,81,326,245,6,-13.7,42.9,15.8,1304,935,53
JEPS110845,1994,38.5824,-122.4002,243,14.7,22.8,7.5,15.3,842,28,29.4,807.6,30,3584,1721,512,326,78,330,252,6,-12.5,42.4,15.7,1281,908,55
JEPS110846,1998,38.6113,-122.4002,191,14.8,23,7.3,15.7,801,27,31,847.1,31,3617,1714,535,321,81,326,245,6,-13.6,42.6,15.8,1295,922,54
JEPS110847,1982,38.3801,-122.3087,32,15,21.4,8,13.3,623,21,40.2,1039,24,3648,1562,447,335,62,336,274,3,-11.3,41.5,-9999,1269,929,55
JEPS94183,1998,39.3743,-122.46,564,15.6,25.7,7,18.7,532,26,48.2,981.8,32,3930,1658,782,327,71,334,263,4,-12.8,42.6,17.3,1271,979,57
JEPS1481,1935,33.3936,-116.788,836,15.3,24.2,8,16.1,364,43,69.4,563.7,27,3805,1659,658,299,107,320,212,2,-16.2,44.4,-9999,1527,1181,47
POM3737,1897,32.9084,-116.9261,185,17.1,23.6,11.7,11.9,330,21,82.1,1124.7,10,4357,1077,697,347,40,348,308,0,-8.8,43.9,-9999,1460,1134,53
RSA421498,1925,32.8799,-116.4577,1689,11.1,20.4,4.1,16.3,624,73,33.9,277.4,84,2512,2732,231,246,142,294,153,20,-21.3,39.6,19.8,1239,814,53
JEPS45200,1961,37.6642,-120.4604,90,16.1,25.6,7.1,18.5,338,16,77.3,1573.9,29,4102,1529,831,332,64,333,269,2,-12.3,43.1,-9999,1366,1084,55
JEPS1796,1929,36.9683,-119.6125,218,16.8,27.4,7.3,20,382,20,70.2,1362.9,28,4353,1476,1027,327,72,329,257,2,-13.1,45,-9999,1487,1180,52
UC767673,1938,37.2635,-119.6931,722,14.9,25.4,6.7,18.7,682,38,36.5,671.6,38,3696,1852,705,301,101,316,216,7,-16.5,42.9,-9999,1340,955,53
UC403372,1930,37.959,-122.5695,98,14.3,19,8.7,10.3,1015,38,24,497.7,21,3384,1618,255,350,36,350,314,4,-8,39,-9999,1119,732,62
UC880865,1939,38.0617,-122.6983,68,14.3,18.6,8.9,9.8,860,27,28.3,702,20,3363,1613,232,351,34,351,318,3,-7.7,38.6,-9999,1118,742,62
RSA305715,1973,33.3618,-118.4167,311,16.2,21.2,12.7,8.5,293,14,89.3,1525.3,9,4029,1116,413,365,0,365,365,0,3.1,39.6,-9999,1040,776,73
HSC65237,1973,35.1844,-120.6191,66,14,17,10.7,6.3,421,17,56.9,983.4,14,3199,1657,112,346,43,345,303,1,-8.3,36.4,-9999,1096,752,62
UC496087,1907,36.519,-121.9178,141,13.2,15.9,10,5.9,497,22,46.6,709.1,18,2924,1883,76,347,41,345,304,2,-7.8,35,-9999,986,636,66
JEPS25353,1959,37.8647,-121.679,46,15.5,23.2,7.4,15.8,317,16,80.6,1479.5,27,3861,1543,616,333,61,336,276,2,-12.5,42.8,15.8,1311,1051,56
UC1069184,1935,34.7043,-120.2862,395,14.7,19.4,10.3,9.2,411,17,60.1,1162.7,16,3491,1513,256,336,64,338,274,1,-10.5,40.3,-9999,1283,939,55
UC592190,1932,38.0152,-121.7889,1,15.5,22.6,7.6,15,327,15,77.8,1537.3,26,3828,1519,566,338,52,340,288,2,-11.9,41.9,15.9,1263,1004,58
RSA656407,1958,34.2144,-117.4577,827,15.9,24.3,9.5,14.8,716,45,36.2,536,19,3993,1454,677,342,55,347,291,2,-9,42.9,-9999,1346,927,57
RSA24986,1941,34.7716,-115.7057,1342,16.3,27.9,6.6,21.2,175,63,150.4,443,36,4215,1666,1039,327,71,331,260,1,-13.1,42.3,-9999,1294,1120,62
RSA307135,1979,34.3032,-117.3375,1047,14.7,23.9,7.5,16.4,430,41,57.5,581.5,31,3603,1788,576,315,90,329,239,3,-14.1,41.5,-9999,1341,994,55
UC1518672,1979,34.3032,-117.3375,1047,14.7,23.9,7.5,16.4,430,41,57.5,581.5,31,3603,1788,576,315,90,329,239,3,-14.1,41.5,-9999,1341,994,55
UC774697,1941,34.7716,-115.7057,1342,16.3,27.9,6.6,21.2,175,63,150.4,443,36,4215,1666,1039,327,71,331,260,1,-13.1,42.3,-9999,1294,1120,62
UC131456,1902,37.3179,-122.2694,215,13.9,18.3,9.9,8.3,751,37,31.8,495.1,19,3209,1711,180,346,50,347,297,2,-7.1,38.4,-9999,1107,711,61
RSA201829,1965,38.6063,-122.3696,181,14.9,23.2,7.4,15.8,739,26,33.8,894.3,30,3657,1691,553,322,80,326,246,5,-13.5,42.9,15.6,1306,940,53
HSC87901,1980,38.9316,-123.3044,258,14.1,21.4,8,13.4,1155,46,20.9,469.4,29,3348,1811,381,322,87,326,239,7,-11.9,43.7,-9999,1237,800,54
POM65806,1917,36.5156,-121.9421,18,13.1,15.5,10,5.5,410,19,56.3,799.6,17,2883,1917,66,348,36,346,310,1,-7.9,34.1,-9999,948,626,67
RSA603648,1944,36.5156,-121.9421,18,13.1,15.5,10,5.5,410,19,56.3,799.6,17,2883,1917,66,348,36,346,310,1,-7.9,34.1,-9999,948,626,67
CSUSB118,1966,33.08,-116.6414,1131,14.1,23,7.2,15.8,594,65,40.6,355.2,35,3408,1920,489,310,100,324,225,4,-14.5,42.3,18.1,1341,900,55
HSC13579,1928,39.1364,-122.7705,1158,13.2,22.7,5.9,16.8,1494,44,15.5,512.2,54,3133,2210,454,318,86,332,246,26,-12.8,39.6,17.3,1049,674,65
HSC35029,1975,40.5156,-123.617,789,11.3,19.4,4.4,15,1646,124,13,157.1,76,2511,2648,208,264,136,299,163,46,-19.8,41.3,-9999,1105,621,54
HSC71063,1977,40.5156,-123.6171,789,11.3,19.4,4.4,15,1646,124,13,157.1,76,2512,2648,208,264,136,299,163,46,-19.8,41.3,-9999,1105,622,54
IRVC26484,2003,34.1492,-116.4558,1252,15.4,25.9,7.1,18.8,195,31,130.2,829.9,35,3870,1745,778,308,92,321,229,2,-15.9,42.1,20.5,1385,1191,54
IRVC27167,2005,34.1447,-116.4522,1214,15.5,26,7.2,18.8,192,32,132.6,811.1,33,3920,1709,800,309,91,322,231,1,-15.6,42.3,20.4,1399,1206,54
JEPS1497,1928,34.3,-117.9167,1705,12.9,22.3,6,16.4,856,48,26.7,460.6,54,3025,2278,392,311,95,328,232,15,-14.3,38.8,21,1088,712,65
JEPS1913,1919,36.5708,-119.6111,94,16.8,27,7.2,19.8,266,14,100.9,1879.6,29,4365,1451,1013,330,65,330,265,2,-12.5,44.4,17.3,1459,1212,53
OBI39923,1973,34.4293,-119.706,66,15.1,19,11.7,7.4,400,12,62.8,1649.6,11,3624,1344,234,356,19,356,337,1,-5.4,38.4,-9999,1134,816,63
POM258226,1941,33.7996,-116.9277,581,17,25.5,10.1,15.4,306,35,88.3,726,15,4383,1244,863,328,70,336,265,1,-12.3,45.7,-9999,1579,1278,48
POM289751,1932,33.4667,-117.1362,319,17.2,24.5,11.9,12.6,391,25,69.6,986.9,10,4416,1082,762,352,31,354,322,0,-6.6,45.5,-9999,1451,1106,54
POM293455,1949,34.2325,-117.2953,1400,13,22.5,5.6,16.8,747,61,30.8,366.8,53,3089,2223,407,296,108,317,209,12,-16.6,39.7,19.2,1207,805,59
POM3489,1917,33.6698,-116.5157,815,17,27.1,8.5,18.6,246,47,109.7,577.1,22,4413,1401,1023,329,73,335,263,1,-12.4,44.2,-9999,1527,1283,52
RSA191997,1960,33.5028,-117.3433,707,16.7,24.2,11.7,12.4,367,26,72.9,941.9,11,4244,1169,675,362,8,365,357,1,-3,42.7,-9999,1226,925,65
RSA421298,1941,33.3842,-118.3842,154,16.2,20.9,12.7,8.2,287,12,91.4,1712.5,8,4018,1112,399,365,0,365,365,0,1.7,39.3,-9999,1053,791,72
RSA483609,1988,33.6374,-116.7055,1728,12.7,21.8,5.7,16.1,515,74,44,292.6,55,2965,2311,360,274,127,310,183,8,-19.3,40.2,-9999,1262,842,54
RSA576123,1941,33.3842,-118.3842,154,16.2,20.9,12.7,8.2,287,12,91.4,1712.5,8,4018,1112,399,365,0,365,365,0,1.7,39.3,-9999,1053,791,72
RSA747361,2008,34.3142,-117.4386,1125,14.4,23.4,7.4,16,517,39,47.2,596.8,33,3493,1857,525,315,91,328,238,4,-14,41,-9999,1279,905,57
RSA748852,2008,34.1703,-117.8128,518,16.8,23.8,11.4,12.4,539,32,49.8,739.6,11,4275,1154,693,353,33,356,323,1,-6.7,42.9,-9999,1357,945,57
RSA783108,1962,33.975,-117.2926,748,16.7,24.9,10.5,14.4,297,31,90.1,795,14,4267,1259,775,347,44,349,306,1,-8.2,44.7,16.6,1423,1141,55
SEINET4080335,1941,33.3842,-118.3842,154,16.2,20.9,12.7,8.2,287,12,91.4,1712.5,8,4018,1112,399,365,0,365,365,0,1.7,39.3,-9999,1053,791,72
UC24222,1897,34.0967,-117.7189,369,17.1,23.7,11.6,12.1,406,20,66.8,1176.5,10,4370,1076,712,352,32,352,320,1,-7.1,43.5,-9999,1433,1079,54
UC310650,1926,34.6633,-120.3401,145,14.8,18.9,10.7,8.2,379,13,65.5,1422.6,14,3525,1453,234,340,54,341,287,1,-9.6,39.5,-9999,1266,931,56
UC593306,1938,34.7432,-119.9848,1271,14.7,23.6,8.2,15.4,672,22,36.8,1080.7,31,3608,1772,570,342,52,348,296,5,-6.9,41.8,-9999,1150,826,66
UCD78281,2008,35.3073,-119.9862,595,14.8,23.9,7.5,16.3,210,16,118.4,1488.4,32,3639,1772,598,296,105,315,210,1,-16.8,44.1,16.8,1431,1222,49
UCSB14717,1961,34.748,-120.053,545,16.4,23.6,10.9,12.7,563,18,46.9,1308.7,14,4133,1254,641,355,25,359,334,1,-4.4,42.8,-9999,1285,917,61
UCSB16228,1963,33.8807,-116.8468,1145,15.1,24.2,8.1,16.1,433,56,58.1,431,27,3746,1686,629,315,90,328,238,2,-14.3,42.9,18.6,1387,1000,53
HSC34960,1975,40.5156,-123.617,789,11.3,19.4,4.4,15,1646,124,13,157.1,76,2511,2648,208,264,136,299,163,46,-19.8,41.3,-9999,1105,621,54
