replicate,predictor,param_est,param_se,ci_.025,ci_.975,est_pval,adj.R2,param_vifs,sim_dist
7,MAT_100Y,-5.652127496196521,1.479093757687065,-8.555879621620361,-2.748375370772681,1.4395327050251228e-4,0.2777627136666716,2.4900860181117337,2km
7,MAP_100Y,8.358101047231795,1.5137486234898305,5.386314600313408,11.329887494150181,4.665660801492061e-8,0.2777627136666716,2.6081373817240454,2km
7,MAT_A,-2.393550539390071,0.9442564523054583,-4.24731178074287,-0.539789298037272,0.011455803243633881,0.2777627136666716,1.0148523544513657,2km
7,MAP_A,1.4980279323889294,0.9487846587604518,-0.36462306936594646,3.360678934143805,0.11479121619251219,0.2777627136666716,1.0246091949740206,2km
7,elev_m_n,7.32840983924233,1.597302783649638,4.192590132842513,10.464229545642146,5.261135663839643e-6,0.2777627136666716,2.904005525534167,2km
7,lat,-1.6614272118031146,2.715509670909478,-6.992507096044417,3.669652672438188,0.5408401896771933,0.2777627136666716,8.393162836217183,2km
7,long,6.640396081278854,3.067417028185961,0.6184528008984209,12.662339361659287,0.03072290373400983,0.2777627136666716,10.709485067942344,2km
8,MAT_100Y,-5.914052526376802,1.4532038568673207,-8.76698409231193,-3.061120960441674,5.218742977927831e-5,0.2819261331984785,2.422334623320167,2km
8,MAP_100Y,8.133271477648144,1.5078152545737236,5.173126749815484,11.093416205480803,9.298456401530484e-8,0.2819261331984785,2.6078182399946868,2km
8,MAT_A,-2.5818249874754398,0.9406983202081209,-4.4286050652060815,-0.7350449097447984,0.006206844705240951,0.2819261331984785,1.015036805388129,2km
8,MAP_A,1.7977897418677249,0.9431730997849128,-0.05384882611533115,3.649428309850781,0.057026527819597515,0.2819261331984785,1.0203845275294499,2km
8,elev_m_n,7.482312223977098,1.5754449171075655,4.389396861023592,10.575227586930604,2.454906928299545e-6,0.2819261331984785,2.8470002142654556,2km
8,lat,-1.9671859944150158,2.7014602446935405,-7.270696007675806,3.336324018845774,0.46672733772960884,0.2819261331984785,8.371016820413894,2km
8,long,6.154709997433405,3.049995155330332,0.16695582690097144,12.142464167965837,0.043960780035996856,0.2819261331984785,10.670366881130478,2km
9,MAT_100Y,-4.8879139449628894,1.4565487716653283,-7.747412251667045,-2.028415638258734,8.320223449093713e-4,0.29197070688368076,2.457328501701941,2km
9,MAP_100Y,7.662337504381682,1.5015656008906197,4.714462104203523,10.610212904559841,4.2641067779815283e-7,0.29197070688368076,2.611570633466028,2km
9,MAT_A,-2.94461813326637,0.938138848276342,-4.7863734526110555,-1.1028628139216843,0.0017643996256730484,0.29197070688368076,1.0194064947650887,2km
9,MAP_A,1.33371431954619,0.9366279571236106,-0.5050748164636871,3.1725034555560674,0.15488499917392734,0.29197070688368076,1.016125590268554,2km
9,elev_m_n,9.1472814661798,1.597071013493487,6.011909724697027,12.282653207662573,1.48642852265872e-8,0.29197070688368076,2.954347724473073,2km
9,lat,-2.22999709913569,2.6981383802971584,-7.526985624203746,3.0669914259323665,0.4087920967787628,0.29197070688368076,8.43221351121249,2km
9,long,4.493497870197972,3.0827994478050744,-1.5586577269182786,10.545653467314223,0.1453776861798041,0.29197070688368076,11.007880350045541,2km
10,MAT_100Y,-5.946498923814404,1.475112677496074,-8.842441912853598,-3.05055593477521,6.128571538716398e-5,0.27624419274497936,2.4676754684310636,2km
10,MAP_100Y,8.27491407372874,1.5109596134011964,5.308596336850493,11.241231810606987,5.959459185491892e-8,0.27624419274497936,2.589067452471068,2km
10,MAT_A,-2.3363316040152617,0.947631970262442,-4.196723831902016,-0.47593937612850756,0.013912169610555882,0.27624419274497936,1.018396881987182,2km
10,MAP_A,1.5252388389674774,0.9457654112296991,-0.3314889579731102,3.381966635908065,0.10723886047852663,0.27624419274497936,1.0143889425108439,2km
10,elev_m_n,7.151216686343447,1.610820379613649,3.988852172696987,10.313581199989907,1.040348238299309e-5,0.27624419274497936,2.9426044259536654,2km
10,lat,-2.2458492609940177,2.734151486726757,-7.613538760075359,3.1218402380873242,0.4116815874942721,0.27624419274497936,8.477792820139832,2km
10,long,6.191806283404495,3.1306333186830395,0.04574317324131805,12.337869393567672,0.048323461804042546,0.27624419274497936,11.11481040258201,2km
11,MAT_100Y,-4.858865412353656,1.4697257083446218,-7.744232697052216,-1.9734981276550956,9.925187862753091e-4,0.2878762122049523,2.4868637763869232,2km
11,MAP_100Y,7.903025723701124,1.5099890444666368,4.938613408926759,10.86743803847549,2.1694355289926923e-7,0.2878762122049523,2.6249860957597466,2km
11,MAT_A,-2.550745625983289,0.9423657560644352,-4.400799215799775,-0.700692036166803,0.006952517028649888,0.2878762122049523,1.0223942706879974,2km
11,MAP_A,1.6637942925844305,0.9412449284726577,-0.18405888715094942,3.5116474723198103,0.07753437870144347,0.2878762122049523,1.0199636937464989,2km
11,elev_m_n,8.907159803710115,1.5953033749003975,5.775258292446976,12.039061314973255,3.3225185853190246e-8,0.2878762122049523,2.929988950655978,2km
11,lat,-1.939364610824119,2.7012354337109494,-7.242433274892521,3.363704053244284,0.4730136777822409,0.2878762122049523,8.400483645301575,2km
11,long,5.043586178099215,3.053396267098695,-0.9508450591622823,11.038017415360713,0.09900395278370473,0.2878762122049523,10.73360861396043,2km
12,MAT_100Y,-5.247214615141967,1.4622833965763924,-8.117984099140912,-2.3764451311430226,3.549149010876354e-4,0.28935804049986635,2.4596394408347986,2km
12,MAP_100Y,7.939429662801878,1.508308768339756,4.97830270565011,10.900556619953646,1.8560495728143022e-7,0.28935804049986635,2.616910454916388,2km
12,MAT_A,-2.725471863197161,0.9430989708265051,-4.57697325627757,-0.8739704701167528,0.003967487137113988,0.28935804049986635,1.0231113264278786,2km
12,MAP_A,1.7666229085999576,0.941744464569353,-0.0822193041614907,3.6154651213614057,0.06106610738541095,0.28935804049986635,1.0201745921817984,2km
12,elev_m_n,8.647871651392345,1.593267721265751,5.519952422630655,11.775790880154034,7.76628343943537e-8,0.28935804049986635,2.9200202689172983,2km
12,lat,-2.212075760818759,2.7018978620282548,-7.516468841772058,3.0923173201345393,0.4132172901186012,0.28935804049986635,8.397426398942669,2km
12,long,5.100588761838913,3.07130756660927,-0.9290331697510972,11.130210693428923,0.09719748251243707,0.28935804049986635,10.850630389395771,2km
13,MAT_100Y,-5.484796221879167,1.4568057133591592,-8.344792530099166,-2.624799913659167,1.7988450770886242e-4,0.2850135197578313,2.4401037325700776,2km
13,MAP_100Y,7.629641274142672,1.5155193220455796,4.654378597493736,10.604903950791607,6.036630994311188e-7,0.2850135197578313,2.6407541607021696,2km
13,MAT_A,-2.8235898370992847,0.9436796164364327,-4.6762186361224485,-0.9709610380761207,0.0028633343922696754,0.2850135197578313,1.023892038156002,2km
13,MAP_A,1.2848682744118352,0.9403812077323416,-0.5612850992130105,3.131021648036681,0.17225418941940412,0.2850135197578313,1.016747002435747,2km
13,elev_m_n,8.156181163686423,1.5889829957639725,5.036694838203482,11.275667489169363,3.654934773558709e-7,0.2850135197578313,2.9029764762356227,2km
13,lat,-1.5330729977717648,2.7006356386385506,-6.834952229521727,3.7688062339781983,0.5704316223736637,0.2850135197578313,8.385655296234798,2km
13,long,5.911810146446944,3.0506386320689005,-0.07719384044184086,11.900814133335729,0.05301899622523886,0.2850135197578313,10.700068268919518,2km
14,MAT_100Y,-5.345550123276306,1.4771134608308392,-8.245421052573416,-2.445679193979196,3.1613990433984146e-4,0.28247632612945284,2.4962092647363168,2km
14,MAP_100Y,8.06347142919295,1.508550153377064,5.101883947142491,11.02505891124341,1.2069777990553048e-7,0.28247632612945284,2.6035911444971562,2km
14,MAT_A,-2.566825037456912,0.9423385886164015,-4.4168252921066244,-0.716824782807199,0.0066052433766015705,0.28247632612945284,1.015938060052644,2km
14,MAP_A,1.6148626948535694,0.9423902947519437,-0.2352390693438533,3.464964459050992,0.08702781856769959,0.28247632612945284,1.0160495521911133,2km
14,elev_m_n,7.95112948333929,1.6055336576073458,4.799143868717101,11.10311509796148,9.106541171837105e-7,0.28247632612945284,2.9491177136448696,2km
14,lat,-2.2482790771637515,2.7142903052978458,-7.576977080889822,3.0804189265623187,0.4077631063095192,0.28247632612945284,8.428802350827768,2km
14,long,5.56813043939797,3.1030715259158503,-0.5238233259353748,11.660084204731314,0.07316183371439497,0.28247632612945284,11.016327830831266,2km
15,MAT_100Y,-6.011214188141184,1.4615312931684674,-8.880494187074603,-3.1419341892077646,4.34808596783228e-5,0.274685448422731,2.4172388230831072,2km
15,MAP_100Y,8.354294210074194,1.519410484496766,5.371385712860248,11.337202707288139,5.293968108638823e-8,0.274685448422731,2.6124835313536687,2km
15,MAT_A,-1.9413559874026176,0.9482823709872322,-3.8030250827773657,-0.0796868920278695,0.04099062800391954,0.274685448422731,1.017603700142861,2km
15,MAP_A,1.624757149089185,0.9506685159458362,-0.24159642894856215,3.491110727126932,0.08786106545287918,0.274685448422731,1.022731297084813,2km
15,elev_m_n,7.091040102868772,1.5912918779227752,3.967013967314298,10.215066238423246,9.64672719503512e-6,0.274685448422731,2.8655171754219473,2km
15,lat,-1.7442629672615575,2.7174268463682654,-7.079118632203132,3.5905926976800164,0.5211512592088114,0.274685448422731,8.356396662104236,2km
15,long,6.623610290191223,3.0623053112853107,0.6116888066286341,12.635531773753812,0.03086729129815314,0.274685448422731,10.61207471184911,2km
16,MAT_100Y,-5.7259079704151645,1.4625948492201506,-8.597275943873047,-2.854539996957283,9.886349302765439e-5,0.2816619539030847,2.4422132975310684,2km
16,MAP_100Y,8.247806663641821,1.5077156453440148,5.287857488769163,11.20775583851448,6.163130835147799e-8,0.2816619539030847,2.5952212895615037,2km
16,MAT_A,-2.6186377395102736,0.943539096817743,-4.47099483330997,-0.7662806457105777,0.005654804026449605,0.2816619539030847,1.0163781339469036,2km
16,MAP_A,1.86616926736145,0.9452834976821474,0.01038756367912419,3.7219509710437757,0.04873465341547365,0.2816619539030847,1.0201397370905192,2km
16,elev_m_n,7.61411953686729,1.5998001183590942,4.473390013418108,10.754849060316472,2.3388610896648107e-6,0.2816619539030847,2.921910852388637,2km
16,lat,-1.7461218166845973,2.7136084397636764,-7.073481181170921,3.581237547801726,0.5201210684215842,0.2816619539030847,8.406783727125285,2km
16,long,6.260126554512775,3.086436320729352,0.20083104408158636,12.319422064943964,0.04289331836301054,0.2816619539030847,10.875523079764966,2km
17,MAT_100Y,-5.284752151337722,1.4534348985254761,-8.13813088667781,-2.4313734159976343,2.961774438356723e-4,0.2873011273245172,2.436620775492495,2km
17,MAP_100Y,7.828618337591508,1.5077865767579919,4.868536561712045,10.788700113470972,2.693854707194021e-7,0.2873011273245172,2.622264650017632,2km
17,MAT_A,-3.009580082321255,0.9401421336818149,-4.855264106536205,-1.1638960581063047,0.0014274678804316076,0.2873011273245172,1.019491967363974,2km
17,MAP_A,1.6710111017762659,0.9386757380047338,-0.1717940991444158,3.513816302696948,0.07545965444243231,0.2873011273245172,1.0163141229579982,2km
17,elev_m_n,8.337596054345374,1.5917041677700827,5.212767532699871,11.462424575990877,2.120231178836822e-7,0.2873011273245172,2.922277686952401,2km
17,lat,-2.141231086979425,2.700752608842821,-7.443339954259588,3.160877780300738,0.42813413656117405,0.2873011273245172,8.413300164483964,2km
17,long,5.279143772451895,3.0803637019077845,-0.768216376292381,11.32650392119617,0.08698611131137203,0.2873011273245172,10.944622068419104,2km
18,MAT_100Y,-5.856763331006995,1.4789238041748178,-8.76020143071115,-2.95332523130284,8.221806536148779e-5,0.2782070194481324,2.477600740362266,2km
18,MAP_100Y,8.111452119033222,1.5152154404891283,5.136765913592905,11.08613832447354,1.1566694546852952e-7,0.2782070194481324,2.600689463741408,2km
18,MAT_A,-2.8138981789312374,0.9501636743692667,-4.679269069122495,-0.9485272887399796,0.0031606359242416296,0.2782070194481324,1.0226724805170677,2km
18,MAP_A,1.4114764297573479,0.94692563704402,-0.44753751296180444,3.2704903724765,0.13650034181682455,0.2782070194481324,1.0157140811404222,2km
18,elev_m_n,7.263439856169925,1.607501586822159,4.107576559264981,10.41930315307487,7.2607834036565954e-006,0.2782070194481324,2.9271335956279576,2km
18,lat,-2.035646835857575,2.728645749864332,-7.392551639463964,3.3212579677488137,0.45588985105249336,0.2782070194481324,8.434008542934428,2km
18,long,6.314607868245178,3.104323208480918,0.2201692961861097,12.409046440304245,0.04229818154199319,0.2782070194481324,10.916252866484715,2km
19,MAT_100Y,-5.738374402141621,1.4558354632228476,-8.596465918403123,-2.8802828858801193,8.86552193395826e-5,0.27998582083657075,2.4198385246159004,2km
19,MAP_100Y,8.443181022952878,1.5061626545837408,5.486287325882143,11.400074720023612,2.9343759559186516e-8,0.27998582083657075,2.5900344937955566,2km
19,MAT_A,-2.4380505075066305,0.9430620240210935,-4.289466851079038,-0.5866341639342225,0.009922324845748393,0.27998582083657075,1.0154120462445582,2km
19,MAP_A,1.8284210974888158,0.9465973949095817,-0.0299358748829881,3.68677806986062,0.05379647100241768,0.27998582083657075,1.0230395128686083,2km
19,elev_m_n,7.35257761582642,1.5656852826950616,4.278829285984239,10.426325945668601,3.1646969858601454e-6,0.27998582083657075,2.7987927256482927,2km
19,lat,-1.8796443967172685,2.7107678731609623,-7.201415198813492,3.4421264053789544,0.4882780928501691,0.27998582083657075,8.38970050708604,2km
19,long,6.4753381296188115,3.0497216122160484,0.48813443316660976,12.462541826071014,0.034065979803070134,0.27998582083657075,10.618965084517052,2km
20,MAT_100Y,-5.206321852913898,1.4373388574745003,-8.02810089204151,-2.384542813786286,3.122006377316761e-4,0.2880930903032315,2.3856018998575172,2km
20,MAP_100Y,7.968790048274619,1.5037066947961517,5.016717883588903,10.920862212960335,1.5371697250871762e-7,0.2880930903032315,2.610994189707612,2km
20,MAT_A,-2.601188195530676,0.9377829979743528,-4.442240772084446,-0.7601356189769064,0.005681721433226787,0.2880930903032315,1.0155103363123097,2km
20,MAP_A,1.698690019207266,0.9401517404618375,-0.14701286500744004,3.544392903421972,0.07119834420215304,0.2880930903032315,1.020646962770251,2km
20,elev_m_n,8.57955080976782,1.5653941879121194,5.506373956270716,11.652727663264924,5.823757041548876e-8,0.2880930903032315,2.8296132002910137,2km
20,lat,-2.3087911703923085,2.7036725946599227,-7.616632544471686,2.9990502036870685,0.39341297580460544,0.2880930903032315,8.440882146594658,2km
20,long,4.891342460973666,3.0618850419193873,-1.1197404416951473,10.902425363642479,0.11058547214796997,0.2880930903032315,10.825735228086602,2km
21,MAT_100Y,-5.362174444807223,1.4660484863233714,-8.240316135292652,-2.4840327543217944,2.7279436965708465e-4,0.2795645093161906,2.4524740202607385,2km
21,MAP_100Y,8.123609717102953,1.5100073047204834,5.159168215203716,11.088051219002189,1.0029938561296496e-7,0.2795645093161906,2.601751682917548,2km
21,MAT_A,-1.848571795200496,0.9455863256283753,-3.7049438395993466,0.007800249198354203,0.050967915029298316,0.2795645093161906,1.0202582470611499,2km
21,MAP_A,1.5385543681035203,0.943318866548806,-0.31336620789625647,3.390474944103297,0.1033184170508011,0.2795645093161906,1.0153710779606242,2km
21,elev_m_n,8.015925502517035,1.5802741706755532,4.913536314540771,11.1183146904933,4.97656083730716e-7,0.2795645093161906,2.8495260467849572,2km
21,lat,-2.0666282453162848,2.7090694612691073,-7.385064730628876,3.2518082399963073,0.4457944013666538,0.2795645093161906,8.37429062825902,2km
21,long,5.75276253457813,3.0503068043712935,-0.23559000923803541,11.741115078394294,0.05969414855409794,0.2795645093161906,10.616828323468164,2km
22,MAT_100Y,-5.800057048189448,1.469064485337661,-8.684132717601727,-2.9159813787771673,8.635536427025774e-5,0.27774416659669643,2.447100527674539,2km
22,MAP_100Y,8.087352828417425,1.5198896603394603,5.103496889262514,11.071208767572335,1.372538529324161e-7,0.27774416659669643,2.6193540955753036,2km
22,MAT_A,-1.9639644750362228,0.9490190756250202,-3.827084067903619,-0.10084488216882703,0.03885206887112994,0.27774416659669643,1.0212215600932006,2km
22,MAP_A,1.7866610187973493,0.9470464231468192,-0.07258585161751396,3.6459078892122125,0.05961438787261966,0.27774416659669643,1.0169805040711113,2km
22,elev_m_n,7.6798522883458995,1.611470418602852,4.516204488908514,10.843500087783285,2.2693961697320484e-6,0.27774416659669643,2.9445217488211317,2km
22,lat,-2.382857525821735,2.7250536617040746,-7.732698218320085,2.9669831666766147,0.38217275807567297,0.27774416659669643,8.42015737645894,2km
22,long,5.59995296753239,3.118085230636513,-0.5214895141198523,11.721395449184634,0.07291276582914898,0.27774416659669643,11.024173900692578,2km
23,MAT_100Y,-5.1125218491740965,1.4735152791119777,-8.005335341985006,-2.219708356363187,5.516985407368871e-4,0.2869558674831144,2.490497448384056,2km
23,MAP_100Y,7.753792641585119,1.5125554102533783,4.784335343495847,10.72324993967439,3.784601599317708e-7,0.2869558674831144,2.624214923206617,2km
23,MAT_A,-2.8022492520104287,0.9450393160430324,-4.657555758457807,-0.9469427455630501,0.0031228639977447037,0.2869558674831144,1.0244165059655796,2km
23,MAP_A,1.502051969716334,0.9415032999809043,-0.34631261008778313,3.350416549520451,0.1110591676512056,0.2869558674831144,1.0167648107388028,2km
23,elev_m_n,8.621330755414816,1.6161509251503547,5.448494159169048,11.794167351660583,1.2779896485668186e-7,0.2869558674831144,2.9959919663885026,2km
23,lat,-1.7090955540170438,2.703061077117475,-7.015760280622294,3.5975691725882055,0.5274001053155679,0.2869558674831144,8.38085895930245,2km
23,long,5.366330689479211,3.075986833826718,-0.6724639825144321,11.405125361472855,0.08147567571466136,0.2869558674831144,10.852898930835078,2km
24,MAT_100Y,-6.084421137400193,1.473364485323642,-8.976932073456261,-3.191910201344126,4.051460604610554e-5,0.27606300295806463,2.461552688976468,2km
24,MAP_100Y,8.211063909731385,1.5110813463749981,5.244507186532029,11.17762063293074,7.507393921966701e-8,0.27606300295806463,2.5891930383840323,2km
24,MAT_A,-2.86010576530322,0.9481308882900157,-4.721477469663941,-0.9987340609424988,0.0026448057959776727,0.27606300295806463,1.0193547062573853,2km
24,MAP_A,1.4228708953058866,0.944986172532022,-0.4323270992828179,3.278068889894591,0.13257298795305378,0.27606300295806463,1.0126040249163333,2km
24,elev_m_n,6.7846183650745635,1.5939752919257173,3.6553241479104184,9.913912582238709,2.3467333260188567e-5,0.27606300295806463,2.881057407660475,2km
24,lat,-1.3824422331370048,2.7121583639044466,-6.706954806946131,3.942070340672121,0.6104006328296809,0.27606300295806463,8.341013629871286,2km
24,long,7.218435502676312,3.0585361547012075,1.213913631869307,13.222957373483316,0.018530980178650427,0.27606300295806463,10.607571774113852,2km
25,MAT_100Y,-5.076153356929966,1.4571392116965656,-7.9368108162161555,-2.2154958976437773,5.239734766849098e-4,0.2892627918508629,2.4523505608635334,2km
25,MAP_100Y,7.7611547030506784,1.505920741336956,4.80472928589127,10.717580120210087,3.285391962521485e-7,0.2892627918508629,2.619296675052793,2km
25,MAT_A,-2.965458483574249,0.9381698576905387,-4.807274680638317,-1.1236422865101814,0.0016374745247191406,0.2892627918508629,1.0165843337531675,2km
25,MAP_A,1.7183513425618226,0.9380216655122797,-0.12317392343900724,3.5598766085626528,0.06737306516540449,0.2892627918508629,1.0162632022494547,2km
25,elev_m_n,8.6387251716657,1.5908938079193167,5.515480527622517,11.76196981570888,7.662339096452524e-8,0.2892627918508629,2.923229041928508,2km
25,lat,-1.9175878000104922,2.693522418392215,-7.205514263094928,3.370338663073944,0.47673700503314675,0.2892627918508629,8.379568410163248,2km
25,long,5.088329217148222,3.060140038862496,-0.9193414009802403,11.095999835276684,0.09678408075195774,0.2892627918508629,10.815909984258019,2km
26,MAT_100Y,-5.47616430301701,1.4832053495537154,-8.388001396680597,-2.5643272093534244,2.3890572953100926e-4,0.28167332911912946,2.5059645141319518,2km
26,MAP_100Y,8.2094315786248,1.5084958238212949,5.2479440834771305,11.17091907377247,7.184349299869235e-8,0.28167332911912946,2.5921526595813615,2km
26,MAT_A,-2.6998505762568645,0.9459406366079571,-4.55692656031233,-0.8427745922013994,0.004437077883613204,0.28167332911912946,1.01929552104738,2km
26,MAP_A,1.821532876149022,0.9445580167285171,-0.032828740774069276,3.6758944930721134,0.05418506925727862,0.28167332911912946,1.016318022764406,2km
26,elev_m_n,7.689329219155538,1.6067757124692237,4.534898093233968,10.843760345077108,2.062627307341918e-6,0.28167332911912946,2.940917674060391,2km
26,lat,-1.832643318669919,2.7118949105091734,-7.156650676730032,3.491364039390194,0.4993937162916774,0.28167332911912946,8.377569946020216,2km
26,long,6.132938666729143,3.0747394257674854,0.09659291326111141,12.169284420197176,0.046454173699815686,0.28167332911912946,10.769337405044059,2km
27,MAT_100Y,-5.68427942528612,1.455333108301172,-8.541384719975154,-2.827174130597086,1.0255526851364004e-4,0.281767134930589,2.4241662032326836,2km
27,MAP_100Y,7.876631945225066,1.5181787867574712,4.89614821597584,10.857115674474292,2.749050525887342e-7,0.281767134930589,2.6380523577905355,2km
27,MAT_A,-2.814618904812464,0.944265254697487,-4.668397426993087,-0.9608403826318408,0.0029703373763200038,0.281767134930589,1.0205295686899056,2km
27,MAP_A,1.700474455440987,0.9425602635127438,-0.14995683350929045,3.5509057443912644,0.07162466567406549,0.281767134930589,1.016847503678153,2km
27,elev_m_n,7.658193472139442,1.594289047037938,4.528290323798377,10.788096620480507,1.8901452890202508e-6,0.281767134930589,2.9091874009922165,2km
27,lat,-1.6667075042573816,2.7024602841931684,-6.972168874313203,3.6387538657984404,0.5375991300761321,0.281767134930589,8.35903634590593,2km
