specimen_number,long_n5k,lat_n5k,replicate,elev_m_n
JEPS83176,-121.538798465814,36.3783527091022,rep2,643.55
JEPS85033,-122.23562324929,38.385596083256,rep2,316.49
JEPS94183,-122.44699723309,39.4147519865828,rep2,381.07
JROH5546,-122.267545254111,37.4240814558202,rep2,118.94
LOB115754,-116.720510999478,33.8757402114777,rep2,1478.89
LOB115763,-117.432000868915,33.5792361922804,rep2,874.66
LOB115764,-117.484993262487,33.5934781129758,rep2,368.05
LOB115765,-117.490376411544,33.595364471097,rep2,293.91
OBI106017,-117.309382307455,33.9700977349686,rep2,394.76
OBI106019,-120.6360729778,35.1661200084466,rep2,23.26
OBI106022,-119.99923512174,35.3691755327133,rep2,634.43
OBI106023,-119.77324039738,35.0395440941913,rep2,1355.19
OBI106025,-120.346970002946,35.4587087979835,rep2,465.39
OBI106026,-120.448188537286,35.1455026536221,rep2,282.12
OBI106031,-120.417935867939,34.7845168067469,rep2,132.28
OBI106032,-120.628712513047,35.3831065621705,rep2,324.05
OBI106034,-122.704760440499,38.0564632857466,rep2,86.6
OBI106036,-123.74622009606,38.9372065471769,rep2,0
OBI106039,-120.543998678219,35.4249879265528,rep2,379.02
OBI106041,-121.088093550058,35.6459184259756,rep2,319.01
OBI106042,-120.515799308594,35.2555939579956,rep2,360.22
OBI106043,-120.92846061319,35.8079544516086,rep2,238.39
OBI106044,-119.817291698635,34.5366498332321,rep2,446.8
OBI106047,-120.503701417983,35.2021842721281,rep2,434.88
OBI106053,-120.879471630248,35.5745319376305,rep2,448.66
OBI106058,-116.545475673732,32.5987422630078,rep2,826.67
OBI106060,-119.569114018066,34.4676340747284,rep2,915.54
OBI106061,-120.472030290853,35.4013629037269,rep2,517.9
OBI106063,-120.354373457863,35.4914875426251,rep2,465.2
PGM1097,-121.034770089686,36.1369320174814,rep2,117.66
POM126452,-116.635701160035,32.8480298999797,rep2,1219.14
POM126470,-117.29779559436,33.8975469926088,rep2,514.13
POM128992,-117.062,34.0412835418016,rep2,731.81
POM13005,-116.7105,33.7056768865105,rep2,1421.78
POM155815,-117.253892933681,33.2902222993785,rep2,164.74
POM202997,-120.558060761757,35.4043387330096,rep2,368.44
POM210106,-116.532851759164,33.078189896664,rep2,781.01
POM226856,-122.203510803603,37.4357095345399,rep2,33.87
POM229166,-117.327510622245,34.4942543699798,rep2,920.52
POM258226,-116.937221137904,33.8101467119008,rep2,734.36
POM263485,-122.41778193232,38.592597867971,rep2,357.68
POM289745,-122.174367427077,37.4269010421872,rep2,32.79
POM289748,-119.792494720362,37.2703452844921,rep2,519.91
POM289751,-117.105220617572,33.4523014276756,rep2,337.52
POM293455,-117.271729076227,34.2011558073107,rep2,857.05
POM296771,-117.664634332811,34.1877863752018,rep2,1225
POM305712,-116.69523447293,33.2196376033294,rep2,868.03
POM307904,-119.257756638033,35.4845733446761,rep2,104.56
POM346565,-122.746197048337,39.0347725322038,rep2,403.74
POM347129,-117.48301327547,34.2380092159943,rep2,921.82
POM3534,-117.689620959598,34.0751201736655,rep2,320.35
POM3611,-117.693682931708,34.1010598189741,rep2,387.94
POM46977,-116.789294139257,33.2063430312898,rep2,1061.56
POM47079,-116.760156172156,32.7139086777566,rep2,681.98
POM48180,-116.569381567687,32.8605390963526,rep2,1156.82
POM49021,-117.204055382112,34.2255774045393,rep2,1444.92
POM65315,-122.466401397875,37.7334880136389,rep2,111.03
POM6554,-117.384914661174,34.3770420554142,rep2,1152.94
POM65806,-121.941611069112,36.5173443912271,rep2,19.79
POM7063,-117.850693422967,34.0966542837105,rep2,219.25
POM73427,-116.606049017927,33.0816630710393,rep2,1301.79
POM97174,-118.265967586528,35.0681043100388,rep2,1130.37
POM97180,-116.455174750571,32.8839488373969,rep2,1674.92
POM97226,-116.663238595922,33.2713861486603,rep2,913.8
RSA0035444,-116.875183715951,33.3710394929714,rep2,1389.21
RSA0037197,-116.559316297986,33.4976993189569,rep2,1292.57
RSA0043192,-118.164613065394,34.230835899706904,rep2,752.74
RSA0057838,-117.667487248203,34.2126292338825,rep2,1222.31
RSA0059611,-116.515572384648,33.675912586793,rep2,740.43
RSA0060576,-116.719535315085,33.6801353453223,rep2,1671.25
RSA0070947,-118.255577287096,34.3522977561658,rep2,1422.03
RSA101759,-118.775355908604,36.1411756729188,rep2,535.11
RSA113487,-121.539000628121,36.245255638728,rep2,797.67
RSA114997,-123.788187679063,40.8927273831862,rep2,464.59
RSA120045,-122.18633449051801,37.3421983758751,rep2,462.45
RSA12318,-117.214019160714,33.2840396640549,rep2,98.31
RSA124603,-120.130260036266,36.6759934365659,rep2,58.69
RSA12926,-117.496635158779,33.593014336468,rep2,266.09
RSA15266,-122.23745382652601,37.3658029009458,rep2,422.61
RSA156323,-118.024137575841,34.2017668125204,rep2,630.81
RSA15640,-120.670623131059,36.4285544749814,rep2,676.2
RSA180273,-117.286267240448,33.5011021603036,rep2,572.43
RSA182182,-117.675553042564,34.1760076487163,rep2,752.06
RSA191096,-118.000310430498,34.1701248303352,rep2,368.23
RSA191996,-117.342721105279,33.5242515695701,rep2,715.13
RSA191997,-117.298794524282,33.4968862081669,rep2,483.31
RSA195363,-122.43969075171,38.7215986244626,rep2,378.43
RSA222969,-117.546835262719,34.1513793591156,rep2,543.36
RSA225716,-117.943205755236,34.1627745106517,rep2,624.44
RSA226234,-117.826769937075,34.1765198589063,rep2,846.7
RSA233474,-117.711920947314,34.193591944552,rep2,1279.1
RSA247113,-118.023692449785,34.2083901521018,rep2,744.98
RSA250674,-117.732155691494,34.1289305354701,rep2,470.02
RSA252917,-117.793742595742,34.4368766385001,rep2,1367.01
RSA274234,-117.789263143732,36.0348681534059,rep2,1308.77
RSA276027,-117.788594483178,34.1940459586218,rep2,768.24
RSA29514,-119.443717720732,34.9897325395092,rep2,744.58
RSA29712,-117.704585382246,34.2273137300039,rep2,1046.94
RSA305715,-118.437783284818,33.3507506390322,rep2,260.84
RSA309677,-117.390679967346,34.2704649396263,rep2,1307.7
RSA3166,-117.727634668049,33.7781845653622,rep2,278.71
RSA31814,-119.287153389412,34.3767933882109,rep2,234.02
RSA329566,-116.954390434624,33.5860391918532,rep2,640.13
RSA333764,-117.230723215143,34.3547823299732,rep2,977.53
RSA336454,-117.120236610473,34.176638629284,rep2,1132.47
RSA346564,-117.438641040804,34.2088818547747,rep2,747.74
RSA346567,-117.726206654972,34.2096174926174,rep2,1130.5
RSA359870,-117.345194033664,33.841468889197,rep2,508.62
RSA381419,-119.22465197006,36.9183809268323,rep2,695.56
RSA40756,-122.559964157749,39.6370610839654,rep2,254.74
RSA421268,-117.823825813997,34.1529415453774,rep2,561.79
RSA421285,-118.818858531695,35.6561455419368,rep2,721.12
RSA421297,-118.076969483252,34.189936659029,rep2,771.34
RSA421299,-118.487349441128,34.7180423826206,rep2,1145.52
RSA421307,-118.528785414001,34.3208538461512,rep2,608.08
RSA421308,-118.286265820453,34.0244665003579,rep2,55.68
RSA421311,-117.710078722803,34.1214951865728,rep2,443.14
RSA421316,-118.211663882404,34.1736093845321,rep2,352.66
RSA421327,-118.435940421362,34.132644760715,rep2,347.33
RSA421331,-117.393317143317,33.7340772724665,rep2,387.19
RSA421360,-117.421692677038,34.3257846864598,rep2,1138.96
RSA421361,-117.444401937164,34.3221338478657,rep2,1086.92
RSA421366,-117.35068707581,34.2173706370238,rep2,827.04
RSA421368,-116.90221050736,33.4493363870454,rep2,576.67
RSA421370,-116.599425322253,33.1859582494532,rep2,1069.79
RSA421373,-119.254825028011,34.5004320685483,rep2,1137.59
RSA421376,-122.6004966383,37.9007467280358,rep2,362.59
RSA421377,-118.197041842394,34.2717428639839,rep2,940.99
RSA421482,-117.140062060986,34.1676480578324,rep2,940.28
RSA421484,-118.193383840583,34.4546039509555,rep2,805.28
RSA421485,-117.173890045045,34.2718707460398,rep2,1592.02
RSA421496,-117.642986233791,34.3745857897218,rep2,1950.55
RSA421498,-116.452304349765,32.8850976320806,rep2,1671.8
RSA43793,-116.897585956413,33.3837985808382,rep2,1200.27
RSA44096,-119.321455881869,34.5062857985073,rep2,850.23
RSA483609,-116.707634228703,33.6379246739252,rep2,1631.75
RSA489150,-116.430749154995,34.1643685786781,rep2,1161.19
RSA51250,-122.360396341998,37.6878619931701,rep2,0
RSA518016,-117.672440325753,34.500883036049,rep2,1030.57
RSA522735,-117.036466104215,33.5193534763578,rep2,451.03
RSA523514,-116.961697254789,33.5483801413103,rep2,678.8
RSA524475,-116.953224272225,33.5125054367788,rep2,608.76
RSA554391,-117.208371431306,34.278806129495,rep2,1530.81
RSA575409,-117.508450996665,34.2092999308442,rep2,1660.2
RSA584043,-117.702509648098,34.2277696660763,rep2,1050.87
RSA587321,-117.010827156249,33.4056915716951,rep2,1072.13
RSA588054,-118.072110793996,34.4594933325754,rep2,1488.92
RSA588711,-117.458154830638,33.6544221570674,rep2,972.1
RSA588783,-117.434161781654,33.6429503641171,rep2,768.16
RSA589117,-117.873955058329,34.4053227836431,rep2,1608.93
RSA59320,-119.435472237209,34.9765161610468,rep2,850.34
RSA597259,-117.534120556651,34.2200061020181,rep2,1548.21
RSA597821,-118.075962546559,34.5188403947281,rep2,965.88
RSA598950,-117.866693801137,34.1703314244479,rep2,672.88
RSA603648,-121.964297937472,36.5354838391214,rep2,0
RSA605958,-120.29692244878,35.7226971154861,rep2,351.8
RSA606291,-117.033599411336,33.6162106746267,rep2,655.7
RSA607025,-117.863461057708,34.3143259302191,rep2,1458.44
RSA607224,-117.980702283131,34.3029860087004,rep2,1157.1
RSA608053,-121.540577378173,36.9167661537323,rep2,50.51
RSA608634,-117.781727816176,34.0922788606567,rep2,303.01
RSA613142,-117.08598816315,33.4526130318672,rep2,366.91
RSA615,-117.703241389704,33.9026943794883,rep2,312.58
RSA645309,-117.397776194279,33.6356509072157,rep2,825.44
RSA646981,-118.269302334295,34.2029188891639,rep2,815.75
RSA652199,-117.680865180471,34.1688832377334,rep2,811.94
RSA652200,-118.074936775353,34.2107810851556,rep2,1060.67
RSA656407,-117.474954665799,34.2182834844368,rep2,1022.48
RSA660848,-118.089758116523,34.3055273109718,rep2,1155.22
RSA662611,-117.778833376214,34.1816080469769,rep2,671.24
RSA66658,-117.658498386915,34.1872169728449,rep2,1102.47
RSA668058,-116.86281828353,33.3114628748947,rep2,1599.89
RSA673728,-116.75776016727,33.6634873862188,rep2,1466.76
RSA69060,-116.862559470327,33.2887962526573,rep2,988.98
RSA69363,-116.907356381262,33.3650316325652,rep2,1567.97
RSA699273,-117.582257512543,33.7809536800128,rep2,1084.79
RSA721505,-117.63472175182,34.1737637952163,rep2,832.95
RSA730888,-118.260654480095,35.4450659320461,rep2,1746.49
RSA747646,-119.403564001473,34.9668221415944,rep2,899.92
RSA749469,-117.6623529492,33.6911252194938,rep2,312.59
RSA75867,-118.060797221031,34.182949280716,rep2,701.93
RSA75874,-116.92451234915,33.5775175618779,rep2,748.54
RSA75876,-123.073486349269,38.9627049206818,rep2,218.08
RSA75877,-122.531243823309,37.8097718636483,rep2,0
RSA75880,-116.761929627864,33.2384830785625,rep2,836.48
RSA75881,-117.177468230063,34.2135705213206,rep2,1303.45
RSA75883,-118.011395473986,34.3389727685952,rep2,1722.61
RSA75884,-118.476290139351,34.3522490447208,rep2,810.14
RSA771945,-117.790886105068,34.4344928025406,rep2,1389.79
RSA783108,-117.31207621854,33.9843655823448,rep2,378.75
RSA783266,-116.615114761495,33.5820375446666,rep2,1562.81
RSA783331,-117.625913815609,34.1891618669783,rep2,1086.78
RSA785870,-117.792858237613,34.1105445597128,rep2,314.28
RSA785871,-117.239921936763,34.3225235064558,rep2,1192.49
RSA79215,-117.73696455763,34.1320870673494,rep2,483.43
RSA79378,-123.514047689189,40.4622933196051,rep2,779.96
RSA798418,-121.299752789806,36.0810158892162,rep2,420.75
RSA81004,-116.42979308805,34.1561597191908,rep2,1185
SBBG110918,-121.124573137122,35.9187377314818,rep2,298.42
SBBG113301,-121.273386961776,36.0834150949825,rep2,437.73
SBBG114359,-118.868047661426,34.7305809034437,rep2,1061.54
SBBG114372,-119.406232258375,34.9003842166711,rep2,1261.33
SBBG122441,-119.231760129991,34.4115959768291,rep2,475.68
SBBG122442,-118.783334270951,34.4924184569534,rep2,435.08
SBBG122480,-118.855210925271,34.4567146137476,rep2,869.8
SBBG124298,-118.870898875377,34.7378786916793,rep2,1089.39
SBBG125441,-118.027396510814,34.2793099672822,rep2,1311.6
SBBG127047,-118.065365257263,34.2501562036912,rep2,1052.15
SBBG133171,-119.804318372955,34.4468249861977,rep2,31.21
SBBG15862,-118.248948749214,34.1258576526419,rep2,165.01
SBBG164498,-121.575378956684,36.3102498333176,rep2,1366.58
SBBG164500,-120.375739363985,34.6373733324467,rep2,106.31
SBBG164505,-119.470393544377,34.9461335931683,rep2,886.13
SBBG164507,-118.551834438108,35.2212836953126,rep2,937.7
SBBG164508,-118.596241490197,35.3812143207862,rep2,965.98
SBBG164509,-120.647374413244,35.3279134222134,rep2,255.69
SBBG164510,-119.542738633009,37.2814707961381,rep2,1090.23
SBBG164512,-120.762266456212,36.573306839488,rep2,371.23
SBBG164515,-120.490194192202,35.0039053703667,rep2,44.11
SBBG164516,-119.985995080979,35.2802982100735,rep2,618.25
SBBG164517,-120.110929839614,35.6012368920905,rep2,572.54
SBBG164522,-120.178607293346,34.7689137604059,rep2,352
SBBG164525,-120.20892048311,34.4954262500187,rep2,463.22
SBBG164526,-119.634797859167,34.4977872301953,rep2,734.98
SBBG164527,-120.151891864382,34.9619605507082,rep2,517.49
SBBG164529,-118.895011792281,34.5816713158349,rep2,1013.66
SBBG17321,-119.561807645569,34.4830236554124,rep2,730.8
SBBG23031,-119.951705862145,34.7730465689997,rep2,613.28
SBBG27701,-117.167603985869,34.2797039741831,rep2,1597.39
SBBG48273,-119.706443765782,34.4266835446834,rep2,36.42
SBBG64777,-119.24219523234,34.4571301863207,rep2,245.3
SBBG64792,-119.983923964595,34.7692271848646,rep2,803.6
SBBG64807,-119.7891385214,34.5153848707257,rep2,856.49
SBBG82088,-119.930425253216,35.4249702587378,rep2,987.09
SBBG82157,-119.98086265558,34.775227061274,rep2,687.16
SBBG82159,-119.397630880336,34.3880063753315,rep2,254.71
SBBG82202,-119.953228804161,34.7261145468359,rep2,1279.56
SBBG82204,-119.634161304831,34.763647408508,rep2,1546.19
SBBG82469,-120.346354057248,34.6786365140917,rep2,221.19
SD00008033,-116.056437442837,32.6523265110644,rep2,675.31
SD00008034,-116.099270303979,32.6299911230984,rep2,1241.57
SD00010429,-123.07387264682,38.3851621478652,rep2,63.33
SD00010457,-116.83121179773,32.8845045423209,rep2,234.87
SD00010459,-116.44134359727,32.9140444915613,rep2,1088.71
SD00010464,-116.591068858785,33.2211264366261,rep2,1038.68
SD00010465,-116.515846433989,33.1008525996682,rep2,743.38
SD00010467,-116.521895420963,33.2375493477597,rep2,1390.5
SD00010469,-116.836683216379,33.0403890104451,rep2,472.46
SD00010470,-116.663263276812,33.3348641155952,rep2,1075.74
SD00010471,-116.70634903846,33.3172744352024,rep2,961.56
SD00010472,-116.932100592426,33.3297796815216,rep2,1231.93
SD00010486,-119.589500195899,37.3070439920728,rep2,1020.81
SD00010488,-117.795349106097,34.3957358720793,rep2,1559.33
SD00010489,-117.867441766779,33.9394567868159,rep2,208.24
SD00010492,-118.100375780698,34.5203303450252,rep2,916.78
SD00010495,-118.753744411197,35.4735376069282,rep2,432.04
SD00010502,-118.186889781833,34.2568187149935,rep2,769.53
SD00010507,-120.463712510249,34.7872905595139,rep2,152.33
SD00010530,-116.437930974636,32.8051905511589,rep2,1532.41
SD00010547,-116.090608665095,32.6267137744875,rep2,1161.05
SD00010549,-116.572828252504,32.7651815075054,rep2,1205.66
SD00010551,-116.605364756228,32.9844571952397,rep2,1689.27
SD00010552,-116.462482433828,32.8966117978453,rep2,1719.53
SD00010554,-117.046282010313,32.5671403261652,rep2,52.17
SD00010556,-116.633755377682,32.6072778621056,rep2,672.08
SD00010557,-116.759974564776,32.7566539462715,rep2,632.73
SD00010558,-116.688121518581,32.899994188767,rep2,774.32
SD00010560,-117.084423196497,33.2871336683208,rep2,225.47
SD00010563,-116.470762717265,32.894580925157,rep2,1696.91
SD00010564,-116.632065347362,32.8737852997424,rep2,1094.81
SD00010565,-116.532893539201,32.9015151215779,rep2,1461.77
SD00010566,-116.604835431719,32.7626743754117,rep2,1130.1
SD00010567,-117.412870465431,33.4645737381075,rep2,659.05
SD00010569,-116.615909142164,32.9891221942428,rep2,1359.71
SD00010570,-116.648028833084,33.0767640227865,rep2,1151.06
SD00010571,-116.762970130436,33.1712095824851,rep2,1011.12
SD00010572,-116.857167089117,32.9452613429278,rep2,411.97
SD00010573,-116.590697749695,33.0667269707764,rep2,1319.4
SD00010574,-116.792318240843,33.090482323425,rep2,711.94
SD00010575,-116.85162601045501,33.2897409826168,rep2,1088.46
SD00010578,-116.755940492394,32.7137408753299,rep2,691.11
SD00010587,-117.030982657908,33.3431828228745,rep2,343.07
SD00010601,-116.505974172826,33.0404440010946,rep2,1139.18
SD00010604,-116.603305545614,32.9443428583642,rep2,1884.39
SD00010605,-116.609005590402,32.9823823602045,rep2,1623.64
SD00010606,-116.493389264713,32.9053210970615,rep2,1520.4
SD00010608,-116.89339053728,33.3190913472902,rep2,1486.37
SD00010609,-117.051563713151,33.3810315276848,rep2,258.76
SD00010610,-117.23044558471,32.7236412542352,rep2,6.66
SD00010612,-116.295001576553,32.6584841918713,rep2,1125.63
SD00010614,-116.584346461104,33.2767208950963,rep2,1500.07
SD00010616,-117.293308919952,32.8200655689828,rep2,0
SD00010617,-116.961909708675,33.3743696709408,rep2,1385.05
SD00010618,-117.395123134004,33.4865270086809,rep2,611.31
SD00010663,-118.49872454633,34.3745838858433,rep2,485.6
SDSU06100,-119.717777583782,37.5514148928684,rep2,1555.92
SDSU06105,-116.442710202704,32.8623195854085,rep2,1748.79
SDSU06111,-116.584939895249,33.1054394401333,rep2,1519.72
SDSU06135,-116.438708706723,32.8951786458176,rep2,1740.95
SDSU06137,-117.83962967753,34.2884056732452,rep2,962.03
SDSU06143,-123.392058248207,39.2534679593035,rep2,539.21
SDSU06149,-119.646736410754,37.5265998833972,rep2,1297.48
SDSU15375,-117.313241279218,33.3005215721862,rep2,110.49
SEINET3156484,-118.562335849247,34.3551218509249,rep2,511.72
SEINET5521018,-120.766567701794,39.2014207063604,rep2,1260.25
SEINET5521020,-121.252914687152,38.653580336403,rep2,56.91
SEINET5521026,-121.06644841064,38.9903819607165,rep2,520.12
SEINET5521034,-121.876148820759,37.8713989520612,rep2,294.09
SEINET5730455,-122.887218378276,39.5881002100678,rep2,1575.92
SEINET6971729,-117.575809734459,33.6745553707887,rep2,456.57
SEINET6971731,-117.022385009173,32.577720154955,rep2,143.69
SEINET6971732,-118.785958025429,36.1417195910449,rep2,602.75
SEINET7040096,-120.690021829038,35.8893144316973,rep2,383.57
SFV112651,-119.905182108736,35.2276129227391,rep2,590.29
SFV112652,-122.371299267226,38.607819870804,rep2,218.11
SFV112653,-122.440457866769,38.6243525674376,rep2,227.96
SFV112656,-121.230726904069,38.5029636307267,rep2,42.48
SFV112658,-118.316039228461,34.3138116483344,rep2,718.68
SFV112659,-118.164892136544,34.3089774362175,rep2,795.7
SFV112660,-118.433174132985,34.3724022694519,rep2,666.72
SFV112662,-119.332926502112,34.8848465048356,rep2,1297.78
SFV112663,-119.409025384793,34.922371429467,rep2,1277.74
SFV112664,-122.881811783339,38.9419225473293,rep2,472.32
SFV112665,-118.503687031103,34.3264675554945,rep2,420.11
SFV112666,-118.205418872579,34.2423050440881,rep2,963.75
SFV112667,-118.611292797567,34.0832084414159,rep2,380.55
SFV112668,-118.055453736464,34.2342711168239,rep2,1395.13
SFV112669,-118.362623238263,34.4551238781622,rep2,686.8
SFV112670,-118.296895834193,34.2162509337615,rep2,638.81
SFV112671,-118.561987662974,34.3177106465541,rep2,876.93
SFV112672,-118.346165705798,34.2191709360165,rep2,328.21
SFV112673,-118.19497574589,34.1889853243162,rep2,370.47
SFV112674,-123.397166410889,39.4314246556009,rep2,569.5
SFV112675,-118.616636012515,34.0895167869632,rep2,348.97
SFV112677,-119.363466709002,35.9102223964703,rep2,70.2
SFV112678,-118.131185372813,34.2698333393262,rep2,1271.67
SFV112679,-118.241358902739,34.2085321169283,rep2,367.27
SJSU8553,-122.946374958149,38.104143562837,rep2,19.24
SJSU960,-122.142113874969,37.2839004664874,rep2,600.82
UC1005677,-123.727393492779,40.8725315259618,rep2,1408.8
UC1019605,-116.528688951791,33.1303637714354,rep2,759.27
UC1019606,-116.831478717456,32.855512832077,rep2,359.42
UC1019607,-116.553085442638,32.6842576794542,rep2,865.77
UC1019608,-116.815154187758,32.6665374512151,rep2,248.24
UC1021938,-121.133681189063,38.7818595572052,rep2,160.01
UC1039812,-119.507884682549,37.1462508549396,rep2,352.34
UC1069166,-120.712494589611,38.0041691490252,rep2,358.39
UC1069167,-121.789931819748,39.2528600299078,rep2,192.39
UC1069168,-119.640772548333,35.2403069156527,rep2,599.75
UC1069169,-121.498099266756,37.2463696873539,rep2,779.52
UC1069170,-117.296050642988,34.4309620939721,rep2,960.85
UC1069171,-118.881505269181,34.9770356369502,rep2,315.05
UC1069173,-118.525991341955,34.7233043865552,rep2,1177.33
UC1069174,-119.434552224717,34.7634737808228,rep2,1012.88
UC1069176,-120.224160342726,35.9926572803035,rep2,336.01
UC1069178,-120.509535008863,37.7957185208529,rep2,293.48
UC1069179,-120.418495805737,37.7058090439336,rep2,241.15
UC1069180,-120.282096475763,37.937977109005,rep2,794.19
UC1069181,-119.688613213156,37.5470660405124,rep2,1269.29
UC1069182,-120.077358387234,37.4209652877024,rep2,413.93
UC1069183,-119.707796875463,34.9599953072705,rep2,624.58
UC1069184,-120.280490519362,34.7490158377216,rep2,181.22
UC1069186,-120.345353330415,35.3439589201831,rep2,635.3
UC1069188,-120.726533936341,35.1946674338092,rep2,74.55
UC1069189,-117.219455987231,34.2513507824282,rep2,1613.35
UC1069190,-120.07786646656,37.4119337210689,rep2,380.89
UC1069193,-121.966088322744,37.8285042443508,rep2,200.7
UC1069194,-122.091670698206,37.7369650163089,rep2,172.44
UC1069195,-120.813061413199,35.7918860046973,rep2,219.85
UC1069196,-121.516564673773,37.0512894258494,rep2,202.32
UC1069197,-123.018424652071,37.996376874634,rep2,172.49
UC1069198,-122.926023105938,38.2036192396539,rep2,-0.06
UC1069199,-118.449909624361,34.6087456920326,rep2,845.08
UC1069200,-121.717616011406,39.1860728003329,rep2,18.3
UC107228,-122.956101642811,38.3473117645907,rep2,36.43
UC1103814,-123.876748718778,40.8762124075549,rep2,851.85
UC1103815,-124.034869522884,40.7783672491013,rep2,208
UC1116246,-123.674231876388,40.0667331180351,rep2,785.7
UC1137832,-118.814973688408,35.2728255404511,rep2,177.04
UC1190350,-120.252258315834,37.912463182702,rep2,683.44
UC1222905,-123.631336413108,40.5214153820592,rep2,824.96
UC1237966,-122.290179432441,38.2515508493764,rep2,1.29
UC1237990,-116.831453435183,33.8123964486719,rep2,1051.33
UC1239741,-123.642342596233,40.9546325353771,rep2,154.79
UC1239751,-123.780094032979,40.0664657184369,rep2,233.61
UC1239754,-124.131921650685,41.070142610307,rep2,125.02
UC1242705,-117.475113806415,33.7341736607758,rep2,651.86
UC1245395,-123.224763248879,40.1698294836983,rep2,943.9
UC126807,-117.129810453955,34.0233149804363,rep2,666.32
UC126911,-117.463330077176,34.3392056675338,rep2,1161.2
UC1282735,-122.483652071352,38.6983043551052,rep2,552.25
UC1301146,-122.426840225622,37.6593526671248,rep2,31.64
UC131445,-121.425274326394,37.7475082235656,rep2,11.98
UC131451,-117.334799201071,33.3315354257638,rep2,32.03
UC131456,-122.306132829131,37.3204743318559,rep2,183.86
UC131658,-122.076048810991,37.2045542794521,rep2,731.47
UC1375274,-117.4873,34.1886271672272,rep2,1066.24
UC1400331,-117.601416889085,34.1618561854076,rep2,627.68
UC1426018,-117.659278793821,34.1519020308106,rep2,607.81
UC144182,-118.515627991315,35.1929516612544,rep2,955.52
UC146182,-124.131926335632,40.5423612051418,rep2,19.29
UC146183,-124.030039697631,40.7867892918447,rep2,200.91
UC1518667,-117.262544772182,34.3050947428498,rep2,1149.21
UC1518672,-117.339462673864,34.2878916939786,rep2,1063.46
UC1537400,-117.30406649914801,33.9352707482347,rep2,471.62
UC1561952,-120.851643843104,36.1241879166273,rep2,426.78
UC1562873,-117.201530604599,34.2185003583952,rep2,1193.51
UC1562894,-118.11408767517,35.6986442806804,rep2,1655.1
UC1611538,-118.43904216166,34.3663962164018,rep2,825.1
UC1614293,-122.20824092158,37.8931865962909,rep2,180.7
UC1614472,-122.251512099408,37.8633973719761,rep2,93.9
UC1745798,-122.905479890896,38.1487861723075,rep2,30.96
UC1745872,-116.575821615398,33.3355068049329,rep2,1437.53
UC177171,-124.003438447423,40.754070218553,rep2,498.4
UC184397,-121.872337325974,36.588586655424,rep2,38.61
UC2027001,-119.670269464422,34.9886946163019,rep2,666.26
UC2027804,-121.897524352199,37.8790835313235,rep2,621.84
UC202791,-122.434145342726,37.6776445547228,rep2,145.17
UC2028828,-118.776553468566,35.0935254672034,rep2,386.77
UC203959,-124.157102786175,41.0292964134897,rep2,0
UC204178,-121.790164096983,37.1084997527682,rep2,475.64
UC24212,-116.699634796322,33.0772788713603,rep2,942.71
UC24214,-122.425218797817,37.8606100960392,rep2,112.86
UC24259,-119.507311831198,34.3977680066651,rep2,17.81
UC249523,-124.114655237861,40.9774616700231,rep2,56.23
UC284102,-117.440008737811,34.334493954298,rep2,1113.05
UC310650,-120.356489852089,34.6215990997646,rep2,129.07
UC310898,-116.519725123554,32.7305727174785,rep2,1142.3
UC403372,-122.567657589346,37.9473629197327,rep2,90.31
UC450875,-118.383942738962,34.2350946795146,rep2,236.59
UC480616,-121.667983299605,36.917761706801,rep2,90.8
UC495319,-116.625877713278,32.5937217994529,rep2,608.06
UC496087,-121.909481709324,36.5219889365923,rep2,145.41
UC501494,-118.145704506459,34.3998023883036,rep2,1503.51
UC545848,-122.419737571809,38.5615890783559,rep2,523.14
UC562585,-124.205091248137,40.4598630157566,rep2,715.77
UC562587,-124.204824479302,41.746566832253,rep2,0
UC564183,-119.999980432185,35.3165667702665,rep2,599.21
UC571709,-121.669672743759,37.3468936647379,rep2,811.1
UC572487,-117.169896594363,34.3122769984094,rep2,1301.45
UC579895,-122.969998534515,38.2821577539099,rep2,144.93
UC592135,-118.320325127054,34.5261326341851,rep2,837.23
UC592190,-121.787697066747,38.0257586575573,rep2,0
UC593306,-119.981214988436,34.741882377975,rep2,1265.69
UC595056,-122.657342567399,39.2034430714588,rep2,904.9
UC596364,-119.694677412975,37.2620685385816,rep2,690.1
UC596583,-121.716797187135,37.4481037390639,rep2,821.64
UC598440,-117.5089094157,34.3087901961115,rep2,1085.58
UC606901,-122.20153314475,37.8552994171367,rep2,365.89
UC606904,-121.674661007076,37.1207543641606,rep2,402.12
UC606908,-120.682758664681,35.6462587573412,rep2,222.68
UC606912,-122.586616200633,39.8333212406263,rep2,245.96
UC606952,-123.261645964104,38.4989130611449,rep2,0
UC610620,-121.934170178715,36.5552629317488,rep2,0
UC618397,-120.811119490247,36.5832425651575,rep2,349.54
UC618586,-120.280772071877,37.7362435267154,rep2,657.34
UC63801,-116.782106258396,33.8036696113054,rep2,1609.92
UC659438,-120.483467971163,36.1162230730763,rep2,612.09
UC663110,-122.635613724259,38.9625490551325,rep2,412.03
UC666595,-116.918902112426,33.3217914591115,rep2,1048.49
UC668349,-117.148041550872,34.4624446481747,rep2,933.84
UC67160,-117.183923783181,32.7525101383099,rep2,85.28
UC702011,-117.436316902787,33.7498826446336,rep2,409.51
