specimen_number,long_n5k,lat_n5k,replicate,elev_m_n
SBBG82157,-119.991398217414,34.7984811306481,rep3,421.4
SBBG82159,-119.398590716707,34.403343543489,rep3,530.08
SBBG82202,-119.987543846586,34.730032035912,rep3,983.34
SBBG82204,-119.64153740552,34.770368142255,rep3,1601.44
SBBG82469,-120.337735695093,34.6539566268965,rep3,132.89
SD00008033,-116.074836165582,32.627797934922,rep3,1149.05
SD00008034,-116.088470556552,32.6333349175601,rep3,1105.6
SD00010429,-123.081339412721,38.4222926626398,rep3,269.13
SD00010457,-116.800888262095,32.862188171684,rep3,292.47
SD00010459,-116.444579903195,32.8952293391579,rep3,1704.26
SD00010464,-116.638904784584,33.2029921672583,rep3,1147.75
SD00010465,-116.521705265024,33.0443171531764,rep3,1127.67
SD00010467,-116.542853118617,33.2287095687015,rep3,1318.06
SD00010469,-116.870421695982,33.011368973787,rep3,454.23
SD00010470,-116.646626601723,33.3220517152911,rep3,1128.25
SD00010471,-116.704443380174,33.3522233755401,rep3,1077.34
SD00010472,-116.897240503409,33.3711043901179,rep3,1391.24
SD00010486,-119.597774566056,37.3059675301486,rep3,913.82
SD00010488,-117.814119135936,34.401728549429,rep3,1413.94
SD00010489,-117.828037095033,34.0043700700305,rep3,200.05
SD00010492,-118.077592388509,34.5432782016519,rep3,884.28
SD00010495,-118.728310406651,35.4725379433226,rep3,554.09
SD00010502,-118.188023614754,34.2013494770019,rep3,370.96
SD00010507,-120.479686676653,34.8007102242117,rep3,125.34
SD00010530,-116.401757237444,32.7844413791801,rep3,1398.45
SD00010547,-116.072468184177,32.6744580765736,rep3,548.5
SD00010549,-116.58268127292,32.7376846151908,rep3,1327.78
SD00010551,-116.573705533187,32.9961201230176,rep3,1453.5
SD00010552,-116.447925000083,32.8895879924316,rep3,1697.39
SD00010554,-117.089778422863,32.5210960252658,rep3,-1000000
SD00010556,-116.637685192115,32.5910750759644,rep3,585.9
SD00010557,-116.793986995866,32.7609743546337,rep3,495.81
SD00010558,-116.641877737725,32.9134455228677,rep3,976.97
SD00010560,-117.12248456513301,33.2861065557282,rep3,275.03
SD00010563,-116.438112619033,32.8942031511652,rep3,1726.65
SD00010564,-116.645720026065,32.8929131090256,rep3,987.65
SD00010565,-116.571255531059,32.920965178511,rep3,1275.46
SD00010566,-116.559863118079,32.7694451910767,rep3,1248.02
SD00010567,-117.391539578855,33.436200751582,rep3,811.69
SD00010569,-116.596862170853,33.0324413623947,rep3,1289.79
SD00010570,-116.596292561422,33.0687490229254,rep3,1357.74
SD00010571,-116.77951260093,33.132849874082,rep3,984.9
SD00010572,-116.846970530058,32.9584092856298,rep3,500.29
SD00010573,-116.668094489572,33.0667904175506,rep3,974.91
SD00010574,-116.758110421211,33.0603347198354,rep3,742.52
SD00010575,-116.854651080322,33.2743147123748,rep3,702.21
SD00010578,-116.756480668652,32.705912834681,rep3,870.86
SD00010587,-117.075391696478,33.3647190779462,rep3,122.63
SD00010601,-116.507652846473,33.0461335287578,rep3,1199.09
SD00010604,-116.581294038915,32.9851452011273,rep3,1405.89
SD00010605,-116.598141611575,32.9857917532836,rep3,1655.99
SD00010606,-116.466703435366,32.934759712246,rep3,1432.31
SD00010608,-116.882225873411,33.3301586987769,rep3,1549.68
SD00010609,-117.07154872785,33.3683465789209,rep3,136.18
SD00010610,-117.24504498403,32.7170246366646,rep3,95.9
SD00010612,-116.294920623017,32.6948501120116,rep3,1126.63
SD00010614,-116.579738895763,33.2870280438116,rep3,1578.03
SD00010616,-117.252781599596,32.8578163547451,rep3,11.93
SD00010617,-116.915441133953,33.3953246998472,rep3,1040.87
SD00010618,-117.36516478286,33.4872277619524,rep3,628.17
SD00010663,-118.519630554007,34.320233831924,rep3,564.67
SDSU06100,-119.653800210938,37.5448159130489,rep3,1283.33
SDSU06105,-116.386971971425,32.8378597951943,rep3,1702.58
SDSU06111,-116.613622438733,33.0504985917736,rep3,1288.19
SDSU06135,-116.421008807821,32.906125606272,rep3,1135.54
SDSU06137,-117.87344077063,34.3170304377975,rep3,1100.8
SDSU06143,-123.324371652512,39.2620456995877,rep3,633.07
SDSU06149,-119.657401763769,37.5359525030966,rep3,1212.06
SDSU15375,-117.314602803407,33.3173711990363,rep3,117.17
SEINET3156484,-118.535313956641,34.3436726051549,rep3,502.93
SEINET5521018,-120.751249308252,39.2148831991627,rep3,1219.39
SEINET5521020,-121.278516963731,38.6711947746309,rep3,58.05
SEINET5521026,-121.061862408964,38.9901451078741,rep3,555.21
SEINET5521034,-121.821680585922,37.8797629395435,rep3,264.62
SEINET5730455,-122.931998781828,39.5807731481705,rep3,1806.23
SEINET6971729,-117.585349444761,33.6908965083608,rep3,768.86
SEINET6971731,-117.010321093315,32.5778962421556,rep3,99.88
SEINET6971732,-118.804013,36.1855548574935,rep3,434.32
SEINET7040096,-120.666913680678,35.9059964556569,rep3,508.17
SFV112651,-119.929327717111,35.2126519626765,rep3,718.8
SFV112652,-122.377367157179,38.6450249839366,rep3,177.13
SFV112653,-122.394117813417,38.6408291708119,rep3,181.47
SFV112656,-121.259709381437,38.510448153677,rep3,40.33
SFV112658,-118.314237506058,34.3143730100293,rep3,684.67
SFV112659,-118.149154949071,34.3003270201094,rep3,937.92
SFV112660,-118.433055537988,34.367903885305,rep3,731.79
SFV112662,-119.354313235204,34.8882943653414,rep3,1364.92
SFV112663,-119.411839020443,34.9068304844011,rep3,1286.97
SFV112664,-122.913242190433,38.9401326550207,rep3,510.83
SFV112665,-118.493718432217,34.3134097227304,rep3,379.09
SFV112666,-118.188025888689,34.2312585844293,rep3,873.55
SFV112667,-118.620795381122,34.0756235031046,rep3,662.1
SFV112668,-117.970789237891,34.2371321658503,rep3,838.6
SFV112669,-118.395536185538,34.4331225338377,rep3,513.75
SFV112670,-118.302497061415,34.1806299355183,rep3,189.78
SFV112671,-118.567801282351,34.3239119620057,rep3,875.85
SFV112672,-118.280055110199,34.2494521912261,rep3,562
SFV112673,-118.172300093132,34.2002679930577,rep3,352.16
SFV112674,-123.384473457909,39.4133750127691,rep3,484.26
SFV112675,-118.614032647335,34.0912210751228,rep3,300.95
SFV112677,-119.40543512677,35.8829380990159,rep3,63.24
SFV112678,-118.132481766798,34.2771607606466,rep3,1255.26
SFV112679,-118.25521687818,34.1738484018306,rep3,346.74
SJSU8553,-122.977276506666,38.098318715272,rep3,0
SJSU960,-122.092357113838,37.2611443103063,rep3,376.32
UC1005677,-123.78524590948,40.8589963916023,rep3,382.07
UC1019605,-116.562184527367,33.1159596339018,rep3,1065.39
UC1019606,-116.797143734487,32.8655821166825,rep3,239.33
UC1019607,-116.544056331752,32.6898733826442,rep3,927.31
UC1019608,-116.856620104998,32.6536957225578,rep3,192.64
UC1021938,-121.168598861643,38.7811762943546,rep3,153.8
UC1039812,-119.452242562716,37.1520967843913,rep3,502.08
UC1069166,-120.703603590747,37.9630525260769,rep3,279.28
UC1069167,-121.8469141371,39.243824381569,rep3,109.4
UC1069168,-119.693455246193,35.2659563927538,rep3,767.74
UC1069169,-121.521987105815,37.2702542600288,rep3,625.61
UC1069170,-117.320821613003,34.4169933916881,rep3,1004.99
UC1069171,-118.911964207391,34.9787431527119,rep3,342.07
UC1069173,-118.555010965987,34.7151591503178,rep3,1247.4
UC1069174,-119.397861972516,34.7375333402811,rep3,1101.29
UC1069176,-120.244302146412,35.982877923255,rep3,407.28
UC1069178,-120.528653303976,37.7936316127692,rep3,285.19
UC1069179,-120.382983950692,37.6747892146391,rep3,290.54
UC1069180,-120.253919782038,37.9350604336127,rep3,723.68
UC1069181,-119.651770494491,37.5442698406599,rep3,1243.36
UC1069182,-120.060776274309,37.3932114161348,rep3,402.66
UC1069183,-119.690047227635,34.9007348128879,rep3,779.92
UC1069184,-120.281968659294,34.684493776714604,rep3,327.52
UC1069186,-120.331615880021,35.3344913917532,rep3,573.34
UC1069188,-120.649420717076,35.1946477341453,rep3,145.38
UC1069189,-117.20312551198,34.2960712658012,rep3,1487.94
UC1069190,-120.075404866159,37.4039356022663,rep3,416.6
UC1069193,-121.916690061943,37.8256562119228,rep3,244.41
UC1069194,-122.108634784393,37.7585447817803,rep3,238.74
UC1069195,-120.817045606504,35.7921445463167,rep3,226.84
UC1069196,-121.514491120804,37.1102520890477,rep3,790.43
UC1069197,-123.011952641136,37.9921976162145,rep3,0.2
UC1069198,-122.944117808273,38.1934347766498,rep3,30.8
UC1069199,-118.507498625545,34.6639136665669,rep3,1140.49
UC1069200,-121.727173713514,39.2037215146173,rep3,24.21
UC107228,-122.968050706771,38.3356240539882,rep3,117.72
UC1103814,-123.863312791257,40.9156487306624,rep3,711.96
UC1103815,-123.980857634821,40.746065332141,rep3,547.89
UC1116246,-123.705332159647,40.0932054510986,rep3,610.61
UC1137832,-118.796216329208,35.2679331262189,rep3,179.67
UC1190350,-120.244627634371,37.8966407032165,rep3,393.99
UC1222905,-123.601343076377,40.5078191245967,rep3,805.92
UC1237966,-122.297744418441,38.2715054589862,rep3,3.14
UC1237990,-116.850523835413,33.8359945301052,rep3,1237.74
UC1239741,-123.638358255337,40.9442469900627,rep3,149.03
UC1239751,-123.79804221205,40.0899419463333,rep3,96.23
UC1239754,-124.142838103749,41.0584805472255,rep3,51.05
UC1242705,-117.500515490268,33.7692892759289,rep3,365.16
UC1245395,-123.251694531183,40.1810912146059,rep3,930.75
UC126807,-117.137281621703,34.0180247772127,rep3,652.8
UC126911,-117.42874485843,34.3259101296794,rep3,1168.66
UC1282735,-122.470244042027,38.7051275528711,rep3,308.61
UC1301146,-122.448318337024,37.688487183055,rep3,141.67
UC131445,-121.410876336298,37.7180887185885,rep3,27.97
UC131451,-117.300672540245,33.3145570064251,rep3,86.72
UC131456,-122.279342622823,37.2934502393981,rep3,219.46
UC131658,-122.068423690271,37.2151976303519,rep3,865.85
UC1375274,-117.487542045151,34.2022681473343,rep3,1434.58
UC1400331,-117.60996646815,34.1642818196527,rep3,690.51
UC1426018,-117.712092092987,34.148861748398,rep3,532.2
UC144182,-118.524109772837,35.1988948166014,rep3,956.99
UC146182,-124.123140538587,40.5603889609338,rep3,116.7
UC146183,-123.998042253304,40.7497021912836,rep3,493.57
UC1518667,-117.291522972282,34.3432326199877,rep3,1028.35
UC1518672,-117.298587307768,34.3077052213903,rep3,975.9
UC1537400,-117.272899860634,33.9676172382018,rep3,586.79
UC1561952,-120.861667357397,36.1376383613703,rep3,324.92
UC1562873,-117.218169957703,34.2723241014697,rep3,1550.6
UC1562894,-118.127353512534,35.6945880692556,rep3,1756.99
UC1611538,-118.415108078683,34.3852431990197,rep3,550.9
UC1614293,-122.201529929032,37.8457400732298,rep3,355.32
UC1614472,-122.238659813368,37.8725292823561,rep3,195.57
UC1745798,-122.90426362549,38.1072335886423,rep3,112.05
UC1745872,-116.60774982753,33.3262629212917,rep3,1202.99
UC177171,-124.001439962316,40.7428584216786,rep3,317.52
UC184397,-121.902089146071,36.5931651603142,rep3,37.39
UC2027001,-119.70081990629,35.0153610170529,rep3,1051.18
UC2027804,-121.925645763574,37.9101846802666,rep3,267.4
UC202791,-122.430476695892,37.663916103307,rep3,47.98
UC2028828,-118.716931031291,35.0745158121876,rep3,685.94
UC203959,-124.111119900406,41.0287895168445,rep3,4.19
UC204178,-121.871047250568,37.1049501348829,rep3,782.29
UC24212,-116.682218032664,33.1225279653012,rep3,880.61
UC24214,-122.420659116995,37.8662021408634,rep3,-0.5
UC24259,-119.504937896776,34.3996302147306,rep3,24.64
UC249523,-124.136809407466,41.0105536378584,rep3,0
UC284102,-117.419123496248,34.3061990015002,rep3,1286.26
UC310650,-120.355883091093,34.6582927366761,rep3,125.89
UC310898,-116.449392169204,32.7215782087628,rep3,1002.17
UC403372,-122.523844888306,37.9721616597477,rep3,3.13
UC450875,-118.33597574122,34.2385687335034,rep3,347.48
UC480616,-121.638850977681,36.8900039563191,rep3,36.55
UC495319,-116.638450520319,32.648452265291,rep3,788.92
UC496087,-121.910654771935,36.4825691444795,rep3,270.27
UC501494,-118.173095599058,34.3877307426677,rep3,1661.44
UC545848,-122.364001827069,38.5818366514713,rep3,369.54
UC562585,-124.23864254247,40.4903239516862,rep3,610.3
UC562587,-124.164553906885,41.7854859819299,rep3,9.22
UC564183,-120.016331894398,35.2989385923318,rep3,629.61
UC571709,-121.639525884178,37.3417202071495,rep3,1244.43
UC572487,-117.209886530936,34.3114775244007,rep3,1430.14
UC579895,-122.981371921866,38.316580626209,rep3,27.96
UC592135,-118.328022534746,34.4882536153305,rep3,757.07
UC592190,-121.83115723982,38.0413713313784,rep3,0
UC593306,-119.960108141759,34.7377357972376,rep3,1231.29
UC595056,-122.657327108535,39.1912576172284,rep3,860.81
UC596364,-119.738880317713,37.278246492104,rep3,701.77
UC596583,-121.675805912085,37.3928633015106,rep3,778.29
UC598440,-117.48548293721,34.3327210971591,rep3,1092.2
UC606901,-122.236742028743,37.8756343819603,rep3,268.34
UC606904,-121.665491610724,37.130353301681,rep3,116.11
UC606908,-120.63684327183,35.7019040575711,rep3,264.71
UC606912,-122.568217831383,39.8847318887999,rep3,257.66
UC606952,-123.20414210658,38.5432794039897,rep3,414.22
UC610620,-121.975006752342,36.5145351538379,rep3,0
UC618397,-120.803472054181,36.5932808414508,rep3,360.9
UC618586,-120.262914805459,37.7259382542264,rep3,640.16
UC63801,-116.711430408054,33.7949869078061,rep3,2528.64
UC659438,-120.475346486002,36.0891086826093,rep3,410.34
UC663110,-122.584506003007,38.9632299688244,rep3,598.76
UC666595,-116.865694662,33.3839507444629,rep3,1331.69
UC668349,-117.164393686153,34.5018015417711,rep3,894.24
UC67160,-117.19937860804,32.7515517387388,rep3,4.13
UC702011,-117.429705360538,33.7437640478078,rep3,359.45
UC747507,-120.622345,38.7507437777419,rep3,1086.88
UC753438,-119.987743254555,34.7716418836725,rep3,794.84
UC75479,-117.168009803072,34.4834016355828,rep3,902.15
UC767672,-122.461105676327,37.8912368604647,rep3,176.44
UC880870,-120.825162047048,36.5097878288862,rep3,524.21
UC880918,-118.685820178678,36.2447047913243,rep3,2105.06
UC880924,-120.034933002667,34.7776620467374,rep3,821.18
UC972194,-122.480141251614,38.3238046267211,rep3,110.12
UCD23396,-122.168058016733,38.476205469892,rep3,366.76
UCD23404,-122.343148366448,38.8488505148281,rep3,510.68
UCSB030027,-118.618956289542,34.1132849903272,rep3,454.27
UCSB030028,-120.338135349457,35.3300744984782,rep3,537.05
UCSB030033,-116.829130690222,33.8797079864801,rep3,1179.88
UCSB030034,-117.729003171379,34.1118149658122,rep3,387.46
UCSB030035,-120.066791320864,34.5339166943779,rep3,673.49
UCSB030036,-120.360976642278,35.4582537293224,rep3,588.11
UCSB030037,-119.970703099823,34.7479218441043,rep3,953.09
UCSB030038,-119.711787746933,34.5703462813978,rep3,713.77
UCSB030039,-119.96365288727,34.611291750839,rep3,277.08
UCSB030040,-120.593532486376,35.2981559914845,rep3,659.36
UCSB030042,-122.627117486904,37.8914548250184,rep3,151.56
UCSB030045,-117.373907898819,33.7882417442568,rep3,639.82
UCSB030049,-119.967531586308,34.5306299138442,rep3,953.87
UCSB030050,-116.856930987506,33.8880170158876,rep3,1108.69
UCSB030051,-122.120463833057,37.3579461917276,rep3,104.68
UCSB030052,-117.39798185907,33.7195852209543,rep3,388.6
UCSB030053,-120.033929321468,34.7468977712209,rep3,621.61
UCSB030054,-120.600068497353,35.3558488100273,rep3,500.04
UCSB030055,-119.781184749248,34.4169582844719,rep3,40.23
UCSB030056,-121.096593338745,35.9575942050467,rep3,312.37
UCSB030057,-117.758896007857,34.1840861181678,rep3,802.03
UCSB030059,-120.05321810282,34.5548981240303,rep3,381.21
UCSB030061,-119.680194158543,34.4773412409989,rep3,792.69
UCSB030062,-121.081007938783,35.5473686100634,rep3,107.76
UCSB030063,-119.987308362509,34.7202612474795,rep3,891.62
UCSB030064,-117.457231273499,33.8581392830564,rep3,447.99
UCSB030065,-120.292109298536,36.1376461297251,rep3,185.95
UCSB030066,-119.945679162526,34.6512660905656,rep3,375.74
UCSB030070,-119.685248672904,34.4301840249763,rep3,19.66
UCSB030071,-119.593224114233,34.5372607936031,rep3,773.26
UCSB030072,-119.957476924733,34.6209120421017,rep3,403.73
UCSB030074,-120.237864521957,34.8512148267681,rep3,150.67
UCSB030076,-119.775456777858,34.4985026018281,rep3,687.77
UCSB030078,-121.874931529829,37.9097573718862,rep3,259.08
UCSB030080,-117.02601296769,34.0740334347177,rep3,939.31
UCSB030083,-122.732109253785,38.5269766381839,rep3,138.33
UCSB030084,-122.441223462446,39.0266958819354,rep3,644.47
UCSB030086,-120.926745898182,35.7225068261032,rep3,348.24
UCSB030087,-118.884791635202,36.4982508382266,rep3,681.67
UCSB030088,-116.797727549756,33.0054372489147,rep3,450.84
UCSB030090,-123.009559544536,37.9563665534061,rep3,0
UCSB030091,-124.079236609413,40.0428731388878,rep3,31.11
UCSB030093,-116.596723490664,33.0711580428028,rep3,1314.04
UCSB030094,-118.3189948168,34.2310431747283,rep3,529.88
UCSB030095,-119.961559159408,34.7208576131788,rep3,1236.92
UCSB030096,-120.007718573001,34.782134653945,rep3,968.95
UCSB030097,-119.93298911139,34.7422296613493,rep3,1004.24
UCSB030098,-117.579980368554,33.509774549234,rep3,103.22
UCSB030099,-119.993347922893,34.7512548611302,rep3,1057.05
UCSB030100,-120.879338505238,38.5189841864845,rep3,246.42
UCSB030402,-118.284759436734,35.112043029013,rep3,1505.96
UCSB030403,-117.776060741686,34.190605082496,rep3,762.02
UCSB030404,-118.174559850545,34.2301249185551,rep3,560.05
UCSB030407,-119.67224869943,34.4673270149176,rep3,591.91
UCSB030408,-117.596064083678,33.5032966510321,rep3,212.63
UCSB030409,-122.802344100713,38.9640382793147,rep3,605.66
UCSB030410,-119.891257494554,34.7462796514472,rep3,761.86
UCSB032711,-119.133490887213,34.4660163443612,rep3,876.43
UCSB039252,-118.551905798818,35.7425737672697,rep3,1954.36
UCSC002111,-121.776613833732,36.6823219655557,rep3,37.29
UCSC003914,-121.680095773714,36.4907132481727,rep3,528.13
UCSC005030,-121.994655584114,37.0543240823604,rep3,186
UCSC009417,-121.726535868455,36.5909922146971,rep3,140.45
AHUC100004,-120.031343146819,37.4780331247501,rep4,586.28
AHUC100005,-120.07053930059,37.4553874604122,rep4,558.7
AHUC100006,-120.443470697073,38.0723601908512,rep4,569.67
AHUC100007,-119.359811252879,36.6792578238496,rep4,138.15
AHUC100008,-123.058708714455,39.0356058729543,rep4,904.59
AHUC100009,-123.831454278841,39.4843570754868,rep4,0
AHUC100010,-119.389196989848,36.8125420663063,rep4,179.27
CAS-BOT-BC95004,-121.227125883379,35.9851899931649,rep4,306.51
CDA40358,-119.393177272337,36.8382054825649,rep4,488
CHSC14017,-122.341274029852,39.0024249711178,rep4,499.08
CHSC23125,-123.040452389976,37.9735735203289,rep4,0
CHSC24140,-122.766296613613,38.9165734404349,rep4,712.27
CHSC24930,-124.172015126626,41.8206930317018,rep4,11.53
CHSC26054,-117.03161696061,34.0169204747178,rep4,805.55
CHSC26430,-123.876347271803,41.7410818982657,rep4,433.13
CHSC27517,-122.806095425589,38.9091385241553,rep4,824.71
CHSC27541,-122.812893177925,38.942216389363,rep4,512.17
CHSC27746,-120.165274730306,37.7298375715648,rep4,887.06
CHSC27799,-122.815308922346,38.9431273218613,rep4,509.14
CHSC31076,-122.562495596063,38.3654890466779,rep4,217.94
CHSC31077,-121.332551576148,39.5727394069688,rep4,622.65
CHSC31306,-123.464709919324,39.7408267973033,rep4,644.21
CHSC32094,-121.341945602552,39.3709907420446,rep4,428.04
CHSC35982,-121.901356346997,39.882292543985,rep4,104.91
CHSC36121,-122.342509697217,39.04834415258,rep4,355.39
CHSC38460,-121.740367464212,39.7908386738159,rep4,254.34
CHSC40119,-123.341930015236,38.8998946972231,rep4,407.02
CHSC4019,-121.733459607744,39.7176063771086,rep4,179.23
CHSC4065,-122.256389,40.2019368815696,rep4,112.31
CHSC43315,-121.82423909781,39.2607426679767,rep4,140.86
CHSC47108,-120.402368985566,36.0631558633056,rep4,362.22
CHSC52401,-122.754043759378,38.8749957063961,rep4,898.32
CHSC55499,-121.978041337666,40.4011989659515,rep4,354.97
CHSC55712,-122.491799101017,39.4653025100798,rep4,374.92
CHSC56643,-122.597625495723,39.8322529337144,rep4,281.97
CHSC57470,-123.315644650476,38.5357069869935,rep4,0
CHSC59547,-122.73878862942,39.0194404954534,rep4,403.74
CHSC59744,-120.344160210257,37.7802155703158,rep4,371.07
CHSC61985,-118.884086121481,34.3156223408494,rep4,269.72
CHSC62467,-121.383947229111,39.5514128337578,rep4,341.04
CHSC700,-121.299716754385,38.8823115926426,rep4,44.4
CHSC70018,-119.360671298859,36.9019482735452,rep4,663.19
CHSC70378,-121.027340764542,36.9404200694033,rep4,207.39
CHSC71117,-122.802205957954,39.0546961603627,rep4,403.74
CHSC77587,-122.581535730882,39.778832705387,rep4,253.12
CHSC81274,-123.805948099086,39.504126442542,rep4,0
CHSC88986,-121.916603719991,39.8762437031956,rep4,85.48
CHSC90100,-122.767860187926,38.9569795588468,rep4,706.32
CHSC90532,-122.573851118194,39.1326074730885,rep4,554.04
CHSC9270,-121.903991041882,39.9135192405561,rep4,122.28
CSUSB91437,-117.253596878438,34.269564116266,rep4,1271.04
CSUSB91439,-116.644697063778,33.0763051336546,rep4,1152.02
CSUSB91441,-117.485288811645,33.8489391605478,rep4,380.38
CSUSB91442,-117.308253733054,33.9900354788647,rep4,491.22
CSUSB91443,-117.371825572777,33.9179517573552,rep4,355.6
CSUSB91444,-117.115444948126,33.7430542939526,rep4,491.29
DAV300326,-122.781246323915,39.0527486260245,rep4,407.55
DAV300327,-120.630841880765,38.4465199221808,rep4,658.81
DAV300330,-118.267071302671,34.2358666865047,rep4,515.93
DAV300331,-117.478875680004,33.793382030589,rep4,390.36
DAV300333,-119.31615874159,36.9135967095931,rep4,501.55
DAV300334,-120.234528437906,35.4442257931906,rep4,513.33
DAV300336,-120.989772152808,38.8027680068987,rep4,234.91
DAV300337,-120.46865096544,38.4945635463941,rep4,1253.2
DAV300338,-117.667480556596,34.1539173477448,rep4,636.36
DAV300341,-119.201743277606,36.5535877451368,rep4,142.04
DAV300342,-122.727777131816,39.0330511715702,rep4,615.51
DAV300343,-121.796653474696,39.2357620753576,rep4,148.64
DAV300344,-119.834535513969,35.1967264685642,rep4,586.06
DAV300345,-123.062855314728,38.3155449642277,rep4,12.04
DAV300346,-119.687582900034,34.4608597130816,rep4,357.52
DAV300349,-121.8598699579,37.6476205869209,rep4,202.56
DAV300351,-122.217935582004,38.4715416730762,rep4,254.95
DAV300352,-122.400875946599,39.0668096717117,rep4,408.09
DAV300353,-122.199284682722,38.6008561462786,rep4,250.67
DAV300354,-122.176812059378,38.5173610621392,rep4,205.63
DAV300357,-123.07999548794,38.9779604204588,rep4,170.17
DAV300358,-122.796012455008,38.8538211332675,rep4,862.67
DAV300359,-122.835447340938,38.7737418810649,rep4,821.98
DAV300360,-122.658158125916,38.8169017730743,rep4,849.3
DAV300361,-122.784574895254,38.8282239314771,rep4,1000.56
DAV300363,-122.466542273748,38.5806246693931,rep4,533.06
DAV300366,-120.454538008313,37.6729780188698,rep4,117.57
DAV300369,-122.005614086656,38.4615200064997,rep4,97.29
DAV300371,-116.638292690162,34.0467518101987,rep4,1149.99
DAV300373,-123.055695806532,40.731747930505,rep4,441.8
DAV300376,-121.997902433583,38.5197201765366,rep4,46.44
DAV300378,-122.95701050713,38.8618532337919,rep4,767.23
DAV300380,-122.390743589838,38.6230032971262,rep4,199.54
DAV300383,-122.5344527045,38.4130411191899,rep4,167.17
DAV300385,-122.833307609228,38.8363747613504,rep4,592.96
DAV300386,-122.281111,38.4072643115424,rep4,465.7
DAV300387,-122.503535235998,38.4168101699366,rep4,518.6
DAV300388,-122.685986564691,38.6331088576484,rep4,138.68
DAV300390,-123.486764210077,38.7059705334851,rep4,0
DAV300391,-121.07710429718,39.0468155532406,rep4,470.31
DAV300392,-117.706267201634,34.1823267907888,rep4,1495.22
DAV300393,-117.294722238545,34.1762734856646,rep4,426.16
DAV300394,-118.198880786729,34.4836165005275,rep4,861.81
DAV300395,-117.227862279724,34.2914481857659,rep4,1315.97
DAV300396,-122.146103588456,38.2537670792581,rep4,87.03
DAV300398,-120.372290983602,38.1617291423583,rep4,862.93
DAV300399,-122.489573252637,38.4321710652376,rep4,540.61
GH93110,-117.109371844042,34.5001295557363,rep4,973.67
GMDRC3694,-115.624246158585,34.833208803809,rep4,1151.85
GMDRC4298,-115.679430502079,34.777606091459,rep4,1617
GMDRC7692,-115.674277268037,34.7877360495723,rep4,1694.52
GMDRC7800,-115.673063135222,34.8050133284407,rep4,1346.84
GMDRC9674,-115.676068251889,34.8181453913586,rep4,1503.52
GMDRC9754,-115.680858417634,34.7987453736541,rep4,1599.79
GMDRC995,-115.681336145918,34.8073703867911,rep4,1415.49
HREC492,-123.040562595881,38.9562640539977,rep4,355.58
HREC495,-123.118454188515,38.9761593759809,rep4,184.74
HSC201461,-123.481378883743,40.8484164578518,rep4,220.95
HSC201463,-120.586742108946,38.2317704665411,rep4,720.76
HSC201464,-119.679755719394,36.9595124475776,rep4,165.61
HSC201465,-123.568957267135,40.422958081318,rep4,1442.37
HSC201466,-119.797888720585,34.5665208405813,rep4,520.6
HSC201467,-120.684084201296,35.4657547224539,rep4,325.19
HSC201469,-123.610118586517,41.0342134472522,rep4,654.49
HSC201470,-123.482720851233,40.835263914304,rep4,230.65
HSC201472,-123.633129194058,39.7410972712463,rep4,395.95
HSC201473,-122.385356705397,39.1024856353415,rep4,330.92
HSC201475,-122.963401347086,39.187288259179,rep4,414.83
HSC201476,-117.461832113324,33.7434206289661,rep4,386.6
HSC201477,-123.446265430097,40.8723632015681,rep4,376.93
HSC201478,-123.454187209761,40.8483133122587,rep4,776.36
HSC201479,-123.81290149602,39.4957592924199,rep4,0
HSC201481,-123.049219187333,38.5133592179411,rep4,237.91
HSC201482,-123.100295994029,38.9123140836585,rep4,357.4
HSC201484,-123.663798715508,40.8565578551464,rep4,525.52
HSC201485,-124.108718685066,41.0380007557532,rep4,99.02
HSC201486,-124.118766622153,41.0438149395804,rep4,52.7
HSC201487,-123.99433044959,41.2662959870639,rep4,517.94
HSC201488,-123.1451093737,39.1240855560094,rep4,259.04
HSC201489,-124.215837452827,41.0932353863705,rep4,0
HSC201492,-123.695569147841,40.875179828477,rep4,762.47
HSC201493,-123.800000668307,40.8589823220346,rep4,478.3
HSC201494,-123.831008975032,40.5587440388758,rep4,987.38
HSC201495,-123.545633002287,40.494416370533,rep4,807.29
HSC201497,-123.795096704505,40.9881659482717,rep4,959.86
HSC201498,-124.08653119782,41.052257856607,rep4,154.7
HSC201499,-124.063004981767,41.0582369363069,rep4,216.42
HSC201503,-123.685076178789,40.5040817519011,rep4,526.47
HSC201504,-124.141427674977,41.0536311722529,rep4,0
HSC201505,-123.557250116288,40.7835343103965,rep4,302.57
HSC201506,-123.54767294786,40.7297571276722,rep4,358.02
HSC201507,-123.891721482107,41.1289105121031,rep4,442.82
HSC201509,-123.74881199846,40.8696423746434,rep4,1196.62
HSC201510,-122.933106434771,39.0725987322992,rep4,434.99
HSC201512,-122.581418649963,39.0875537228385,rep4,591.75
HSC201514,-122.93948301028,39.0995548964631,rep4,500.95
HSC201515,-123.522574261857,40.7787489848356,rep4,917.88
HSC201516,-123.556284547673,40.8792775210945,rep4,410.38
HSC201517,-120.302120164304,38.6685504459348,rep4,1868.91
HSC201518,-122.717768906386,39.1950380460718,rep4,722.88
HSC201521,-123.673774318172,40.4434539728153,rep4,741.17
HSC201523,-122.611886393811,38.7230463488899,rep4,370.92
HSC201525,-122.698350546792,38.8275677049391,rep4,982.35
HSC201526,-123.25603316234,39.8049957678971,rep4,426.94
