specimen_number,long_n15k,lat_n15k,replicate,elev_m_n
DAV300346,-119.657620514,34.4584752825872,rep1,414.87
DAV300349,-121.975787077782,37.5617038594449,rep1,19.36
DAV300351,-122.054354355303,38.4562712911098,rep1,87.55
DAV300352,-122.512165522804,39.0156475432355,rep1,470.47
DAV300353,-122.361818584603,38.6169974973146,rep1,212.54
DAV300354,-122.187656477507,38.4422761235521,rep1,257.79
DAV300357,-123.057739514041,39.0167334712927,rep1,684.4
DAV300358,-122.736444769292,38.8438598777049,rep1,832.34
DAV300359,-122.858537274039,38.7483302195381,rep1,432.22
DAV300360,-122.614767368292,38.8301892756464,rep1,556.02
DAV300361,-122.632197541928,38.8176226793468,rep1,437.75
DAV300363,-122.343782089603,38.6424017095042,rep1,285.05
DAV300366,-120.518456281303,37.7087647945213,rep1,83.21
DAV300369,-122.041865575147,38.3848331369635,rep1,213.06
DAV300371,-116.601223096016,34.1090088205861,rep1,1797.48
DAV300373,-122.981965035606,40.6109111172323,rep1,815.18
DAV300376,-122.026117104475,38.4889366401609,rep1,62.15
DAV300378,-122.940837947276,38.8466231698031,rep1,618.69
DAV300380,-122.491691656779,38.620568830293,rep1,580.67
DAV300383,-122.517371339448,38.4548571034401,rep1,563.79
DAV300385,-122.805264617389,38.8575015882921,rep1,803.08
DAV300386,-122.320259803345,38.3905433684107,rep1,20.64
DAV300387,-122.397949994707,38.5218335992717,rep1,296.23
DAV300388,-122.694915239114,38.5136049706444,rep1,192.77
DAV300390,-123.424787192152,38.7250505824513,rep1,257.94
DAV300391,-120.950372571533,39.0666103077397,rep1,664.73
DAV300392,-117.702800349344,34.1699858542152,rep1,996.5
DAV300393,-117.283956352186,34.3156754544272,rep1,984.66
DAV300394,-118.246909948337,34.5465455010097,rep1,1380.28
DAV300395,-117.104255335777,34.2806825792355,rep1,1464.78
DAV300396,-122.13845237277,38.2610029155147,rep1,134.88
DAV300398,-120.487720223998,38.2207263249067,rep1,661.79
DAV300399,-122.438813799235,38.4236241201005,rep1,315.61
GH93110,-117.138181931588,34.4592035627009,rep1,951.82
GMDRC3694,-115.734944356362,34.7883882214571,rep1,1504.29
GMDRC4298,-115.60275610604,34.6994774730747,rep1,844.77
GMDRC7692,-115.547192353986,34.8105752143538,rep1,1105.69
GMDRC7800,-115.655990817661,34.7723615718198,rep1,1249.26
GMDRC9674,-115.670218986419,34.819626241718,rep1,1337.89
GMDRC9754,-115.69094818257,34.8026253301636,rep1,1652.94
GMDRC995,-115.645865443297,34.8228616487748,rep1,1205.58
HREC492,-122.952853290651,38.911536504319,rep1,924.92
HREC495,-123.074268981528,38.868081659463,rep1,452.85
HSC201461,-123.466233518456,40.902915119401,rep1,1115.5
HSC201463,-120.626188446723,38.226752207082,rep1,602.77
HSC201464,-119.601934311949,36.8403826295175,rep1,130.1
HSC201465,-123.614813530927,40.454147491038,rep1,1254.85
HSC201466,-119.830534657972,34.4891940468159,rep1,451.87
HSC201467,-120.757762685912,35.5064561832087,rep1,583.03
HSC201469,-123.612888996737,41.0177526307555,rep1,469.89
HSC201470,-123.370514213171,40.8532094367006,rep1,1049.8
HSC201472,-123.575406982968,39.7293034865414,rep1,852.95
HSC201473,-122.333688534151,39.0638905334487,rep1,483.5
HSC201475,-122.965808266581,39.1697437831403,rep1,411.69
HSC201476,-117.517289719788,33.7682014434885,rep1,596.31
HSC201477,-123.475258426765,40.8035542127985,rep1,499.38
HSC201478,-123.475855284167,40.8486583227828,rep1,450.3
HSC201479,-123.834726114298,39.4842692860874,rep1,0
HSC201481,-123.103494167686,38.537767065214,rep1,289.66
HSC201482,-123.118062298386,38.8164747519299,rep1,459.88
HSC201484,-123.755493869985,40.9459227715115,rep1,1131.94
HSC201485,-124.113259496377,41.0403383442289,rep1,73.02
HSC201486,-124.005097018741,40.9982673317409,rep1,188.88
HSC201487,-123.982079825433,41.152111906648,rep1,316.34
HSC201488,-123.128029827112,39.1513502120658,rep1,608.3
HSC201489,-124.10446091577,41.165278762128096,rep1,7.03
HSC201492,-123.740078587293,40.7834317590401,rep1,480.78
HSC201493,-123.758890972005,40.8732313201713,rep1,977.76
HSC201494,-123.803556036903,40.5169993601536,rep1,460.24
HSC201495,-123.728763873532,40.5313461022993,rep1,474.04
HSC201497,-123.749249047374,40.9128917775915,rep1,976.45
HSC201498,-124.138828701163,41.0937135168337,rep1,213.65
HSC201499,-124.198682215773,41.0055541484361,rep1,0
HSC201503,-123.696049498544,40.5137335359883,rep1,670.88
HSC201504,-124.04021515616,41.0320091402438,rep1,152.5
HSC201505,-123.649483733237,40.846105524997,rep1,733.7
HSC201506,-123.391294239427,40.7694932988957,rep1,1003.91
HSC201507,-123.968720003776,41.1599845216526,rep1,625.34
HSC201509,-123.780359302661,40.8534550851347,rep1,338.29
HSC201510,-122.960535669992,39.0950827653112,rep1,427.42
HSC201512,-122.50977334111,39.0376546682286,rep1,680.53
HSC201514,-122.944946050289,39.1003837095909,rep1,488.42
HSC201515,-123.538903478622,40.7739860848974,rep1,722.45
HSC201516,-123.55966658076,40.9399847531265,rep1,852.74
HSC201517,-120.329809832407,38.6485236228491,rep1,1784.2
HSC201518,-122.712033624036,39.1713705789305,rep1,966.49
HSC201521,-123.801196175749,40.5057839366717,rep1,524.08
HSC201523,-122.54567741418,38.748923862053,rep1,367.56
HSC201525,-122.581887418914,38.771119682644,rep1,327.31
HSC201526,-123.2482973853,39.8956344781749,rep1,844.22
HSC201529,-122.423090758152,38.877764023618,rep1,657.78
HSC201530,-123.830107157385,41.1661344812113,rep1,548.51
HSC201531,-123.603932109884,40.8404732051411,rep1,775.44
HSC201532,-123.553270534781,40.938432131274,rep1,774.94
HSC201533,-120.765714789962,35.148232376055,rep1,0
HSC201535,-123.244933071856,39.5877411261986,rep1,1146.93
HSC201537,-123.685029842836,40.5491761288195,rep1,1172.37
HSC201539,-123.656296424511,39.0133932632766,rep1,338.04
HSC201540,-123.202566038827,38.9087830970208,rep1,442.1
HSC79847,-117.741852514773,34.2927938152711,rep1,992.1
IRVC100599,-116.623052197438,34.0156493268768,rep1,752.18
IRVC100600,-116.541177606394,34.1369132087852,rep1,1429.61
IRVC15781,-116.525945472278,34.1978821507384,rep1,1282.39
JEPS104716,-121.523417598901,37.744908525262,rep1,36.2
JEPS110841,-122.420219179756,38.4463288268877,rep1,53.04
JEPS110843,-122.419406124156,38.5690857202808,rep1,526.73
JEPS110844,-122.386783779769,38.5748234594275,rep1,392.14
JEPS110845,-122.475801996073,38.516408533516604,rep1,72.79
JEPS110846,-122.367184523324,38.4989152154687,rep1,147.47
JEPS110847,-122.365726540743,38.4281913629511,rep1,34.54
JEPS110848,-122.619175241807,38.451010361379,rep1,133.07
JEPS110862,-122.425812639645,38.4203291823101,rep1,291.88
JEPS111846,-122.362932023888,37.9428452496728,rep1,7.2
JEPS1487,-122.629249876242,37.9224080262583,rep1,555.98
JEPS1490,-118.403880860955,35.6422431858535,rep1,796.93
JEPS1494,-121.873313346307,37.2279609358823,rep1,68.46
JEPS1495,-116.481914037175,33.5736558281647,rep1,1345.11
JEPS1497,-117.97375953980401,34.308505595866,rep1,1385.11
JEPS1518,-117.900046092013,34.2601343717417,rep1,716.96
JEPS1796,-119.670521318814,37.0020936789394,rep1,207.14
JEPS1797,-121.943426183619,38.3139468630432,rep1,32.08
JEPS1803,-115.657399749735,34.6783935697187,rep1,710.45
JEPS1805,-118.179057587354,34.2433735180784,rep1,688.35
JEPS18372,-117.214663667427,32.8242822265115,rep1,99.74
JEPS1879,-124.120716327355,41.884669001233,rep1,223.5
JEPS1889,-116.843692945051,33.2313600826895,rep1,1068.21
JEPS1913,-119.669736225538,36.5296851665172,rep1,85.36
JEPS21155,-120.974947918348,38.4571882997266,rep1,160.86
JEPS25353,-121.522195727333,37.9173647049235,rep1,2.6
JEPS2989,-121.953356869705,39.003651889035,rep1,8.36
JEPS30298,-119.442751977353,37.0144928374956,rep1,825.14
JEPS3117,-120.298908737833,38.0323229638323,rep1,1013.92
JEPS3134,-118.812314163435,36.3667765247981,rep1,910.52
JEPS3135,-116.753807772515,33.8473395834172,rep1,1937.68
JEPS3136,-121.945535234647,38.9945065581547,rep1,8.37
JEPS35787,-122.476905167313,38.3040878900551,rep1,41.05
JEPS45200,-120.541635805183,37.5894454478589,rep1,90.56
JEPS83176,-121.487102212981,36.326449423026,rep1,428.38
JEPS85033,-122.291624260525,38.4607607170781,rep1,472.17
JEPS94183,-122.501662023278,39.3015907414508,rep1,391.31
JROH5546,-122.227150276224,37.3962560489189,rep1,139.24
LOB115754,-116.624728796633,33.8859711490546,rep1,387.47
LOB115763,-117.434841096249,33.5110784197283,rep1,479.61
LOB115764,-117.460321,33.5192501028051,rep1,522.01
LOB115765,-117.497145578561,33.5985948212831,rep1,414.71
OBI106017,-117.427476407235,34.014020707214,rep1,277.69
OBI106019,-120.705637129746,35.2596503856671,rep1,75.77
OBI106022,-120.02901104285,35.3027057291992,rep1,669.6
OBI106023,-119.717215303542,35.1116139752793,rep1,643.52
OBI106025,-120.323864261802,35.4548760128856,rep1,442.63
OBI106026,-120.446752989122,35.2042750238989,rep1,305.95
OBI106031,-120.496109510212,34.676930242445,rep1,32.21
OBI106032,-120.600540938133,35.3619920262504,rep1,422.51
OBI106034,-122.670903374886,38.0792845347829,rep1,157.43
OBI106036,-123.82123291227,38.9624323405172,rep1,-1000000
OBI106039,-120.551380231252,35.4361310675694,rep1,414.64
OBI106041,-121.025549933178,35.7807148753891,rep1,361.5
OBI106042,-120.643105156699,35.2342032553425,rep1,54.69
OBI106043,-120.838347712928,35.8118030434723,rep1,191.78
OBI106044,-119.936757742391,34.5001297492986,rep1,512.7
OBI106047,-120.452141650272,35.199732079178,rep1,250.83
OBI106053,-120.893987248738,35.5416975735983,rep1,571.51
OBI106058,-116.553175994826,32.5929722420447,rep1,722.79
OBI106060,-119.611459797609,34.5129925070494,rep1,495.19
OBI106061,-120.52684172357,35.344027410448,rep1,398.8
OBI106063,-120.360078838963,35.5625190361652,rep1,488.11
PGM1097,-120.969388432238,36.0845407727974,rep1,110.62
POM126452,-116.66840657621,32.8985714193191,rep1,948.91
POM126470,-117.376564835207,33.9545608414868,rep1,289.9
POM128992,-117.009221613376,34.0092854415155,rep1,916.58
POM13005,-116.797704268553,33.6933077490378,rep1,1123.46
POM155815,-117.213649983448,33.3864082709802,rep1,272.63
POM202997,-120.693010581131,35.3935465984596,rep1,647.81
POM210106,-116.53295,33.1697890486639,rep1,991.76
POM226856,-122.082764444959,37.354701964549,rep1,66.27
POM229166,-117.362370993592,34.3393634477702,rep1,1122.63
POM258226,-116.896469937026,33.8070715895211,rep1,724.88
POM263485,-122.464111687358,38.6815868585497,rep1,475.06
POM289745,-122.129057248406,37.4374018943794,rep1,4
POM289748,-119.805996323859,37.2731368604517,rep1,612.68
POM289751,-117.133449917645,33.4672320933967,rep1,318.79
POM293455,-117.146015440241,34.2367387841181,rep1,1768.82
POM296771,-117.721640297824,34.1542996558805,rep1,677.53
POM305712,-116.692516570338,33.2331949491935,rep1,863.17
POM307904,-119.303284526479,35.5010530563564,rep1,102.23
POM346565,-122.762161305221,39.0107317181533,rep1,403.74
POM347129,-117.422592013995,34.2516181575423,rep1,1067.18
POM3534,-117.709391495824,34.0957383521663,rep1,359.11
POM3611,-117.766048487652,33.9758623903958,rep1,345.09
POM46977,-116.833613573056,33.0584570748096,rep1,521.09
POM47079,-116.756507785801,32.7369031160432,rep1,661.43
POM48180,-116.566465528674,32.8704851402164,rep1,1203.39
POM49021,-117.140216856837,34.2347108461075,rep1,1952.56
POM65315,-122.478469777513,37.809082743529,rep1,-1.08
POM6554,-117.469421282535,34.4252716264485,rep1,1156.11
POM65806,-122.031454180397,36.5718702578575,rep1,0
POM7063,-117.796740036614,34.0598223226898,rep1,233.69
POM73427,-116.51621123031,33.0158418170379,rep1,1346.2
POM97174,-118.322107691843,35.1091087067267,rep1,1195.38
POM97180,-116.460483733529,32.9076079837397,rep1,1647.77
POM97226,-116.592253020117,33.2196934187937,rep1,1052.16
RSA0035444,-116.983187719963,33.3364811863485,rep1,360.72
RSA0037197,-116.579243786096,33.5114297939517,rep1,1415.51
RSA0043192,-118.184278150663,34.2419922470966,rep1,542.2
RSA0057838,-117.67158181455,34.2139925278003,rep1,1006.06
RSA0059611,-116.513234088834,33.6844681197133,rep1,681.47
RSA0060576,-116.804950198264,33.66987204182,rep1,1168.63
RSA0070947,-118.257768232469,34.3207319761158,rep1,813.36
RSA101759,-118.833195134222,36.2598346054726,rep1,933.77
RSA113487,-121.55779141604,36.1856139958472,rep1,679.92
RSA114997,-123.821780274241,40.9279978102923,rep1,319.06
RSA120045,-122.194120535495,37.2999007107261,rep1,502.94
RSA12318,-117.120216221751,33.2333406823616,rep1,455.77
RSA124603,-120.099298422062,36.6328887398366,rep1,58.15
RSA12926,-117.461473171611,33.5983347900979,rep1,392.53
RSA15266,-122.34374952587,37.4808933433755,rep1,245.55
RSA156323,-118.052506751254,34.1827584153591,rep1,814.11
RSA15640,-120.562912559852,36.5155882912994,rep1,560.93
RSA180273,-117.280334759012,33.5004671226795,rep1,504.71
RSA182182,-117.700408126363,34.1502198583321,rep1,569.31
RSA191096,-118.006142710282,34.1776379280795,rep1,543.8
RSA191996,-117.481515901165,33.4785783992288,rep1,365.04
RSA191997,-117.277563037329,33.626299694126,rep1,410.74
RSA195363,-122.436718306582,38.7127478729496,rep1,217.58
RSA222969,-117.63740131991,34.2529981322089,rep1,1682.97
RSA225716,-117.931015745277,34.1636818667382,rep1,574.03
RSA226234,-117.843779683428,34.1438751971931,rep1,289.17
RSA233474,-117.649773835733,34.1584279475794,rep1,647
RSA247113,-118.07556797361,34.2786520177663,rep1,1686.21
RSA250674,-117.865447779269,34.1773796154519,rep1,566.39
RSA252917,-117.773189542397,34.4295297599757,rep1,1528.14
RSA274234,-117.877593407623,36.1071036251483,rep1,1641.87
RSA276027,-117.813236052568,34.1282012784338,rep1,301.15
RSA29514,-119.287803037477,35.0191542612218,rep1,316.57
RSA29712,-117.696687387071,34.1869768313832,rep1,1546.77
RSA305715,-118.374237340172,33.4381962030135,rep1,0
RSA309677,-117.364365316094,34.3674082803531,rep1,1132.08
RSA3166,-117.849227035306,33.7310528468853,rep1,29.63
RSA31814,-119.330598069915,34.4316764233745,rep1,219.14
RSA329566,-116.954341184713,33.5801401296119,rep1,603.52
RSA333764,-117.278413408358,34.4011064193615,rep1,963.47
RSA336454,-117.272969242308,34.2349850516449,rep1,1538.02
RSA346564,-117.485232825781,34.210423969834,rep1,1334.63
RSA346567,-117.667339824779,34.2115611736357,rep1,1229.13
RSA359870,-117.347024348936,33.8094067153226,rep1,608.23
RSA381419,-119.285815648943,36.9843612483855,rep1,1080.36
RSA40756,-122.523478361357,39.6737729467113,rep1,201.71
RSA421268,-117.710375531359,34.1448333494043,rep1,534.95
RSA421285,-118.846560941345,35.7137543170209,rep1,525.05
RSA421297,-118.147148953169,34.2005845420809,rep1,439.75
RSA421299,-118.446561997871,34.6594224482317,rep1,1091.02
RSA421307,-118.506823378606,34.4275322024621,rep1,390.02
RSA421308,-118.30429179521,34.0847977735276,rep1,97.28
RSA421311,-117.686239715082,34.1574978854005,rep1,691.28
RSA421316,-118.252772147988,34.1305232507048,rep1,143.17
RSA421327,-118.364003387305,34.0496944314268,rep1,41
RSA421331,-117.449247793173,33.7947715790555,rep1,434.95
RSA421360,-117.5393470177,34.3826274938894,rep1,1430.54
RSA421361,-117.361827767644,34.3933314850165,rep1,1091.3
RSA421366,-117.320437271936,34.2381696291495,rep1,1614.79
RSA421368,-116.881005014487,33.4562301457285,rep1,645.59
RSA421370,-116.597743137081,33.2095007292309,rep1,1097.27
RSA421373,-119.163312247799,34.5226577835878,rep1,1297.79
RSA421376,-122.594216884644,37.9254090139874,rep1,704.67
RSA421377,-118.081946026702,34.2565809304537,rep1,1239.78
RSA421482,-117.188462505475,34.2383270981229,rep1,1703.46
RSA421484,-118.181521662189,34.5114688096819,rep1,1019.52
RSA421485,-117.245301098634,34.2198905570657,rep1,1399.11
RSA421496,-117.542224490994,34.3819332996816,rep1,1415.53
RSA421498,-116.514729992135,32.808440485282,rep1,1311.34
RSA43793,-116.942248690875,33.3363985769967,rep1,1210.26
RSA44096,-119.441963636263,34.555872582332,rep1,1459.99
RSA483609,-116.70210571293,33.6445086137742,rep1,1625.9
RSA489150,-116.471157624033,34.0448153924119,rep1,1149.54
RSA51250,-122.312593544659,37.7397666654674,rep1,0
RSA518016,-117.654011046777,34.4798218415731,rep1,1076.04
RSA522735,-116.922924709392,33.4701569741012,rep1,509.84
RSA523514,-116.857843864374,33.6137126489433,rep1,1074.84
RSA524475,-116.943684119288,33.5629319358953,rep1,684.19
RSA554391,-117.203426124292,34.2830749487689,rep1,1533.2
RSA575409,-117.507554800449,34.1588653863554,rep1,524.5
RSA584043,-117.673454363489,34.2339574510207,rep1,1372.26
RSA587321,-117.09574255934,33.4001344808474,rep1,484.05
RSA588054,-118.04430612123,34.4684218496672,rep1,1304.3
RSA588711,-117.557056072526,33.7597072868119,rep1,852.77
RSA588783,-117.370703928464,33.6424787312289,rep1,554.67
RSA589117,-117.833464034627,34.4756137344011,rep1,1077.22
RSA59320,-119.516655575528,34.9797492619237,rep1,944.57
RSA597259,-117.414552736762,34.2892560396572,rep1,1418.88
RSA597821,-118.073949008597,34.4629068571996,rep1,1465.63
RSA598950,-117.92547272709,34.1634485699543,rep1,252.29
RSA603648,-122.039601514434,36.471914405671,rep1,0
RSA605958,-120.301991352978,35.7225061389912,rep1,426.03
RSA606291,-117.088367315233,33.6008771699654,rep1,426.53
RSA607025,-117.758795963399,34.306187910519,rep1,1521.65
RSA607224,-117.979918,34.2834581131642,rep1,1404.58
RSA608053,-121.445676893151,36.97588401744,rep1,44.11
RSA608634,-117.76638598462,34.0771974090499,rep1,321.97
RSA613142,-116.939303368689,33.4483357715233,rep1,688.16
RSA615,-117.674498492157,33.7879661674245,rep1,486.65
RSA645309,-117.356528519372,33.687892529538,rep1,391.42
RSA646981,-118.368437693324,34.2475535748326,rep1,287.96
RSA652199,-117.770826131373,34.1945046899668,rep1,753.39
RSA652200,-118.212261213555,34.2595525363964,rep1,1214.49
RSA656407,-117.416481764767,34.246329285156,rep1,914.06
RSA660848,-118.270565455348,34.270159189782,rep1,990.26
RSA662611,-117.770529382749,34.1634574660935,rep1,459.07
RSA66658,-117.707891721645,34.2464099392758,rep1,1362.16
RSA668058,-116.855609501494,33.3469660218227,rep1,1603.89
RSA673728,-116.817052413744,33.735700516599,rep1,619.42
RSA69060,-116.858009179798,33.2169932264404,rep1,1124.12
RSA69363,-116.976013066699,33.2856514743246,rep1,294.95
RSA699273,-117.637927668742,33.7761283313236,rep1,734.11
RSA721505,-117.736227832673,34.2128943928656,rep1,1167.21
RSA730888,-118.20839815218,35.4192833141724,rep1,1368.29
RSA747646,-119.377081117492,34.9327869831695,rep1,1203.01
RSA749469,-117.717361686894,33.6554899690399,rep1,104.68
RSA75867,-118.011061502388,34.1951873735882,rep1,845.84
RSA75874,-116.937844911127,33.6169340183742,rep1,817.39
RSA75876,-123.133237909417,38.8982962265586,rep1,576.12
RSA75877,-122.543242713201,37.8500690298551,rep1,49.5
RSA75880,-116.762268465883,33.2016505372371,rep1,1059.26
RSA75881,-117.272474448986,34.2302641921865,rep1,1649.46
RSA75883,-118.129781058043,34.2828444766168,rep1,1481.43
RSA75884,-118.417712831071,34.29243020146,rep1,354.2
RSA771945,-117.774161412761,34.4882663541423,rep1,1077.82
RSA783108,-117.268362392028,33.937003176873,rep1,492.94
RSA783266,-116.67948826298,33.6329582440614,rep1,1738.58
RSA783331,-117.608362517654,34.2445448828331,rep1,1924.09
RSA785870,-117.84461147507,33.9725729375192,rep1,216.09
RSA785871,-117.367854636854,34.2987940431032,rep1,1271.86
RSA79215,-117.744059958479,34.1460819429147,rep1,516.12
RSA79378,-123.492119685737,40.5041064660459,rep1,1617.91
RSA798418,-121.253338507404,36.0485512836575,rep1,377.13
RSA81004,-116.432824256866,34.1436589091111,rep1,1196.44
SBBG110918,-121.133032487076,35.9023197516989,rep1,341.17
SBBG113301,-121.275419230435,36.0287542470045,rep1,340.6
SBBG114359,-118.841801163447,34.7408226777026,rep1,1012.83
SBBG114372,-119.533847716465,34.8914627564147,rep1,770.45
SBBG122441,-119.225868175192,34.4113515771017,rep1,483.53
SBBG122442,-118.658953511383,34.4351857853857,rep1,327.44
SBBG122480,-118.860452566928,34.3935584854266,rep1,169.21
SBBG124298,-118.839889964908,34.6173524584268,rep1,1374.56
SBBG125441,-118.086753032461,34.1729805098677,rep1,324.11
SBBG127047,-118.070091996008,34.2558436548235,rep1,1229.08
SBBG133171,-119.821650391879,34.2918465072297,rep1,0
SBBG15862,-118.247551863858,34.1301896560587,rep1,155.98
SBBG164498,-121.57057394923,36.3141715586725,rep1,1420.48
SBBG164500,-120.225663091192,34.7331848375701,rep1,244.29
SBBG164505,-119.477321093722,34.8789363703155,rep1,890.51
SBBG164507,-118.54298546229,35.1908904715091,rep1,1091.6
SBBG164508,-118.674804561128,35.4480552742021,rep1,1097.63
SBBG164509,-120.641501342464,35.362916611601,rep1,424.56
SBBG164510,-119.449548002948,37.2991068338871,rep1,1919.24
SBBG164512,-120.845181376637,36.5921811473864,rep1,392.73
SBBG164515,-120.505425039818,34.9492001379507,rep1,42.98
SBBG164516,-119.986594089184,35.2626653093294,rep1,708.1
SBBG164517,-120.081270192482,35.5954966184736,rep1,535.65
SBBG164522,-120.10977000263,34.8425799580145,rep1,366.51
SBBG164525,-120.205156807773,34.5138500871941,rep1,281.7
SBBG164526,-119.57297268419,34.5495522660072,rep1,852.76
SBBG164527,-120.112288768149,34.8700920061808,rep1,577.28
SBBG164529,-118.98469777012,34.5795079776895,rep1,737.66
SBBG17321,-119.663109185605,34.5501566600133,rep1,503.44
SBBG23031,-120.10760246161,34.7161461472667,rep1,340.88
SBBG27701,-117.245218012591,34.3103759046765,rep1,1327.16
SBBG48273,-119.793408419123,34.4967535376509,rep1,649.02
SBBG64777,-119.220921950357,34.4539389584337,rep1,246.43
SBBG64792,-120.01835864983,34.7733134131092,rep1,1061.6
SBBG64807,-119.859718488404,34.5147742994469,rep1,647.11
SBBG82088,-119.890865937909,35.4333035337986,rep1,713.76
SBBG82157,-120.02677928219,34.7929123237297,rep1,843.88
SBBG82159,-119.349290642177,34.5184679741665,rep1,850.4
SBBG82202,-119.921820717469,34.6787478072365,rep1,693
SBBG82204,-119.72125288783501,34.8250346809809,rep1,1443.23
SBBG82469,-120.318390301569,34.6259766784478,rep1,268.92
SD00008033,-116.093066003268,32.6256472366286,rep1,1230.23
SD00008034,-116.011617313291,32.5234596916901,rep1,-1000000
SD00010429,-123.087296615828,38.4324551622954,rep1,61.66
SD00010457,-116.789416284967,32.8246986420836,rep1,538.6
SD00010459,-116.501812004059,32.8926561503245,rep1,1517.06
SD00010464,-116.497384115839,33.260309923374,rep1,1607.85
SD00010465,-116.653540836518,33.0453067511303,rep1,1051.13
SD00010467,-116.492483446933,33.3170246194566,rep1,1447.82
SD00010469,-116.775442047564,32.9632135639397,rep1,478.91
SD00010470,-116.746898853703,33.3855203434046,rep1,1009.44
SD00010471,-116.634898253853,33.2767280019919,rep1,969.97
SD00010472,-116.905539570986,33.3829474196376,rep1,1127.38
SD00010486,-119.733789796368,37.2728969307995,rep1,682.56
